DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (Apparent PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (Apparent PF),Plant Chillers (Displacement PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (Apparent PF),BLD A FITNESS (Displacement PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (Apparent PF),BLD H (DISPLACEMENT PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (Apparent PF),BLD J (Displacement PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (Apparent PF),BLD K (Displacement PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (Apparent PF),BLD M (Displacement PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (Apparent PF),BLD N (Displacement PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (Apparent PF),BLD P (Displacement PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (Apparent PF),RES PH 1 & 2 (Displacement PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (Apparent PF),RES PH 3 (Displacement PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (Apparent PF),BLD S (Displacement PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (Apparent PF),BLD T (Displacement PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (Apparent PF),BLD V (Displacement PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (Apparent PF),BLD Z (Displacement PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (kW),BLD C Avg Current,BLD C (kWh),BLD C (Apparent PF),BLD C (Displacement PF) ,Column1,Column2,Column3,Column4,Column5
2019-01-12,0:00:00,429.64,425.35,66.46,0.988,126.59,119.28,1495556.38,0.98,0.99,20.49,27.18,610893.88,0.68,0.71,170.88,192,88.62,0.89,52.99,54.27,22.53,0.906,106,117,53,-89.57,20.8,20.8,5.44,0.97,130.87,142.56,3889057.5,0.86,0.86,62.84,64.72,1640524.5,0.9,0.92,0,0,477821.84,1,1,72.78,99.03,600342,0.69,0.74,73.83,80.39,1994648.38,0.84,0.84,96.78,100.58,3028250.5,0.89,0.9,202.73,206.77,4773288,0.92,0.92,160.6,167.17,2004809.88,0.9,0.9,30.28,37.39,626418.44,0.75,0.76,140.89,342.27,5100407,0.38,0.41,31.03,36.96,727169.56,0.78,0.81,38.23,46.83,544799.13,0.76,0.76,0,No Data,0,0,No Data,1725,169.4,446.43,4938615.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,1:00:00,429.19,429.78,63.51,0.988,127.87,120.03,1495687,0.98,0.99,21.88,28.24,610914.56,0.7,0.73,169.4,190.52,90.09,0.88,53.09,59.39,27.14,0.896,109,121,54,-89.71,19.28,24,5.44,0.97,119.36,130.55,3889177,0.85,0.85,70.43,74.02,1640585.5,0.88,0.89,0,0,477821.84,1,1,84.58,120.75,600421.44,0.65,0.71,70.36,77.59,1994720.75,0.82,0.82,92.82,96.78,3028344.25,0.89,0.89,189,195.29,4773482.5,0.9,0.9,165.9,171.04,2004970,0.9,0.9,27.87,33.29,626448.5,0.77,0.78,148.56,353.66,5100549.5,0.39,0.41,31.22,37.08,727201.81,0.78,0.8,39.83,47.58,544834.88,0.78,0.78,0,No Data,0,0,No Data,1766,205.28,537.68,4938788.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,2:00:00,431.85,434.22,66.46,0.988,127.36,120.01,1495818,0.98,0.99,20.02,26.8,610935.31,0.67,0.7,166.45,187.57,88.62,0.89,49.51,47.1,18.94,0.91,107,120,56,-88.19,19.98,22.08,5.76,0.97,121.58,133.53,3889296.25,0.85,0.85,59.85,62.85,1640645.63,0.88,0.9,0,0,477821.84,1,1,80.19,111.84,600500.75,0.67,0.72,73.82,80.15,1994793,0.84,0.84,100.15,103.59,3028440.75,0.9,0.9,193.97,200.09,4773673,0.91,0.91,162.38,168.43,2005129.63,0.9,0.9,29.98,36.73,626478.81,0.76,0.76,137.81,343.75,5100691,0.37,0.39,32.65,38.32,727234.19,0.79,0.82,34.19,41.3,544871.13,0.77,0.77,0,No Data,0,0,No Data,1753,159.75,421.48,4938951,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,3:00:00,423.88,493.29,66.46,0.99,137.92,129.99,1495948.88,0.98,0.99,21.31,27.82,610955.88,0.69,0.72,167.34,192,93.05,0.88,47.05,46.08,17.41,0.92,104,116,53,-88.77,19.57,20.64,5.76,0.96,116,126.99,3889413.75,0.85,0.85,57.95,60.75,1640705.13,0.88,0.9,0,0,477821.84,1,1,83.94,125.66,600578.56,0.62,0.67,70.83,77.63,1994864.5,0.83,0.83,95.06,99.65,3028533.75,0.88,0.89,182.16,188.65,4773855,0.9,0.9,161.01,168.68,2005286.25,0.89,0.89,31.55,37.63,626510.13,0.78,0.78,140.25,343.75,5100829.5,0.38,0.4,33.59,39.29,727266.56,0.79,0.82,38.45,47.73,544909.81,0.75,0.75,0,No Data,0,0,No Data,1757,150.52,397.24,4939116,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,4:00:00,431.85,428.31,63.51,0.986,133.47,124.81,1496080.63,0.98,0.99,20.92,27.7,610976.63,0.67,0.7,167.78,196.43,96,0.87,42.44,51.71,21.5,0.918,101,113,53,-88.06,17.1,17.6,7.04,0.93,122.32,134.07,3889533.25,0.85,0.85,61.86,63.89,1640765.13,0.89,0.91,0,0,477821.84,1,1,78.55,112.34,600660.13,0.65,0.69,78.83,84.04,1994937.88,0.85,0.85,101.46,104.54,3028628,0.89,0.9,178.23,186.24,4774035.5,0.89,0.89,146.99,155.31,2005440.75,0.88,0.88,29.69,35.13,626539.63,0.78,0.78,137.03,342.47,5100969.5,0.37,0.39,28.78,34.99,727299.13,0.76,0.78,37.53,46.6,544949.31,0.74,0.74,0,No Data,0,0,No Data,1764,162.9,426.37,4939278.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,5:00:00,432,457.85,66.46,0.99,130.23,122.11,1496211.75,0.98,0.99,20.72,27.62,610997.56,0.67,0.7,160.98,181.66,90.09,0.87,42.65,47.1,22.02,0.892,106,118,53,-89.55,19.87,19.04,5.76,0.96,113.64,125.23,3889653.25,0.84,0.84,67.44,71.5,1640825.75,0.87,0.88,0,0,477821.84,1,1,77.53,110.28,600737.69,0.65,0.7,88,91.1,1995022.75,0.87,0.88,88.79,94.55,3028733,0.86,0.87,166.55,177.31,4774208,0.87,0.87,147.17,155.68,2005592.25,0.88,0.88,31.91,38.16,626570,0.77,0.77,141.32,348.44,5101108,0.37,0.39,30.46,36.38,727331.25,0.77,0.79,39.63,46.81,544989.19,0.78,0.78,0,No Data,0,0,No Data,1758,198.71,518.93,4939443,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,6:00:00,431.85,431.26,64.98,0.988,127.31,119.68,1496342.63,0.98,0.99,20.46,27.52,611018.31,0.67,0.7,167.93,184.62,90.09,0.87,47.62,56.32,20.99,0.916,110,121,53,-89.7,23.02,20.8,5.76,0.96,122.64,132.89,3889773,0.86,0.86,59.91,62.51,1640886,0.89,0.91,0,0,477821.84,1,1,82.59,116.23,600818.06,0.66,0.72,85.04,89.22,1995109.13,0.87,0.87,88.94,95.55,3028829,0.86,0.87,169.61,179.41,4774376,0.88,0.88,156.88,165.01,2005740.88,0.89,0.89,30.73,37.39,626600.44,0.76,0.76,138.15,343.31,5101246.5,0.37,0.39,27.32,33.7,727363.75,0.75,0.77,43.94,51.37,545029.31,0.79,0.79,0,No Data,0,0,No Data,1758,158.21,416.71,4939605,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,7:00:00,447.51,456.37,73.85,0.988,128.88,121.52,1496473.13,0.98,0.99,19.96,26.94,611039,0.67,0.7,173.83,194.95,90.09,0.89,54.68,70.66,28.67,0.93,164,177,71,-91.48,20.72,20.48,5.76,0.97,116.55,126.56,3889896.25,0.86,0.86,59.43,61.95,1640944.75,0.89,0.91,0,0,477821.84,1,1,73.53,102.26,600894.31,0.67,0.72,98.59,102.07,1995203.25,0.88,0.88,96.9,102.78,3028926.5,0.87,0.88,153.55,165.5,4774540,0.87,0.87,147.12,154.79,2005886.88,0.89,0.89,31.69,38.45,626633.38,0.76,0.77,147.08,353.68,5101396,0.39,0.41,33.65,37.64,727398.5,0.83,0.83,36.45,43.9,545069.44,0.77,0.77,0,No Data,0,0,No Data,1765,155.82,410.68,4939766.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,8:00:00,445.29,456.37,75.32,0.986,128.08,121.18,1496604.25,0.98,0.99,18.89,25.96,611059.63,0.68,0.69,172.8,194.95,91.57,0.88,54.02,60.42,24.06,0.922,234,243,69,-95.8,21.34,22.08,6.88,0.96,133.79,144.2,3890022.5,0.87,0.87,62.03,63.92,1641004.88,0.9,0.92,0,0,477821.84,1,1,77.17,104.64,600977.63,0.69,0.73,89.97,94,1995295.38,0.87,0.88,103.3,109.67,3029030,0.88,0.88,161.62,173.51,4774703,0.87,0.88,189.45,194.37,2006033.88,0.91,0.92,27.67,36.54,626661.63,0.71,0.71,156.04,360.78,5101546.5,0.4,0.43,31.06,36.71,727429.31,0.79,0.82,39.01,47.97,545108.69,0.76,0.76,0,No Data,0,0,No Data,1727,165.54,438.79,4939929.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,9:00:00,465.38,460.8,78.28,0.986,132.89,124.9,1496736,0.99,0.99,20.26,27.41,611080,0.69,0.7,172.8,197.91,93.05,0.89,53.86,54.27,22.53,0.914,198,209,71,-94.04,18.86,20.16,5.76,0.95,130.9,139.63,3890153.25,0.88,0.88,60.07,62.76,1641066.25,0.89,0.91,0,0,477821.84,1,1,81.34,110.82,601056.06,0.69,0.73,90.63,93.89,1995385.75,0.88,0.88,106.58,113,3029134.5,0.88,0.88,161.38,172.6,4774864,0.87,0.87,181.49,187.5,2006210.25,0.9,0.91,31.67,39.66,626691.56,0.74,0.74,172.11,375.85,5101715.5,0.42,0.46,26.92,32.98,727462.06,0.76,0.77,45.32,52.9,545147.19,0.8,0.8,0,No Data,0,0,No Data,1946,165.17,436.14,4940093.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,10:00:00,473.8,478.52,76.8,0.986,126.73,119.48,1496867.13,0.99,0.99,25.93,31.52,611100.5,0.77,0.78,175.61,202.34,94.52,0.88,52.43,53.25,20.48,0.924,212,224,76,-94.06,17.31,20.48,6.88,0.96,140.83,148.87,3890289,0.89,0.89,64.77,67.38,1641127.5,0.9,0.91,0,0,477821.84,1,1,85.58,123.54,601138.94,0.65,0.69,87.24,91.23,1995477,0.87,0.88,119.62,123.74,3029254,0.9,0.91,157.65,170.08,4775027,0.87,0.87,177.06,182.05,2006386.5,0.91,0.91,27.66,36.09,626721,0.71,0.72,173.46,375.79,5101889,0.43,0.47,31.67,37.2,727495.25,0.79,0.82,40.6,49.13,545186.31,0.77,0.77,0,No Data,0,0,No Data,1961,166.99,442.86,4940262,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,11:00:00,468.33,466.71,81.23,0.986,125.87,119.24,1496997.38,0.99,0.99,21.69,27.33,611128.88,0.75,0.75,173.39,194.95,90.09,0.89,56.88,59.39,20.99,0.926,196,211,81,-92,20.16,21.44,5.92,0.96,129.86,138.96,3890429.25,0.88,0.89,75.75,76.39,1641194,0.93,0.94,0,0,477821.84,1,1,79.23,134.02,601219.06,0.56,0.6,92.16,95.57,1995570.63,0.89,0.89,120.27,126.71,3029369.25,0.89,0.9,179.21,188.61,4775197.5,0.9,0.9,204.01,211.35,2006569.5,0.91,0.91,39.84,43.91,626754.25,0.85,0.85,179.38,379.84,5102065,0.44,0.49,31.72,36.17,727527.88,0.82,0.82,40.98,48.94,545224.5,0.79,0.79,0,No Data,0,0,No Data,1992,164.97,439.5,4940430,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,12:00:00,473.35,469.66,81.23,0.986,126.09,119.12,1497127.13,0.99,0.99,24.9,29.76,611159.38,0.79,0.79,179.89,197.91,90.09,0.89,60.01,67.58,25.09,0.928,195,207,73,-93.63,19.52,19.2,5.92,0.96,136.94,144.87,3890563.25,0.89,0.89,69.81,70.27,1641263.63,0.93,0.94,0,0,477821.84,1,1,82.58,114.91,601299.5,0.68,0.71,91.44,94.45,1995664.75,0.89,0.89,115.03,121.4,3029488.75,0.89,0.89,164.54,176.14,4775373.5,0.88,0.88,218.89,223.3,2006759,0.92,0.93,40.48,44.33,626794.75,0.85,0.86,179.86,382.2,5102243.5,0.44,0.48,36.35,41.17,727561,0.83,0.86,42.21,50.41,545263.06,0.79,0.79,0,No Data,0,0,No Data,1976,169.35,450.21,4940599.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,13:00:00,478.67,471.14,81.23,0.988,134.16,126.88,1497257.75,0.99,0.99,22.77,27.97,611190.31,0.77,0.77,182.55,205.29,90.09,0.9,60.26,65.02,28.16,0.898,168,179,64,-93.43,17.26,21.44,8.64,0.93,161.8,167.09,3890723.75,0.91,0.91,72.76,72.89,1641335.13,0.93,0.95,0,0,477821.84,1,1,80.45,115.44,601381.25,0.66,0.7,93.37,96.56,1995758.75,0.89,0.89,109.47,116.51,3029606,0.88,0.88,178.06,188.71,4775552,0.89,0.89,195.45,200.16,2006949.25,0.92,0.92,43.77,47.05,626834,0.87,0.87,181.71,384.29,5102424,0.44,0.48,34.31,39.12,727597.19,0.82,0.85,34.93,43.05,545300.88,0.76,0.76,0,No Data,0,0,No Data,1990,215.37,570.78,4940770,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,14:00:00,484.43,485.91,84.18,0.986,130.25,123.76,1497387,0.99,0.99,36.51,38.89,611221.5,0.89,0.89,182.4,205.29,91.57,0.9,51,57.34,20.48,0.918,175,186,65,-93.87,21.68,21.44,5.44,0.96,131.44,138.78,3890864.5,0.89,0.89,71.82,71.96,1641406.75,0.93,0.95,0,0,477821.84,1,1,82.99,111.18,601460.5,0.71,0.75,102.26,104.05,1995853.88,0.9,0.91,108.1,115.51,3029730.25,0.88,0.88,184.67,194.61,4775736.5,0.9,0.9,199.81,203.87,2007144.63,0.92,0.93,40.92,45.24,626875.31,0.85,0.85,184.24,384.69,5102608.5,0.45,0.49,23.56,29.52,727630.69,0.75,0.75,44.47,52.18,545339.06,0.8,0.8,0,No Data,0,0,No Data,1930,173.16,460.9,4940945,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,15:00:00,465.23,465.23,84.18,0.984,132.84,125.66,1497517.88,0.99,0.99,24.94,29.92,611250.06,0.78,0.8,187.42,205.29,90.09,0.9,51.92,53.76,24.06,0.908,168,178,60,-94.1,19.23,16.48,5.76,0.92,148.4,155.76,3890998.75,0.9,0.9,74.04,73.88,1641477.75,0.94,0.95,0,0,477821.84,1,1,79.26,112.33,601542.69,0.67,0.71,102.96,103.61,1995954,0.91,0.92,107.33,114.83,3029839.5,0.88,0.88,212.02,223.77,4775930,0.9,0.9,203.87,207.38,2007339.63,0.93,0.93,41.97,45.44,626918.63,0.87,0.87,189.99,389.79,5102797,0.46,0.5,23.2,30.65,727660.06,0.71,0.72,33.33,41.34,545376.75,0.76,0.76,0,No Data,0,0,No Data,1937,171.73,457.98,4941121,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,16:00:00,461.39,482.95,90.09,0.984,125.9,119.62,1497648.75,0.99,0.99,53.45,53.9,611280,0.94,0.94,189.64,206.77,85.66,0.91,50.59,47.1,15.87,0.94,195,207,72,-93.84,16.16,18.24,5.92,0.95,125.75,133.48,3891135.75,0.89,0.89,72.51,72.94,1641551.25,0.93,0.95,0,0,477821.84,1,1,78.9,109.19,601620.5,0.69,0.72,99.76,102.72,1996053.5,0.9,0.9,113.82,120.59,3029949.5,0.89,0.89,187.72,195,4776123.5,0.91,0.91,227.27,232.37,2007538.75,0.93,0.93,35.84,39.2,626959.44,0.86,0.86,189.62,389.11,5102987,0.46,0.51,41.54,46.38,727691.13,0.84,0.89,57.01,61.5,545422.88,0.87,0.88,0,No Data,0,0,No Data,1714,166.87,446.94,4941299.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,17:00:00,468.48,462.28,78.28,0.986,125.94,118.93,1497779,0.99,0.99,24.68,29.96,611311,0.74,0.78,191.26,212.68,88.62,0.91,45.82,51.2,19.97,0.922,185,194,61,-94.96,22.48,24.48,5.6,0.97,121.78,129.88,3891265.5,0.88,0.88,68.04,69.22,1641621.63,0.92,0.94,0,0,477821.84,1,1,82.93,115.3,601704,0.68,0.71,93.82,96.77,1996144,0.89,0.89,147.5,165.51,3030065.25,0.84,0.84,203.82,208.85,4776325.5,0.92,0.92,224.69,225.18,2007746.63,0.94,0.94,42.31,45.25,627001.44,0.87,0.87,193.27,393.79,5103181,0.46,0.51,29.26,34.9,727723.31,0.78,0.8,56.32,60.4,545479.31,0.87,0.88,0,No Data,0,0,No Data,1740,187.01,496.86,4941485,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,18:00:00,466.12,468.18,82.71,0.984,127.05,119.69,1497910.13,0.99,0.99,19.97,26.43,611334.44,0.69,0.71,192.74,208.25,87.14,0.91,46.9,49.66,20.48,0.914,215,230,84,-92.97,21.31,17.92,5.6,0.95,119.7,129.13,3891392.5,0.87,0.87,62.98,64.48,1641691.13,0.91,0.93,0,0,477821.84,1,1,88.01,121.15,601784.56,0.68,0.73,88.16,90.97,1996233.5,0.89,0.89,114.35,120.93,3030183.5,0.88,0.89,216.26,221.12,4776537.5,0.92,0.92,201.6,202.7,2007953.38,0.93,0.93,41.78,44.33,627046.25,0.88,0.88,192.01,391.64,5103373.5,0.46,0.5,33.58,38.64,727759.25,0.81,0.84,55.86,59.85,545536,0.87,0.87,0,No Data,0,0,No Data,1750,181.06,479.46,4941669,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,19:00:00,450.17,477.05,76.8,0.986,126.68,119.17,1498041.13,0.98,0.99,20.89,27.63,611355.13,0.68,0.71,191.41,214.15,93.05,0.9,49.92,50.69,24.58,0.888,198,209,71,-94.15,18.26,18.72,5.6,0.96,124.28,135.1,3891519,0.86,0.86,78.07,79.51,1641760.5,0.91,0.92,0,0,477821.84,1,1,78.34,108.32,601864.25,0.67,0.71,89.65,93.13,1996324.88,0.87,0.88,112.5,119.43,3030294.75,0.87,0.88,216.05,220.03,4776755,0.92,0.92,189.04,191.32,2008157.13,0.92,0.92,40.68,42.22,627088.19,0.89,0.89,187.84,389.55,5103559.5,0.45,0.49,33.03,38.19,727791.69,0.8,0.82,59.04,62.93,545593.44,0.87,0.87,0,No Data,0,0,No Data,1734,178.89,470.08,4941851.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,20:00:00,450.76,447.51,76.8,0.986,127.19,119.79,1498172.13,0.99,0.99,20.62,27.56,611375.69,0.68,0.71,189.78,203.82,87.14,0.9,44.65,48.64,20.48,0.914,192,203,69,-93.96,19.58,23.36,5.6,0.97,123.35,134.72,3891639.5,0.86,0.86,68.74,69.94,1641830,0.91,0.93,0,0,477821.84,1,1,75.36,107.26,601942.56,0.66,0.71,89.5,92.96,1996413.75,0.88,0.88,111.71,118.79,3030404,0.88,0.88,225.68,229,4776971.5,0.92,0.92,222.27,224.56,2008352.25,0.93,0.93,40.93,44.04,627131.63,0.86,0.87,180.77,381.47,5103743.5,0.44,0.48,31.07,37.03,727824.5,0.78,0.8,53.58,56.58,545650.63,0.88,0.88,0,No Data,0,0,No Data,1711,173.06,457.45,4942034.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,21:00:00,448.25,459.32,75.32,0.986,133.13,124.84,1498303.13,0.99,0.99,21.65,27.99,611396.06,0.7,0.73,185.94,206.77,91.57,0.9,48.38,55.3,25.09,0.884,199,215,82,-92.5,20.3,25.12,5.6,0.98,128.5,137.45,3891762,0.87,0.87,63.52,65.52,1641896.38,0.9,0.92,0,0,477821.84,1,1,76.78,105.87,602018,0.68,0.74,89.31,92.84,1996503.25,0.87,0.88,110.55,118.11,3030517,0.87,0.87,232,247.26,4777186,0.88,0.88,195.55,197.18,2008547,0.93,0.93,39.1,41.01,627173.06,0.88,0.88,192.39,395.19,5103922.5,0.45,0.49,30.45,36.49,727856.69,0.77,0.79,61.48,64.65,545706.19,0.88,0.89,0,No Data,0,0,No Data,1753,177.58,467.56,4942214.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,22:00:00,444.26,438.65,79.75,0.984,134.06,125.95,1498435.88,0.99,0.99,19.89,26.73,611415.69,0.67,0.7,178.41,203.82,90.09,0.9,44.6,49.66,20.99,0.916,182,193,69,-93.57,18.16,18.72,5.6,0.95,124.91,134.73,3891884,0.87,0.87,67.74,69.07,1641962.75,0.91,0.93,0,0,477821.84,1,1,72.78,99.77,602097.06,0.68,0.73,83.79,87.21,1996592.5,0.87,0.88,109.09,116.39,3030621.75,0.87,0.88,220.18,223.55,4777401.5,0.92,0.92,184.79,187.58,2008737.63,0.92,0.92,42.18,45.33,627214.31,0.86,0.86,179.13,381.93,5104102,0.43,0.47,31.65,36.92,727888.56,0.8,0.81,56.83,60.42,545760.5,0.88,0.88,0,No Data,0,0,No Data,1760,173.96,458.99,4942392.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-01-12,23:00:00,428.46,431.26,73.85,0.984,126.89,119.36,1498567.25,0.99,0.99,19.71,26.7,611435.63,0.67,0.69,173.54,197.91,88.62,0.89,48.64,50.69,20.99,0.92,201,217,82,-92.46,20.34,20.48,4.48,0.97,120.53,131.7,3892009.25,0.86,0.86,68.21,72.08,1642028.38,0.88,0.89,0,0,477821.84,1,1,72.82,99.85,602172.38,0.68,0.73,85.37,88.77,1996677.88,0.88,0.88,102.88,108.03,3030724,0.88,0.89,207.89,213.69,4777615.5,0.91,0.91,181.92,186.4,2008924.38,0.91,0.91,39.65,43.16,627256.63,0.85,0.86,169.59,371.23,5104274.5,0.42,0.46,35.38,40.62,727921.19,0.81,0.84,29.54,37.86,545805.31,0.73,0.73,0,No Data,0,0,No Data,1727,210.3,553.87,4942567.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-02-12,0:00:00,441.45,456.37,78.28,0.986,129.89,122.29,1498698.63,0.98,0.99,21.33,27.5,611456.19,0.7,0.72,175.75,194.95,90.09,0.89,49.92,51.71,20.99,0.904,105,117,53,-89.17,18.08,18.88,5.76,0.96,130.31,140.05,3892133.75,0.87,0.87,62.11,63.84,1642095.75,0.9,0.92,0,0,477821.84,1,1,81.28,107.54,602255.44,0.71,0.75,88.79,91.38,1996763,0.88,0.88,108.77,111.26,3030825,0.9,0.91,201.07,206.18,4777822,0.91,0.91,156.58,163.32,2009091.25,0.89,0.89,42.6,44.13,627298.75,0.89,0.89,148.38,351.42,5104423.5,0.39,0.42,26.36,32.75,727951.88,0.74,0.76,35.06,43.97,545838.88,0.74,0.74,0,No Data,0,0,No Data,1740,177.3,466.09,4942745,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-02-12,1:00:00,447.8,440.12,73.85,0.986,133.85,125.26,1498830.5,0.98,0.99,22.59,28.81,611478.44,0.7,0.73,175.61,196.43,93.05,0.88,52.17,52.74,22.02,0.92,112,124,56,-89.1,21.74,17.44,6.08,0.93,120.23,129.47,3892257.5,0.86,0.86,61.1,63.69,1642160.5,0.88,0.9,0,0,477821.84,1,1,75.15,102.03,602333.44,0.68,0.73,83.28,87.15,1996847.5,0.86,0.87,138.12,151.12,3030929.5,0.84,0.85,188.09,195.59,4778018.5,0.89,0.89,146.64,154.02,2009250.88,0.88,0.88,42.2,45.29,627341.5,0.86,0.86,147.94,352.22,5104572,0.39,0.41,34.18,39.79,727981.81,0.79,0.82,33.09,43.04,545872.63,0.71,0.71,0,No Data,0,0,No Data,1733,213.09,555.99,4942921,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-02-12,2:00:00,439.38,450.46,67.94,0.99,136.17,128.24,1498962.63,0.98,0.99,22.16,28.08,611500.25,0.71,0.74,170.73,190.52,87.14,0.89,51.81,50.18,19.46,0.942,107,120,55,-88.66,17.01,20.96,4.8,0.97,133.69,144.33,3892380.25,0.86,0.87,59.01,62.07,1642222.63,0.88,0.9,0,0,477821.84,1,1,79.03,108.77,602411.5,0.68,0.71,84.04,87.71,1996930.75,0.87,0.87,103.91,106.4,3031034.5,0.9,0.91,176.58,185.11,4778204.5,0.89,0.89,150.82,157.88,2009405.63,0.89,0.89,38.17,40.3,627383.06,0.88,0.88,140.22,341.45,5104719.5,0.38,0.41,36.97,41.65,728015.13,0.82,0.85,31.46,39.37,545906.56,0.74,0.74,0,No Data,0,0,No Data,1725,165.77,435.61,4943094,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-02-12,3:00:00,455.48,444.55,69.42,0.988,127.09,120.36,1499094.75,0.98,0.99,22.05,27.93,611521.75,0.72,0.74,170.58,187.57,85.66,0.89,51,49.66,18.43,0.934,106,117,51,-89.75,16.82,17.92,5.44,0.96,115.73,126.28,3892504,0.86,0.86,59.47,61.76,1642284.75,0.9,0.92,0,0,477821.84,1,1,74.82,107.19,602488.94,0.66,0.71,84.07,87.48,1997015.63,0.88,0.88,97.96,100.85,3031131.5,0.9,0.91,169.08,178.92,4778380.5,0.89,0.89,150.39,158.77,2009555.63,0.89,0.89,42.89,45.49,627424.88,0.88,0.88,146.82,351.7,5104864.5,0.39,0.41,33.48,38.62,728048.13,0.81,0.83,38.83,47.05,545944.31,0.77,0.77,0,No Data,0,0,No Data,1747,161.84,428.01,4943267.5,0.99,1,No Data,No Data,No Data,No Data,No Data
2019-02-12,4:00:00,455.04,469.66,72.37,0.988,130.51,122.83,1499226.63,0.98,0.99,22.39,28.5,611542.63,0.71,0.74,169.4,190.52,90.09,0.88,49.56,54.27,23.04,0.92,104,115,52,-89.02,21.86,17.44,5.44,0.93,126.92,136.61,3892624.25,0.86,0.87,62.52,64.58,1642346.25,0.9,0.92,0,0,477821.84,1,1,74.28,100.3,602565.38,0.69,0.73,81.94,86.28,1997099.75,0.86,0.86,99.62,102.8,3031227.25,0.9,0.9,172.09,181.64,4778551,0.88,0.88,162.39,172.65,2009702.5,0.88,0.88,38.67,40.68,627466.75,0.88,0.88,141.95,347.32,5105006,0.38,0.4,30.42,36.36,728080,0.77,0.8,33.85,42.09,545983.5,0.75,0.75,0,No Data,0,0,No Data,1756,163.4,429.75,4943438.5,0.99,1,No Data,No Data,No Data,No Data,No Data
