DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (Apparent PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (Apparent PF),Plant Chillers (Displacement PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (Apparent PF),BLD A FITNESS (Displacement PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (Apparent PF),BLD H (DISPLACEMENT PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (Apparent PF),BLD J (Displacement PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (Apparent PF),BLD K (Displacement PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (Apparent PF),BLD M (Displacement PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (Apparent PF),BLD N (Displacement PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (Apparent PF),BLD P (Displacement PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (Apparent PF),RES PH 1 & 2 (Displacement PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (Apparent PF),RES PH 3 (Displacement PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (Apparent PF),BLD S (Displacement PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (Apparent PF),BLD T (Displacement PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (Apparent PF),BLD V (Displacement PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (Apparent PF),BLD Z (Displacement PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (kW),BLD C Avg Current,BLD C (kWh),BLD C (Apparent PF),BLD C (Displacement PF) ,Column1,Column2,Column3,Column4,Column5
2019-11-01,0:00:00,375.73,363.32,54.65,0.988,114.59,108.65,1404277.38,0.98,0.99,4.32,5.06,594256.38,0.74,0.81,139.27,158.03,72.37,0.89,58.21,64,26.62,0.91,166,177,64,-93.55,16.99,15.36,5.44,0.93,112.56,121.73,3774456.25,0.87,0.87,52.15,52.87,1588724.13,0.92,0.95,39.35,105.66,464965,0.35,0.37,87.57,123.81,538909.69,0.67,0.72,68.99,70.49,1925077.63,0.89,0.9,108.64,112.83,2942392,0.9,0.9,185.24,193.01,4641576.5,0.9,0.9,158.02,162.74,1883604.25,0.91,0.91,46.3,51.19,591724.88,0.84,0.85,145.64,154.19,4965521,0.88,0.93,26.92,33.13,703497.38,0.76,0.77,3.63,5.81,516578.47,0.58,0.6,0,0,0,0,0,0,147.47,389.36,4796381.5,0.99,1,,,,,
2019-11-01,1:00:00,375.43,369.23,54.65,0.988,101.63,95.26,1404384.13,0.99,1,4.55,5.03,594262.31,0.77,0.86,130.41,147.69,70.89,0.88,56.17,65.54,26.62,0.91,110,119,48,-91.27,16.58,19.84,5.28,0.97,125.77,134.44,3774579,0.88,0.88,53.19,56.05,1588776.88,0.88,0.91,37.43,103.81,465002.44,0.34,0.35,91.25,128.84,538999.38,0.66,0.72,75.26,76.27,1925152.25,0.9,0.9,103.05,108.7,2942493,0.88,0.89,185.25,193.31,4641764,0.9,0.9,152.05,157.78,1883757.63,0.9,0.9,46.63,51.63,591767.56,0.84,0.84,151.79,159.33,4965674.5,0.88,0.93,24.38,30.72,703523.25,0.74,0.74,11.39,13.2,516585.25,0.8,0.83,0,0,0,0,0,0,150.33,396.29,4796531.5,0.99,1,,,,,
2019-11-01,2:00:00,362.44,367.75,48.74,0.99,113.8,109.69,1404490.13,0.99,0.99,4.74,5.06,594268.19,0.82,0.9,124.06,146.22,73.85,0.86,55.81,57.86,23.04,0.91,95,103,43,-91.06,15.76,17.28,6.56,0.93,103.74,111.33,3774692.75,0.89,0.89,43.83,47.33,1588822.13,0.88,0.9,34.81,101.42,465039.5,0.33,0.34,80.05,114.76,539086.63,0.67,0.72,74.83,76.2,1925226.5,0.91,0.91,103.52,109.95,2942592.25,0.89,0.9,169.5,180.79,4641940,0.9,0.9,147.2,153.27,1883908,0.92,0.92,40.43,42.94,591810.38,0.89,0.89,155.45,170.57,4965822.5,0.86,0.88,25.39,31.57,703550.56,0.76,0.77,7.16,7.88,516593.97,0.86,0.88,0,0,0,0,0,0,145.78,391.34,4796680,0.99,1,,,,,
2019-11-01,3:00:00,368.64,342.65,47.26,0.99,102.04,96.29,1404597.38,0.99,1,5.6,6.03,594274.06,0.82,0.86,126.42,146.22,73.85,0.86,55.55,62.46,27.65,0.91,99,109,49,-89.42,15.65,20.48,5.28,0.97,109.44,118.56,3774802.75,0.87,0.87,40.68,42.25,1588862.75,0.9,0.92,36.89,103.08,465076.47,0.34,0.35,80.48,109.16,539172.31,0.7,0.74,61.46,64.74,1925289.88,0.87,0.87,101.6,108.56,2942696.75,0.88,0.88,175.47,194.01,4642110,0.85,0.85,146.21,150.97,1884057,0.91,0.91,37.68,40.63,591850.75,0.87,0.87,144.53,154.7,4965971,0.87,0.92,24.39,30.92,703576.75,0.74,0.74,14.5,15.68,516604.97,0.86,0.87,0,0,0,0,0,0,148.57,393.98,4796829.5,0.99,1,,,,,
2019-11-01,4:00:00,363.18,378.09,50.22,0.992,113.09,106.98,1404706,0.98,0.99,7.51,7.46,594280.44,0.86,0.88,121.85,137.35,66.46,0.87,52.53,54.78,21.5,0.91,91,100,43,-90.77,16.64,19.36,5.28,0.96,115.68,122.08,3774913,0.89,0.89,46.59,50.76,1588903.75,0.86,0.87,37.43,103.58,465113.44,0.34,0.35,84.55,115.71,539257,0.69,0.74,64.24,66.92,1925349.63,0.88,0.88,102.18,108.38,2942796,0.88,0.89,161.93,174.62,4642274,0.87,0.87,144.16,150.04,1884201.75,0.9,0.9,38.26,40.98,591890.94,0.87,0.87,147.81,155.41,4966119.5,0.88,0.93,19.79,27.93,703601,0.66,0.66,11.51,13.96,516617.97,0.77,0.79,0,0,0,0,0,0,143.2,378.4,4796972.5,0.99,1,,,,,
2019-11-01,5:00:00,377.06,381.05,56.12,0.99,115.49,109.58,1404814,0.98,0.99,8.85,9.01,594287.69,0.82,0.84,120.52,141.78,70.89,0.87,56.12,66.05,29.18,0.91,99,109,49,-89.23,16.29,20.16,5.44,0.96,120.81,127.22,3775026.5,0.89,0.89,43.23,46.35,1588946,0.87,0.89,37.47,103.59,465150.66,0.34,0.35,81.54,111.09,539339.75,0.69,0.74,75.45,76.58,1925425.25,0.9,0.9,100.28,107.25,2942898.5,0.87,0.88,153.17,166.66,4642432.5,0.86,0.86,142.51,148.9,1884346.63,0.89,0.9,39.26,41.71,591930.44,0.88,0.88,133.45,329.18,4966265,0.38,0.41,25.38,31.84,703629.56,0.74,0.75,9.41,12.67,516628.81,0.69,0.69,0,0,0,0,0,0,144.15,380.56,4797117,0.99,1,,,,,
2019-11-01,6:00:00,392.12,397.29,63.51,0.988,113.93,108.25,1404921.25,0.99,0.99,23.17,27.55,594301.13,0.74,0.79,125.24,141.78,66.46,0.88,51.66,49.15,17.92,0.91,102,111,46,-90.83,18.8,17.76,5.6,0.95,111.75,119.87,3775140,0.88,0.88,44.66,47.99,1588989.5,0.87,0.89,36.07,102.47,465187.94,0.33,0.35,85.81,122.36,539422.63,0.66,0.7,90.1,91,1925500.88,0.91,0.92,101.52,109.12,2942999.75,0.87,0.88,153.6,167.4,4642588,0.87,0.87,146.57,152.63,1884489.25,0.91,0.91,29.85,35.31,591963.19,0.79,0.8,129.97,325.88,4966395,0.37,0.41,28.69,34.91,703657.69,0.77,0.79,9.38,10.9,516641.44,0.81,0.82,0,0,0,0,0,0,165.58,441.52,4797280.5,0.99,1,,,,,
2019-11-01,7:00:00,406.3,407.63,57.6,0.99,118.13,111.91,1405028.75,0.99,0.99,21.37,26.15,594325.44,0.71,0.76,162.02,193.48,73.85,0.92,81.77,99.33,26.62,0.952,93,99,38,-92.6,17.47,20.96,5.76,0.97,152.34,165.53,3775259.25,0.87,0.87,48.8,51.88,1589035.63,0.88,0.9,38.63,105.33,465224.81,0.34,0.36,96.96,134.35,539514.25,0.68,0.71,89.85,89.58,1925590.75,0.92,0.92,107.82,114,2943104.25,0.88,0.89,159.74,172.73,4642743,0.87,0.87,164.7,167.52,1884632.5,0.92,0.93,35.37,41.71,591998.63,0.79,0.79,171.94,367.02,4966560,0.44,0.49,28.48,33.74,703687.31,0.79,0.8,12.53,15.14,516653.63,0.77,0.78,0,0,0,0,0,0,187.75,498.08,4797455,0.99,1,,,,,
2019-11-01,8:00:00,460.21,477.05,64.98,0.99,99.76,93.99,1405137.13,0.99,1,21.7,27.13,594354.31,0.75,0.76,197.32,217.11,93.05,0.9,94.92,97.28,30.72,0.952,139,148,53,-93.38,18.5,19.04,5.92,0.96,200.86,207.58,3775453.75,0.91,0.92,68.75,69.52,1589095.63,0.92,0.94,41.82,108.68,465267.5,0.36,0.38,93.85,128.89,539607.69,0.69,0.72,92.14,93.07,1925682.75,0.91,0.91,133.04,136.9,2943226.5,0.91,0.92,159.59,173.07,4642905,0.87,0.87,164.26,170.89,1884796.75,0.9,0.9,48.14,51.79,592046.25,0.87,0.87,207.41,399.44,4966742.5,0.49,0.56,33.47,37.75,703723.5,0.83,0.84,12.32,14.87,516666.25,0.77,0.78,0,0,0,0,0,0,217.59,577.17,4797653,0.99,1,,,,,
2019-11-01,9:00:00,485.02,511.02,72.37,0.99,115.41,110.48,1405245.5,0.99,0.99,38.07,40.13,594383.75,0.9,0.91,246.2,271.75,93.05,0.94,107.93,110.59,34.3,0.952,180,185,48,-96.46,16.08,17.12,7.36,0.93,197.65,204.28,3775658,0.92,0.92,79.22,79.58,1589170.38,0.94,0.96,39.74,106.86,465308.31,0.35,0.37,94.23,131.98,539700.63,0.68,0.72,88.3,89.05,1925772.5,0.92,0.92,152.68,158.8,2943359.5,0.91,0.92,161.12,173.9,4643066,0.88,0.88,174.92,180.36,1884955.88,0.92,0.92,76.89,82.1,592104.38,0.89,0.89,214.25,403.09,4966948,0.5,0.59,32.63,37.13,703755.25,0.83,0.85,11.45,13.91,516678.84,0.78,0.78,0,0,0,0,0,0,243.11,650.78,4797884,0.99,1,,,,,
2019-11-01,10:00:00,509.24,521.35,100.43,0.982,137.35,132.58,1405356.25,0.98,0.98,23.7,28.16,594416.25,0.8,0.8,254.18,276.18,87.14,0.95,125.39,131.58,34.82,0.952,169,174,47,-96.34,21.84,24.48,5.92,0.97,213.31,222.87,3775864.75,0.91,0.91,78.48,79.01,1589250,0.94,0.96,41.3,108.24,465349.75,0.36,0.38,95.02,128.91,539796.5,0.7,0.74,87.92,88.5,1925861.63,0.92,0.92,171.72,184.46,2943524,0.88,0.88,167.6,179.25,4643231,0.89,0.89,184.01,191.51,1885124.25,0.91,0.91,114.16,123.82,592201.06,0.87,0.87,218.36,408.65,4967162.5,0.5,0.59,36.77,40.82,703791.5,0.85,0.87,12.96,15.01,516691.75,0.81,0.82,0,0,0,0,0,0,254.14,680.21,4798133.5,0.99,1,,,,,
2019-11-01,11:00:00,522.98,524.31,90.09,0.986,116.37,110.2,1405476.88,0.99,0.99,23.28,28.43,594448.94,0.77,0.78,265.4,282.09,90.09,0.95,111.82,119.3,31.23,0.952,170,178,57,-94.64,21.22,17.6,7.04,0.93,218.14,223.57,3776084.5,0.92,0.93,75.97,76.09,1589329.38,0.93,0.95,41.83,108.55,465392.44,0.36,0.38,100.33,139.87,539892.56,0.68,0.72,88.89,89.4,1925950.88,0.91,0.91,172.61,184.71,2943693.75,0.88,0.88,168.9,180.67,4643399,0.88,0.88,155.5,160.86,1885284.13,0.91,0.91,57.46,61.78,592300.75,0.87,0.87,215.34,403.8,4967377,0.5,0.59,28.84,34.07,703826.81,0.79,0.8,11.98,13.19,516704.38,0.85,0.88,0,0,0,0,0,0,265.27,704.7,4798390.5,0.99,1,,,,,
2019-11-01,12:00:00,517.37,536.12,82.71,0.988,106.73,100.45,1405596.38,0.99,1,27.48,31.19,594478.94,0.83,0.84,270.57,286.52,93.05,0.95,117.35,128.51,34.3,0.952,166,174,56,-94.93,18.3,21.92,6.88,0.94,201.7,207.5,3776291.5,0.92,0.92,83.29,82.41,1589414.13,0.95,0.97,43.53,110.79,465434.25,0.37,0.39,102.33,143.03,539989,0.68,0.73,92.88,93.29,1926043.25,0.91,0.92,183.49,195.28,2943870.75,0.88,0.89,172.58,183.01,4643575,0.89,0.89,154.26,159.66,1885446.88,0.91,0.91,46.42,50.83,592351.56,0.86,0.86,212.42,401.37,4967591.5,0.5,0.58,50.41,52.04,703859.06,0.91,0.92,13.86,16.12,516717.5,0.8,0.82,0,0,0,0,0,0,251.97,669.97,4798646.5,0.99,1,,,,,
2019-11-01,13:00:00,547.79,567.14,109.29,0.984,123.95,117.67,1405709.38,0.98,0.99,24.73,28.99,594515.13,0.8,0.81,267.91,299.82,90.09,0.95,117.2,133.12,36.86,0.952,164,170,51,-95.46,16.99,20.64,5.76,0.96,250.9,255.14,3776513.75,0.93,0.93,83.01,81.98,1589499,0.95,0.96,40.91,108.14,465476.41,0.36,0.37,108.86,143.65,540092.25,0.72,0.76,92.21,92.05,1926134.75,0.92,0.92,180.91,192.53,2944052.25,0.88,0.89,199.1,220.55,4643754.5,0.85,0.85,155.82,161.96,1885614.75,0.91,0.91,83.56,87.62,592413.38,0.89,0.9,215.46,403.76,4967805.5,0.5,0.58,29.59,35,703899.13,0.79,0.8,14,15.07,516731.06,0.87,0.9,0,0,0,0,0,0,249.67,663.51,4798901.5,0.99,1,,,,,
2019-11-01,14:00:00,550.01,540.55,101.91,0.982,116.02,110.01,1405764.25,0.98,0.99,23.79,28.91,594533,0.77,0.78,272.94,276.18,88.62,0.95,114.18,129.02,36.86,0.952,202,212,68,-94.85,21.17,18.4,5.76,0.92,214.82,215.73,3776617,0.94,0.94,113.5,115.43,1589542.75,0.92,0.93,40.33,106.66,465497.69,0.35,0.37,99.08,131.92,540141.63,0.71,0.75,92.94,92.65,1926180.75,0.92,0.92,181.22,193.73,2944143.5,0.88,0.88,196.28,210.69,4643845.5,0.88,0.88,158.92,163.81,1885701.75,0.91,0.91,80.1,85.52,592455.25,0.88,0.88,214.82,404.33,4967913.5,0.5,0.58,33.72,38.01,703916.44,0.83,0.84,13.47,15.94,516737.59,0.79,0.8,0,0,0,0,0,0,249.67,663.51,4798901.5,0.99,1,,,,,
2019-11-01,15:00:00,544.1,540.55,97.48,0.982,103.79,98.7,1405931,0.99,1,22.34,27.62,594580.06,0.77,0.77,259.35,277.66,93.05,0.94,110.95,115.71,36.35,0.952,169,175,50,-95.98,17.46,19.52,8.16,0.92,192.87,197.62,3776902,0.93,0.93,92.86,93.08,1589673.88,0.94,0.96,41.03,108.45,465560.34,0.36,0.38,95.98,136.17,540291.25,0.67,0.73,90.33,90.9,1926319,0.92,0.92,134.06,140.45,2944380.25,0.9,0.91,180.01,189.63,4644120.5,0.9,0.9,164.28,169.58,1885957.63,0.92,0.92,45.39,49.91,592583.63,0.86,0.86,211.06,400.63,4968232.5,0.5,0.58,39.2,42.06,703965.25,0.88,0.89,13.1,15.46,516756.25,0.8,0.8,0,0,0,0,0,0,251.33,674.52,4799403.5,0.99,1,,,,,
2019-11-01,16:00:00,528.15,531.69,90.09,0.984,107.14,101.45,1406042.88,0.99,1,44.82,46.3,594607,0.92,0.93,244.87,264.37,87.14,0.94,94.05,96.77,32.77,0.952,183,192,60,-95.12,18.62,20.96,5.76,0.96,212.14,212.6,3777090.5,0.95,0.95,78.73,78.05,1589762,0.95,0.97,41.49,108.28,465602.63,0.36,0.38,96.44,131.68,540390.06,0.7,0.75,86.71,87.29,1926408.25,0.92,0.92,127.54,134.79,2944511.75,0.89,0.9,195.19,205.05,4644304.5,0.9,0.9,177.84,181.35,1886131.38,0.93,0.93,42.86,47.59,592627.94,0.85,0.85,183.74,375.75,4968434,0.46,0.53,32.04,36.46,704000.69,0.83,0.84,13.31,15.62,516768.5,0.8,0.8,0,0,0,0,0,0,267.56,714.77,4799649,0.99,1,,,,,
2019-11-01,17:00:00,511.75,539.08,97.48,0.984,115.02,109.45,1406152.5,0.99,0.99,24.23,29.07,594635.19,0.79,0.79,236.9,251.08,88.62,0.94,67.43,70.14,24.58,0.952,197,201,49,-97.03,21.66,19.52,6.08,0.94,181.2,185.9,3777280.25,0.92,0.93,66.13,66.17,1589836.5,0.94,0.96,40.6,107.43,465643.28,0.36,0.37,89.85,128,540483.38,0.66,0.71,88.52,88.51,1926495.5,0.92,0.92,114.33,121.38,2944632.5,0.88,0.89,197.94,204.46,4644492.5,0.91,0.92,204.89,211.01,1886304.75,0.92,0.92,68.9,77.05,592671.38,0.84,0.84,190.47,382.09,4968625,0.47,0.54,35.64,39.03,704035.75,0.86,0.86,7.68,10.16,516780.19,0.71,0.74,0,0,0,0,0,0,212.66,566.31,4799880.5,0.99,1,,,,,
2019-11-01,18:00:00,479.11,493.29,73.85,0.988,98.99,94.68,1406262,0.99,1,26.06,29.77,594661.19,0.77,0.84,217.85,228.92,85.66,0.93,65.33,68.1,24.58,0.912,197,203,53,-96.59,16.77,21.76,6.24,0.96,189.38,189.6,3777462.5,0.95,0.95,66.98,67.61,1589905,0.94,0.95,41.84,108.52,465684.63,0.37,0.39,88.18,124.78,540574.38,0.68,0.72,82.3,83.8,1926579.25,0.91,0.91,118.07,124.94,2944747.75,0.89,0.9,191.63,199.66,4644689.5,0.92,0.92,186.66,189.94,1886493.88,0.94,0.94,43.91,47.43,592714.69,0.88,0.88,185.51,378.21,4968815,0.46,0.53,35.15,38.57,704069.88,0.86,0.87,12.5,14.51,516791.84,0.81,0.82,0,0,0,0,0,0,196.73,528.56,4800086.5,0.99,1,,,,,
2019-11-01,19:00:00,478.67,459.32,70.89,0.988,115.7,110.08,1406370.75,0.99,0.99,27.21,30.92,594690.94,0.76,0.83,210.61,221.54,84.18,0.93,53.96,58.88,23.04,0.912,188,193,47,-97,20.16,19.68,5.12,0.97,157.54,163.34,3777645.5,0.91,0.92,61.51,62.87,1589968.63,0.92,0.94,41.48,107.63,465726.75,0.36,0.39,88.48,119.34,540666.25,0.7,0.74,77.49,78.99,1926661.25,0.9,0.91,109.11,118.74,2944859.5,0.86,0.87,202.96,209.69,4644893.5,0.92,0.92,185.34,187.43,1886686.13,0.93,0.94,41.62,45.49,592758.38,0.86,0.86,181.91,374.15,4968994.5,0.46,0.52,23.4,30.11,704098.69,0.73,0.73,12.67,14.67,516806.28,0.81,0.82,0,0,0,0,0,0,191.98,513.01,4800281,0.99,1,,,,,
2019-11-01,20:00:00,456.66,468.18,72.37,0.988,100.62,94.81,1406480.38,0.99,1,21.63,26.84,594716,0.7,0.76,192.59,206.77,76.8,0.93,55.45,63.49,24.58,0.912,190,195,51,-96.45,21.86,22.4,7.68,0.95,137.01,143.9,3777797,0.89,0.9,54.66,56.59,1590027,0.9,0.92,42.08,108.31,465768.69,0.37,0.39,91.68,127.49,540755.5,0.68,0.72,79.36,81.05,1926740.25,0.9,0.9,102.33,112.81,2944967.5,0.85,0.85,197.05,203.11,4645097,0.91,0.91,182.08,183.76,1886867.38,0.93,0.93,35.79,39.18,592797.81,0.85,0.86,173.57,368.65,4969169,0.44,0.5,22.4,29.39,704127.94,0.71,0.71,14.61,16.18,516819.53,0.84,0.85,0,0,0,0,0,0,186.32,494.95,4800469.5,0.99,1,,,,,
2019-11-01,21:00:00,436.14,426.83,63.51,0.988,115.56,109.43,1406588.5,0.98,0.99,39.81,40.98,594744.38,0.84,0.89,187.57,202.34,82.71,0.91,53.86,55.3,21.5,0.912,200,206,54,-96.44,17.57,18.56,6.24,0.94,133.49,142.98,3777932.25,0.88,0.88,55.91,57.75,1590083,0.9,0.92,42.45,108.38,465810.56,0.37,0.39,92.9,128.21,540847.69,0.68,0.72,82.7,83.58,1926820,0.9,0.91,106.89,117.19,2945075.5,0.85,0.86,193.33,199.92,4645296.5,0.91,0.91,171.57,172.77,1887041.25,0.93,0.93,30.2,36.25,592834.13,0.78,0.78,168.8,364.14,4969340.5,0.43,0.49,25.56,32.04,704156.94,0.74,0.75,10.71,13.91,516831.38,0.72,0.75,0,0,0,0,0,0,181.1,479.58,4800650,0.99,1,,,,,
2019-11-01,22:00:00,435.25,444.55,64.98,0.99,99.68,94.11,1406691.75,0.99,1,23.08,27.71,594772.69,0.73,0.78,185.8,202.34,84.18,0.91,50.53,52.22,19.97,0.912,187,194,56,-95.88,17.1,21.28,4.96,0.97,106.68,116.14,3778047.25,0.86,0.87,51.22,53.91,1590133.88,0.89,0.91,42.62,108.82,465852.44,0.37,0.39,96.85,131.41,540941.44,0.7,0.73,67.46,70.02,1926894.5,0.88,0.88,105.04,116.7,2945181.5,0.84,0.85,214.17,222.82,4645494.5,0.91,0.91,168.98,171.54,1887211.88,0.93,0.93,27.82,34.28,592863.38,0.76,0.77,182.43,382.03,4969506.5,0.45,0.5,28.8,34.91,704186.06,0.77,0.78,9.89,10.4,516843.81,0.89,0.9,0,0,0,0,0,0,176.99,470.17,4800828.5,0.99,1,,,,,
2019-11-01,23:00:00,422.25,412.06,60.55,0.99,100.19,93.88,1406794.5,0.99,1,4.87,5.85,594785.31,0.74,0.79,188.16,212.68,85.66,0.91,54.78,51.2,19.97,0.912,195,204,63,-95.05,17.54,17.44,6.08,0.95,128.1,137.32,3778161,0.87,0.87,51.59,53.69,1590185,0.89,0.91,42.12,108.43,465893.84,0.36,0.38,99.71,136.06,541037.13,0.69,0.72,70.37,72.25,1926962.13,0.89,0.89,103.57,110.74,2945282,0.87,0.88,188.22,195.09,4645690.5,0.9,0.9,153.91,157.75,1887375,0.91,0.91,30.02,36.31,592892.38,0.77,0.78,147.08,348.1,4969657,0.39,0.42,32.59,38.04,704214.88,0.8,0.82,9.54,10.41,516855.91,0.85,0.86,0,0,0,0,0,0,167.8,443.5,4800999,0.99,1,,,,,
2019-11-02,0:00:00,379.42,373.66,60.55,0.986,100.77,94.84,1406897.88,0.99,1,5.91,6.2,594791.06,0.84,0.88,147.54,160.98,67.94,0.91,52.68,56.83,22.02,0.912,186,193,54,-95.93,18.82,20.16,4.96,0.97,125.06,134.02,3778279,0.88,0.88,59.58,60.91,1590240.25,0.91,0.93,38.54,104.75,465934.41,0.34,0.36,94.74,130.43,541129.81,0.68,0.73,65.36,67.78,1927031.88,0.88,0.88,105.2,108.63,2945383.5,0.9,0.91,184.83,192.02,4645879.5,0.9,0.91,142.71,147.52,1887525.88,0.91,0.91,27.51,33.92,592921.31,0.76,0.77,137.31,336.24,4969797,0.38,0.41,35.15,40.04,704245,0.82,0.84,11.22,11.81,516866.84,0.88,0.9,0,0,0,0,0,0,151.87,401.82,4801150,0.99,1,,,,,
2019-11-02,1:00:00,378.09,366.28,62.03,0.986,100.67,95.05,1407000.75,0.99,1,7.6,7.94,594798,0.82,0.85,148.73,169.85,73.85,0.9,53.15,57.34,21.5,0.912,108,117,47,-91.63,20.72,19.84,6.56,0.95,117.99,125.28,3778400.25,0.89,0.89,47.06,50.27,1590292.38,0.88,0.89,36.22,102.33,465971.84,0.33,0.35,85.59,117.07,541219.25,0.69,0.73,64.03,67,1927096.13,0.88,0.88,96.74,101.39,2945482.5,0.89,0.9,178.19,187.35,4646065,0.9,0.9,129.95,135.63,1887671,0.9,0.9,29.03,35.29,592949.5,0.77,0.78,132.68,330.75,4969931.5,0.37,0.4,29.54,35.23,704275.25,0.78,0.8,16.44,17.38,516877.34,0.88,0.89,0,0,0,0,0,0,148.87,394.91,4801302,0.99,1,,,,,
2019-11-02,2:00:00,377.94,398.77,59.08,0.988,106.38,100.4,1407103.13,0.99,1,8.89,9.17,594804.81,0.83,0.85,136.17,156.55,70.89,0.89,53.4,56.32,20.48,0.912,106,114,45,-91.95,18.61,16.48,5.28,0.93,117.35,124.65,3778512,0.89,0.89,46.89,49.57,1590338.25,0.89,0.9,36.37,102.55,466008.66,0.33,0.35,83.42,113.38,541305.63,0.69,0.73,63.72,66.78,1927158.5,0.87,0.88,98.57,103.21,2945581,0.89,0.9,172.39,181.75,4646242.5,0.89,0.9,140.91,147.08,1887813.5,0.9,0.9,41,43.78,592984.56,0.88,0.88,130.69,328.74,4970062.5,0.37,0.4,31.83,37.38,704305.13,0.8,0.82,13.74,14.73,516889.53,0.87,0.88,0,0,0,0,0,0,139.43,370.01,4801450.5,0.99,1,,,,,
2019-11-02,3:00:00,372.78,385.48,59.08,0.988,101.84,95.41,1407205.5,0.99,1,7.18,7.75,594812.25,0.8,0.83,140.6,155.08,70.89,0.89,54.22,69.63,31.23,0.912,108,118,49,-91.09,19.09,20.96,5.28,0.97,136.43,142.38,3778624,0.89,0.9,47.85,50.84,1590384.75,0.87,0.89,36.94,102.76,466044.91,0.34,0.35,87.32,123.04,541393.94,0.66,0.71,61.63,65.35,1927220.63,0.86,0.86,98.23,102.72,2945679.75,0.89,0.9,167.66,177.62,4646415.5,0.88,0.88,156.05,162.11,1887954.63,0.9,0.9,40.97,43.51,593024.13,0.87,0.88,134.76,334.37,4970194.5,0.37,0.4,31.75,37.25,704334.19,0.79,0.82,10.74,10.96,516903.28,0.91,0.92,0,0,0,0,0,0,131.94,347.57,4801594.5,0.99,1,,,,,
2019-11-02,4:00:00,372.48,373.66,57.6,0.99,100.58,94.26,1407308.63,0.99,1,9.97,10.21,594818.44,0.82,0.84,137.06,156.55,75.32,0.88,50.84,56.32,22.02,0.912,100,110,48,-90.24,18.66,17.76,5.28,0.96,120.7,125.37,3778749,0.9,0.9,46.94,50.61,1590431.88,0.86,0.88,36.92,102.79,466081.59,0.34,0.35,84.68,116.08,541479.31,0.68,0.73,63.31,65.63,1927282.63,0.88,0.88,99.77,103.64,2945777,0.89,0.9,160.55,172.14,4646581,0.87,0.87,144.44,151.16,1888094.75,0.89,0.89,37.33,40.4,593061.94,0.86,0.86,137.73,337.4,4970325.5,0.38,0.41,32.22,37.55,704363.56,0.8,0.82,18.62,19.54,516917.91,0.89,0.9,0,0,0,0,0,0,139.43,368.09,4801730.5,0.99,1,,,,,
2019-11-02,5:00:00,374.4,373.66,54.65,0.99,107.6,100.48,1407411.5,0.99,1,5.58,5.68,594826.81,0.84,0.89,131.89,149.17,72.37,0.88,51.35,50.69,20.99,0.912,102,112,48,-90.13,18.64,23.2,5.6,0.97,118.57,124.69,3778868.5,0.89,0.89,45.93,49.46,1590479.5,0.86,0.88,37.51,103.14,466118.78,0.34,0.35,91.02,125.56,541568.44,0.68,0.71,60.09,63.07,1927345.88,0.87,0.87,97.87,102.81,2945877.5,0.88,0.89,157.33,169.19,4646742,0.87,0.87,132.12,137.34,1888228.88,0.9,0.9,30.32,36.48,593096.75,0.77,0.78,126.29,327.82,4970458.5,0.36,0.38,27.55,33.94,704392.63,0.75,0.77,17.24,18.2,516932.75,0.88,0.88,0,0,0,0,0,0,139.52,366.95,4801871.5,0.99,1,,,,,
