DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (Apparent PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (Apparent PF),Plant Chillers (Displacement PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (Apparent PF),BLD A FITNESS (Displacement PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (Apparent PF),BLD H (DISPLACEMENT PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (Apparent PF),BLD J (Displacement PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (Apparent PF),BLD K (Displacement PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (Apparent PF),BLD M (Displacement PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (Apparent PF),BLD N (Displacement PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (Apparent PF),BLD P (Displacement PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (Apparent PF),RES PH 1 & 2 (Displacement PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (Apparent PF),RES PH 3 (Displacement PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (Apparent PF),BLD S (Displacement PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (Apparent PF),BLD T (Displacement PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (Apparent PF),BLD V (Displacement PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (Apparent PF),BLD Z (Displacement PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (kW),BLD C Avg Current,BLD C (kWh),BLD C (Apparent PF),BLD C (Displacement PF) ,Column1,Column2,Column3,Column4,Column5
2019-11-08,15:00:00,552.81,561.23,81.23,0.988,125.91,118.72,1426051.63,0.99,0.99,26,30.62,597789.63,0.8,0.8,264.66,270.28,94.52,0.94,92.57,95.74,34.82,0.962,243,249,59,-97.16,20.59,18.72,6.4,0.94,242.79,247.69,3802972.25,0.92,0.93,93.41,91.42,1600354.63,0.95,0.96,42.86,109.46,472316.59,0.37,0.39,87.7,124.39,555094.19,0.66,0.73,106.34,106.11,1941674.75,0.91,0.92,137.91,141.96,2964961,0.9,0.91,181.77,191.91,4674841,0.89,0.89,160.74,165.06,1913480.5,0.91,0.91,60.22,65.99,600786.5,0.85,0.85,238.96,435.78,4999672,0.51,0.57,34.75,38.96,709237.13,0.83,0.85,33.98,42.64,522085.78,0.74,0.74,1981,843,2151,0,0,0,253.82,671.16,4832144.5,0.99,1,,,,,
2019-11-08,16:00:00,541.88,587.82,101.91,0.986,129.34,121.93,1426183.88,0.98,0.99,44.53,46,597819.75,0.91,0.91,250.49,276.18,97.48,0.93,73.47,72.19,26.62,0.922,221,227,56,-97.09,17.63,25.44,6.72,0.97,214.03,214.88,3803207,0.93,0.94,97.52,94.51,1600453,0.96,0.97,45.93,113.29,472360.81,0.38,0.4,92.52,130.68,555182.63,0.66,0.74,108.85,108.81,1941784.5,0.91,0.91,130.1,135.94,2965094.75,0.89,0.89,191.01,199.86,4675030.5,0.89,0.9,193.52,195.48,1913656.88,0.93,0.93,64.91,73.67,600841.63,0.82,0.82,240.68,439.94,4999906.5,0.51,0.57,34.92,39.08,709269.94,0.83,0.84,35.72,45.46,522122.56,0.73,0.73,1980,852,2169,0,0,0,248.17,654.3,4832388.5,0.99,1,,,,,
2019-11-08,17:00:00,504.96,515.45,67.94,0.99,132.48,125.03,1426312,0.99,0.99,23.89,28.36,597849.69,0.74,0.79,223.75,243.69,88.62,0.93,61.59,70.66,31.23,0.92,241,249,66,-96.32,19.42,17.44,5.6,0.95,228.36,229.22,3803426,0.94,0.94,86.47,84.59,1600546.75,0.95,0.97,42.64,108.97,472403.44,0.37,0.39,88.25,124.31,555271.13,0.67,0.75,122.14,121.72,1941902.75,0.92,0.92,124.23,130.54,2965221.75,0.89,0.89,202.61,209.22,4675227,0.91,0.91,168.24,171.87,1913836.38,0.92,0.92,44.43,48.26,600888.63,0.86,0.86,225.69,423.97,5000136,0.5,0.56,39.27,42.11,709304.81,0.87,0.88,43.73,51.26,522159.56,0.8,0.8,1986,840,2132,0,0,0,208.34,550.91,4832613,0.99,1,,,,,
2019-11-08,18:00:00,510.42,516.92,64.98,0.994,134.43,126.64,1426440,0.99,0.99,23.85,29.17,597880.44,0.71,0.76,212.53,231.88,91.57,0.92,58.47,67.07,27.14,0.92,214,222,61,-96.09,21.15,19.68,5.6,0.97,212.21,213.27,3803643.25,0.93,0.94,86.18,83.85,1600632.75,0.96,0.97,44.01,109.98,472446.91,0.37,0.4,96.1,130.09,555362.06,0.69,0.75,112.77,111.79,1942017.13,0.92,0.92,120.44,126.24,2965343.5,0.89,0.89,197.1,204.09,4675428.5,0.9,0.9,163.87,166.86,1914013.5,0.92,0.92,51.7,55.8,600936.94,0.86,0.86,212.18,412.37,5000355.5,0.48,0.53,34.19,37.86,709340.94,0.84,0.84,40.2,47.26,522198.66,0.79,0.79,1982,837,2185,0,0,0,195.57,516.18,4832812.5,0.99,1,,,,,
2019-11-08,19:00:00,481.77,512.49,69.42,0.99,131.11,123.43,1426567.63,0.99,0.99,28.66,32.91,597906.38,0.78,0.82,204.41,218.58,88.62,0.92,57.6,62.46,26.11,0.92,200,208,58,-96.04,21.3,22.4,5.6,0.97,184.33,186.29,3803851.5,0.93,0.93,74.54,73.71,1600713.88,0.94,0.95,44.26,109.91,472490.5,0.38,0.4,92.19,124.64,555456.5,0.69,0.77,108.73,108.48,1942129.13,0.91,0.92,111.27,116.44,2965458.75,0.89,0.89,204.02,211.24,4675632,0.9,0.9,179.07,181.17,1914190,0.92,0.93,46.91,50.33,600983.5,0.87,0.87,201.01,402.76,5000562,0.46,0.51,30.56,35.66,709374.88,0.8,0.81,42.44,48.92,522239.91,0.81,0.81,1979,841,2204,0,0,0,180.48,475.37,4832999,0.99,1,,,,,
2019-11-08,20:00:00,470.99,484.43,67.94,0.99,125.24,118.13,1426695.13,0.98,0.99,23.99,28.66,597931.06,0.73,0.78,199.98,217.11,91.57,0.91,59.34,54.78,21.5,0.92,197,204,58,-95.78,18.59,22.08,5.6,0.96,168.84,174.83,3804043,0.9,0.91,75.17,74.29,1600790.5,0.94,0.95,42.72,108.68,472533.44,0.37,0.39,92.54,124.28,555550.63,0.7,0.76,119.17,119.38,1942246,0.91,0.91,110.46,117.84,2965569.5,0.87,0.88,199.66,205.58,4675829,0.91,0.91,163.39,166.35,1914362.63,0.92,0.92,41.4,43.52,601026.19,0.88,0.89,199.85,401.66,5000762,0.46,0.51,33.83,39,709406,0.81,0.83,43.79,52,522280.19,0.79,0.79,1971,820,2161,0,0,0,172.63,455.86,4833183.5,0.99,1,,,,,
2019-11-08,21:00:00,467.45,454.89,60.55,0.99,123.17,116.22,1426822.5,0.98,0.99,22,27.06,597959.63,0.71,0.76,195.1,212.68,88.62,0.91,56.68,57.34,23.04,0.92,195,202,56,-96.08,22.4,18.4,5.76,0.96,148.75,156.71,3804202.25,0.89,0.89,68.61,68.37,1600865.13,0.93,0.95,43.34,109.47,472576.25,0.37,0.39,90.68,121.12,555645.38,0.7,0.77,104.17,106.19,1942360.63,0.9,0.9,110.17,117.89,2965678.5,0.87,0.88,188.14,195.36,4676022.5,0.9,0.9,159.26,162.53,1914535.38,0.92,0.92,39.63,41.38,601067.88,0.89,0.89,195.87,398.99,5000957.5,0.46,0.5,30.99,36.84,709436.5,0.78,0.8,41.17,49.12,522319.09,0.78,0.78,1978,845,2131,0,0,0,174.61,461.23,4833361.5,0.99,1,,,,,
2019-11-08,22:00:00,467.15,451.94,57.6,0.992,126.33,118.9,1426949.88,0.98,0.99,25.11,29.94,597988.88,0.74,0.78,192.74,214.15,90.09,0.91,52.28,62.98,26.11,0.92,203,215,74,-94.16,19.68,22.56,5.76,0.97,131.04,141.79,3804342.5,0.86,0.87,64.9,64.94,1600932.75,0.93,0.94,43.28,109.13,472619.28,0.37,0.39,90.88,123.21,555737.63,0.69,0.76,87.82,89.08,1942461.5,0.9,0.9,100.58,107.56,2965777.25,0.87,0.87,196.63,203.17,4676217,0.9,0.91,173.42,176.45,1914704.5,0.92,0.92,35.87,38,601105.94,0.87,0.88,182.93,383.5,5001142.5,0.44,0.49,36.17,41.28,709466.63,0.81,0.85,35.92,43.41,522357.41,0.77,0.77,1983,852,2159,0,0,0,170.77,450.35,4833538.5,0.99,1,,,,,
2019-11-08,23:00:00,424.02,419.45,60.55,0.988,125.31,119.69,1427077.63,0.98,0.99,15.8,19.54,598007.13,0.73,0.77,189.64,203.82,84.18,0.91,56.37,64,28.67,0.918,201,210,67,-94.84,21.55,22.24,5.76,0.97,149.66,159.35,3804474.5,0.89,0.89,65.98,66.2,1600998.88,0.94,0.95,41.33,107.24,472662.03,0.36,0.38,87.35,119.31,555833.38,0.69,0.77,93.72,95.24,1942554,0.91,0.91,103.64,112.22,2965876.75,0.87,0.87,188.89,195.95,4676408,0.91,0.91,157.63,161.96,1914867.75,0.92,0.92,28.52,34.96,601142.44,0.77,0.77,144.15,346.31,5001292.5,0.39,0.42,34.79,39.84,709496.31,0.82,0.84,42.78,48.5,522395.56,0.83,0.83,1984,841,2183,0,0,0,171.57,457.86,4833714,0.99,1,,,,,
2019-11-09,0:00:00,413.1,419.45,59.08,0.988,130.69,123.19,1427203.88,0.98,0.99,13.49,17.98,598021.88,0.67,0.7,181.22,205.29,90.09,0.9,51,57.86,22.02,0.918,98,108,48,-89.73,20.54,22.24,5.76,0.97,130.42,141.07,3804603,0.86,0.87,57.3,58.97,1601064.38,0.9,0.91,41.66,108.35,472702.53,0.36,0.38,90.43,129.42,555917.81,0.65,0.75,87.76,89.59,1942647,0.89,0.89,101.89,105.76,2965977,0.89,0.9,183.28,190.84,4676598.5,0.9,0.9,144.86,149.41,1915015.5,0.9,0.91,28.18,32.72,601172.25,0.8,0.8,141.83,346.64,5001433.5,0.38,0.4,34.17,39.53,709527.31,0.8,0.82,44.34,51.48,522434.94,0.8,0.8,1881,734,1940,0,0,0,165.74,437.31,4833888,0.99,1,,,,,
2019-11-09,1:00:00,424.62,451.94,60.55,0.992,134.61,127.61,1427329.63,0.98,0.99,17.84,20.88,598037.94,0.74,0.8,181.07,205.29,88.62,0.9,58.88,68.1,29.7,0.918,95,104,44,-90.49,22.99,18.72,5.76,0.96,133.04,143.22,3804734.75,0.87,0.88,68.1,67.9,1601129,0.93,0.95,37.92,103.65,472740.38,0.34,0.36,93.17,128.54,556007.69,0.68,0.76,90.22,91.16,1942737.75,0.9,0.91,111.13,113.51,2966081.5,0.91,0.92,177.86,187.01,4676786.5,0.89,0.89,136.1,140.36,1915160.63,0.91,0.91,33.44,39.42,601204.31,0.79,0.8,146.82,348.92,5001578.5,0.39,0.42,31.63,37.04,709557.81,0.8,0.82,41.65,49.51,522474.66,0.79,0.79,1951,830,2137,0,0,0,173.17,458.23,4834060,0.99,1,,,,,
2019-11-09,2:00:00,415.02,410.58,60.55,0.99,129.46,122.55,1427455,0.99,0.99,18.65,21.48,598054.81,0.77,0.82,179.59,193.48,85.66,0.9,54.78,57.34,23.04,0.918,104,114,48,-90.92,18.77,20.48,5.92,0.97,137.53,146.98,3804870.75,0.88,0.89,60.32,62.23,1601191,0.9,0.91,37.43,103.4,472777.53,0.34,0.35,92.18,130.31,556097.69,0.67,0.74,86.37,89.01,1942827.88,0.89,0.89,103.87,107.05,2966184.75,0.9,0.91,169.79,179.84,4676963.5,0.89,0.89,150.3,156.81,1915299.75,0.9,0.9,30.27,36.82,601237,0.77,0.78,139.54,341.33,5001721,0.38,0.41,23.16,30.25,709587.06,0.71,0.72,44.16,51.01,522514.19,0.81,0.81,1840,803,1986,0,0,0,156.11,413.71,4834229,0.99,1,,,,,
2019-11-09,3:00:00,427.72,446.03,57.6,0.99,127.75,119.88,1427580.13,0.98,0.99,19.85,22.81,598071.06,0.75,0.81,182.25,205.29,93.05,0.89,51.56,67.07,30.21,0.918,89,98,42,-90.25,18.48,19.2,6.08,0.95,129.46,139.47,3805005.75,0.86,0.87,53.92,56.21,1601251,0.89,0.9,38.04,103.75,472814.88,0.34,0.35,88.45,120.82,556183.44,0.68,0.75,90.69,92.4,1942915.5,0.89,0.89,104.11,108.04,2966288,0.89,0.9,167.19,177.06,4677134,0.88,0.88,140.63,144.5,1915437.13,0.9,0.9,39.72,42.91,601273.88,0.85,0.86,142.41,347.71,5001863.5,0.38,0.4,27.92,34.36,709615.5,0.75,0.76,48.51,55.25,522556.94,0.81,0.81,1896,788,2046,0,0,0,166.27,436.04,4834398.5,0.99,1,,,,,
2019-11-09,4:00:00,415.02,422.4,59.08,0.99,121.96,114.27,1427705.38,0.98,0.99,15.13,19.27,598088,0.69,0.73,180.92,208.25,94.52,0.89,55.24,59.9,26.11,0.878,103,114,51,-89.3,23.76,24.16,6.08,0.97,134.38,143.65,3805138.75,0.87,0.88,58.09,59.3,1601309.25,0.9,0.91,38.15,103.53,472852.53,0.34,0.36,92.43,127.41,556270.75,0.68,0.75,73.19,75.71,1942993.63,0.87,0.88,98.72,102.65,2966387,0.89,0.9,164.6,174.47,4677298.5,0.88,0.88,130.83,135.84,1915572.13,0.89,0.89,41.23,43.99,601314.63,0.87,0.87,145.57,350.79,5002007,0.38,0.41,31,36.98,709645.13,0.77,0.8,42.94,50.69,522601.53,0.78,0.79,1831,782,2019,0,0,0,161,422.68,4834566,0.99,1,,,,,
2019-11-09,5:00:00,432.3,429.78,62.03,0.99,123.76,116.53,1427830.5,0.98,0.99,21.42,23.5,598107.81,0.8,0.85,176.64,197.91,91.57,0.89,55.6,57.34,24.58,0.918,105,115,49,-90.49,21.54,17.44,5.92,0.94,136.26,146.56,3805270,0.87,0.88,64.25,65.29,1601370.38,0.91,0.92,38.05,103.57,472889.91,0.34,0.36,87.08,120.58,556357.13,0.68,0.75,78.55,81.69,1943069.38,0.87,0.88,106.63,111.11,2966491.5,0.89,0.9,157.99,169.85,4677459,0.87,0.87,124.6,132.07,1915704.88,0.88,0.88,37.51,39.59,601353.5,0.88,0.88,138.39,341.53,5002148.5,0.38,0.4,31.83,37.94,709675.5,0.78,0.8,42.57,50.73,522645.94,0.78,0.78,1876,768,2068,0,0,0,194.85,512.51,4834729,0.99,1,,,,,
2019-11-09,6:00:00,442.34,448.98,63.51,0.99,121.51,114.82,1427955.38,0.99,0.99,22.13,27.82,598126.88,0.7,0.74,181.37,197.91,88.62,0.89,54.58,59.39,23.04,0.918,111,120,46,-92.08,16.32,21.76,7.2,0.94,126.47,137.76,3805403.75,0.86,0.87,55.73,57.93,1601431.25,0.9,0.91,37.42,102.74,472927.44,0.34,0.35,91.21,125.86,556443.81,0.68,0.75,86.85,89.35,1943153.75,0.89,0.89,105.23,110.33,2966594.25,0.89,0.9,154.8,166.93,4677615.5,0.87,0.87,135.78,142.29,1915835.38,0.89,0.89,44.56,46.73,601395,0.89,0.89,145.13,347.13,5002291.5,0.39,0.42,32.78,38.2,709705.44,0.8,0.82,43.14,51.16,522689.69,0.79,0.79,1912,796,2076,0,0,0,202.75,535.33,4834891.5,0.99,1,,,,,
2019-11-09,7:00:00,439.98,437.17,64.98,0.99,121.05,114.94,1428080.25,0.99,0.99,19.95,26.53,598146.88,0.71,0.72,177.82,193.48,88.62,0.89,56.99,64,26.62,0.878,160,170,61,-92.82,20.51,25.6,5.92,0.97,125.49,137.41,3805535,0.86,0.87,53.07,55.16,1601488.63,0.9,0.91,36.99,102.72,472964.5,0.34,0.35,83.5,114.51,556530.44,0.69,0.76,88.68,91.75,1943246.38,0.89,0.89,98.68,107.06,2966698.25,0.86,0.87,152.01,165.98,4677770,0.86,0.86,132.24,138.57,1915966.38,0.9,0.9,35.57,38.94,601436.88,0.86,0.86,149.8,354.91,5002442.5,0.4,0.42,37.31,41.68,709738.38,0.84,0.86,41.75,50.3,522732,0.78,0.78,1890,798,2048,0,0,0,149.79,399.46,4835055.5,0.99,1,,,,,
2019-11-09,8:00:00,432.59,429.78,59.08,0.992,130.06,123.04,1428205.13,0.99,0.99,19.31,26.23,598165.94,0.69,0.7,180.04,202.34,93.05,0.89,47.72,51.71,22.02,0.908,175,183,57,-94.99,20.74,22.72,6.56,0.96,134.78,146.4,3805666.25,0.87,0.87,60.88,62.6,1601548,0.91,0.92,37.31,102.88,473001.97,0.34,0.36,88.98,122.49,556621.69,0.69,0.76,89.17,92.29,1943336.25,0.89,0.89,103.14,110.55,2966799.25,0.87,0.88,163.68,178.49,4677922,0.86,0.86,162.49,167.23,1916112.13,0.91,0.92,37.24,41.31,601473.44,0.84,0.84,151.49,356.41,5002595,0.4,0.43,27.27,33.72,709771.94,0.76,0.77,39.86,48.67,522773.69,0.77,0.77,1956,835,2086,0,0,0,155.49,413.41,4835210.5,0.99,1,,,,,
2019-11-09,9:00:00,444.85,472.62,62.03,0.992,129.62,122.21,1428332.25,0.98,0.99,19.43,26.6,598185.06,0.68,0.69,179.74,202.34,93.05,0.89,48.95,56.32,24.06,0.902,160,170,60,-93.69,18.64,21.6,6.72,0.96,130.67,140.64,3805805.75,0.87,0.87,79.87,83.23,1601608.25,0.89,0.9,38.05,103.48,473039.41,0.34,0.36,89.01,125.2,556712,0.67,0.74,91.43,94.18,1943424.75,0.88,0.89,106.9,113.61,2966905,0.87,0.88,155.62,168.54,4678077.5,0.86,0.86,167.59,170.64,1916275,0.92,0.92,41.29,44.39,601512.81,0.86,0.87,178.07,384.58,5002763.5,0.43,0.47,28.1,33.49,709802.94,0.78,0.79,37.1,45.09,522815.56,0.77,0.77,1974,851,2151,0,0,0,153.27,405,4835368,0.99,1,,,,,
2019-11-09,10:00:00,454.45,465.23,62.03,0.992,133.93,126.56,1428459.88,0.99,0.99,23.59,29.14,598205.06,0.76,0.76,179.59,196.43,88.62,0.89,50.23,54.78,24.06,0.898,159,167,54,-94.67,15.78,16.8,6.72,0.91,156.97,166.86,3805956.75,0.88,0.89,64.73,65.02,1601670.13,0.93,0.94,37.44,102.93,473076.88,0.34,0.35,84.39,113.16,556798.69,0.7,0.77,91.11,93.09,1943514.38,0.89,0.9,103.28,110.31,2967008.25,0.87,0.88,162.32,174.61,4678237.5,0.87,0.87,163.48,169.05,1916434.38,0.91,0.91,40.2,42.39,601551.88,0.88,0.88,177.79,380.84,5002938.5,0.43,0.47,30.77,36.07,709833.69,0.79,0.81,39.78,49.4,522856.03,0.75,0.75,1979,846,2119,0,0,0,170.35,450.61,4835531.5,0.99,1,,,,,
2019-11-09,11:00:00,470.55,469.66,62.03,0.99,132.32,125.33,1428587.5,0.99,0.99,26.45,31.54,598229.38,0.79,0.8,184.02,209.72,91.57,0.9,48.95,54.78,25.09,0.896,157,165,52,-94.76,18.24,22.4,6.72,0.96,158.81,166.57,3806108.75,0.9,0.9,62.49,63.72,1601732.25,0.92,0.93,37,102.53,473114.13,0.34,0.35,85.13,116.35,556887,0.69,0.76,84.16,86.77,1943604.5,0.89,0.89,113.64,120.61,2967118,0.88,0.89,169.47,181.73,4678404.5,0.88,0.88,166.27,171.31,1916600.63,0.91,0.91,61.01,68.7,601593.25,0.83,0.83,182.41,385.99,5003117.5,0.44,0.48,32.52,37.86,709866,0.8,0.82,40.74,49.31,522894,0.77,0.78,1982,858,2172,0,0,0,165.87,440.77,4835700,0.99,1,,,,,
2019-11-09,12:00:00,476.9,482.95,64.98,0.99,128.63,120.99,1428715.75,0.98,0.99,22.55,27.91,598258.38,0.75,0.76,191.56,208.25,93.05,0.89,54.07,65.02,30.72,0.896,189,199,66,-94.48,18.27,26.4,6.56,0.96,152.95,160.67,3806265.75,0.89,0.9,58.53,59.56,1601796.38,0.91,0.92,38.37,103.31,473151.53,0.35,0.36,86.23,115.96,556972.19,0.69,0.76,96.01,98,1943698,0.89,0.89,111.82,119.17,2967230.75,0.87,0.88,178.58,188.58,4678581.5,0.88,0.88,176.54,180.04,1916771,0.91,0.91,38.72,41.57,601634.13,0.86,0.86,185.42,390.12,5003300,0.44,0.48,30.33,35.88,709897.06,0.78,0.8,38.2,46.03,522933.63,0.77,0.77,1973,845,2119,0,0,0,172.31,452.92,4835869.5,0.99,1,,,,,
2019-11-09,13:00:00,481.33,478.52,67.94,0.99,125.38,117.95,1428843.75,0.98,0.99,23.6,29.36,598289.63,0.75,0.75,187.27,206.77,96,0.89,52.79,70.14,34.82,0.896,184,195,67,-93.61,20.02,21.6,6.72,0.94,165.58,171.91,3806428.5,0.9,0.9,58.75,59.86,1601858.75,0.91,0.92,38.33,103.38,473189.63,0.35,0.36,90.44,124,557061.19,0.68,0.74,88.22,91.25,1943789.38,0.88,0.88,110.76,118.24,2967342.75,0.87,0.87,185.48,193.79,4678759.5,0.89,0.89,179.6,182.26,1916948.13,0.92,0.92,49.64,55.9,601674.31,0.82,0.82,185.29,389.37,5003485.5,0.44,0.48,38.13,42.21,709927.69,0.84,0.86,33.59,42.21,522973,0.74,0.74,1980,831,2189,0,0,0,172.56,454.01,4836039.5,0.99,1,,,,,
2019-11-09,14:00:00,462.28,454.89,63.51,0.992,134.61,127.17,1428971.75,0.99,0.99,25.24,29.75,598314.75,0.8,0.8,186.68,212.68,93.05,0.9,54.99,61.44,29.7,0.896,216,224,63,-95.96,20,19.68,6.72,0.95,162.66,170.66,3806588,0.9,0.9,62.2,62.9,1601921.38,0.92,0.94,37.6,102.66,473227.34,0.34,0.36,87.83,119.1,557148.13,0.69,0.76,96.53,98.49,1943878.88,0.9,0.9,108.93,117.1,2967452.75,0.87,0.87,179.27,189.15,4678942,0.89,0.89,172.77,174.96,1917121.63,0.93,0.93,48.91,54.78,601717.56,0.83,0.83,188.82,392.61,5003671,0.45,0.49,30.2,36.07,709959.13,0.78,0.8,38.07,45.39,523010.84,0.78,0.78,1978,862,2143,0,0,0,179.23,474.72,4836216,0.99,1,,,,,
2019-11-09,15:00:00,454.3,451.94,54.65,0.992,124.04,117.27,1429098.75,0.98,0.99,27.48,31.33,598338.81,0.82,0.83,191.56,214.15,93.05,0.9,52.99,61.44,29.18,0.896,220,228,60,-96.48,18.35,15.2,6.4,0.89,189.23,192.98,3806758,0.92,0.93,65.92,66.18,1601985.25,0.93,0.94,37.79,103.09,473265.19,0.34,0.36,92.81,130.74,557236.75,0.67,0.73,90.07,93.73,1943969,0.88,0.88,111.38,119.07,2967564.25,0.87,0.88,183.36,192.13,4679129,0.9,0.9,163.01,167.64,1917299.75,0.91,0.91,32.56,42.02,601754.88,0.72,0.72,186.93,390.64,5003858.5,0.45,0.49,29.97,35.39,709993.81,0.79,0.8,41.54,50.64,523048.34,0.77,0.77,1981,805,2165,0,0,0,172.54,456.5,4836391.5,0.99,1,,,,,
2019-11-09,16:00:00,455.48,451.94,63.51,0.992,128.03,121.26,1429226.38,0.98,0.99,24.27,29.39,598368.38,0.78,0.78,195.54,209.72,91.57,0.9,49.15,58.37,27.65,0.896,214,221,58,-96.4,18.37,20.96,6.56,0.94,174.75,181.88,3806931.25,0.9,0.91,63.27,64.09,1602049.25,0.92,0.93,37.67,102.89,473302.91,0.34,0.36,86.81,121.12,557325.5,0.67,0.75,90.51,93.05,1944058.13,0.89,0.89,109.62,117.43,2967675.25,0.87,0.88,187.9,197.44,4679321,0.89,0.9,175.41,178.07,1917477.88,0.92,0.93,27.95,35.9,601785.69,0.73,0.73,184.53,388.33,5004044.5,0.44,0.48,29.34,34.86,710024.88,0.79,0.8,36.55,44.24,523087.84,0.77,0.77,1976,854,2169,0,0,0,164.92,437.61,4836564,0.99,1,,,,,
2019-11-09,17:00:00,448.25,451.94,60.55,0.992,124.44,117.52,1429353.88,0.98,0.99,27.01,31.08,598395.75,0.77,0.81,187.57,208.25,90.09,0.9,51.05,58.37,27.65,0.896,221,228,62,-95.94,17.82,22.4,5.76,0.97,180.6,184.28,3807100.5,0.92,0.92,58.88,59.95,1602112.5,0.91,0.93,37.52,102.24,473340.56,0.34,0.36,86.57,116.63,557412,0.7,0.77,82.37,85.45,1944140.38,0.88,0.88,112.54,120.42,2967786,0.87,0.88,195.2,201.68,4679517,0.91,0.91,196.14,198.73,1917661.25,0.92,0.92,30.54,34.75,601817.06,0.82,0.82,183.6,388.08,5004228.5,0.44,0.48,29.62,35.22,710054.5,0.78,0.79,42.29,50.92,523127.59,0.77,0.78,1980,811,2150,0,0,0,167.29,442.15,4836737,0.99,1,,,,,
2019-11-09,18:00:00,455.93,451.94,60.55,0.992,135.6,127.85,1429481,0.99,0.99,20.51,26.82,598422.44,0.68,0.71,190.82,206.77,91.57,0.9,54.94,57.34,24.58,0.896,228,236,65,-96.09,20.27,25.6,5.76,0.97,176.03,184.02,3807268.5,0.9,0.9,60.84,62,1602175.63,0.91,0.93,37.6,102.86,473378.78,0.34,0.36,90.92,121.99,557507.44,0.7,0.76,83.23,85.95,1944222.13,0.88,0.88,113.91,120.72,2967897.5,0.88,0.88,191.68,199.03,4679718,0.9,0.9,176.63,177.95,1917845.13,0.93,0.93,36.63,45.76,601848.25,0.74,0.75,182.85,386.61,5004413,0.44,0.48,29.55,34.96,710088.63,0.79,0.8,38.11,45.32,523167.16,0.78,0.79,1982,827,2122,0,0,0,171.98,454.1,4836911.5,0.99,1,,,,,
2019-11-09,19:00:00,451.2,446.03,60.55,0.992,124.8,117.41,1429608.88,0.98,0.99,18.35,25.69,598441.94,0.63,0.66,189.78,212.68,94.52,0.9,54.12,61.95,30.21,0.856,228,240,78,-94.65,17.36,16.64,5.92,0.94,178.49,182.1,3807445.5,0.91,0.92,62.69,63.35,1602238.88,0.92,0.93,38.67,103.79,473416.81,0.35,0.36,86.08,117.36,557594.94,0.69,0.76,87.82,89.83,1944309.88,0.89,0.89,110.02,118.79,2968010.5,0.86,0.86,197.67,202.68,4679915,0.91,0.91,193.62,196.02,1918027.5,0.92,0.92,26.83,32.33,601879.63,0.77,0.78,179.06,383.66,5004591,0.43,0.47,30.64,36.22,710119.19,0.78,0.8,39.26,48.88,523205.06,0.75,0.75,1981,841,2191,0,0,0,170.42,448.18,4837085.5,0.99,1,,,,,
2019-11-09,20:00:00,450.02,454.89,60.55,0.992,124.92,117.18,1429737,0.98,0.99,19.14,26.54,598461.25,0.63,0.67,187.86,206.77,93.05,0.89,59.24,61.95,28.67,0.896,219,227,65,-95.79,23.54,17.76,5.92,0.96,154.36,162.55,3807623.25,0.88,0.89,65.23,65.79,1602302.13,0.91,0.92,38.84,103.97,473455.31,0.35,0.36,92.77,125.69,557684.63,0.69,0.76,89.27,91.24,1944396.75,0.88,0.89,121.86,127,2968124.75,0.89,0.89,193.69,201.16,4680113.5,0.89,0.9,156.83,158.73,1918206,0.92,0.92,40.72,49.35,601908.81,0.76,0.76,173.09,379.99,5004768.5,0.42,0.45,26.95,33.27,710148.69,0.75,0.76,38.77,46.33,523243.59,0.77,0.77,1976,843,2144,0,0,0,169.07,442.51,4837261,0.99,1,,,,,
