DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (PF),BLD C (KW)
2019-01-01,0:00:00,367.02,375.14,44.31,99.4,3.78,139.62,806228.31,0.03,2.44,4.22,422953.91,0.52,139.86,No Data,No Data,No Data,52.94,67.58,29.7,89.2,96,106,46,-90.07,17.58,20.32,5.92,95.4,127.2,140.09,2662940,0.84,48.08,49.89,1165039.88,0.89,0,0,302195.88,1,1.63,19.85,61478.06,0.08,63.31,67.82,1328442.88,0.84,92.16,97.24,2097257.75,0.87,146.64,164.06,3180234.5,0.83,2.75,5.22,1009530.25,0.49,2.47,3.79,326703,0.6,176.03,204.36,3340410.75,0.79,14.26,21.4,457343.19,0.61,30.97,39.59,342443.5,0.72,0
2019-01-01,1:00:00,364.06,355.94,42.83,99.2,3.78,139.62,806228.31,0.03,7,7.5,422958.13,0.88,146.51,No Data,No Data,No Data,56.78,57.86,26.62,90.6,87,91,31,-93.83,17.14,16.32,5.6,92.2,119.1,130.39,2663061.25,0.85,48.55,50.72,1165089.88,0.89,0,0,302195.88,1,1.92,17.03,61479.4,0.11,65.07,70.05,1328507.63,0.84,89.15,94.6,2097355,0.87,148.32,165.53,3180381.5,0.84,2.45,4.61,1009532.88,0.5,3.05,4.46,326705.97,0.63,165.77,197.69,3340573.25,0.78,20.06,25.27,457360.25,0.74,33.06,42.69,342477.06,0.72,0
2019-01-01,2:00:00,366.72,367.75,44.31,99.2,3.78,139.62,806228.31,0.03,4.51,5.57,422962.44,0.72,145.62,No Data,No Data,No Data,49.41,66.56,30.21,89.6,82,87,31,-93.28,18.74,15.36,6.24,93.6,113.09,125.47,2663181.5,0.84,43.68,46.69,1165138.75,0.87,0,0,302195.88,1,1.57,21.23,61481.36,0.07,62.77,67.1,1328573,0.85,99.78,103.18,2097450.25,0.9,147.31,163.76,3180527,0.84,2.54,4.75,1009535.5,0.5,3,4.47,326708.91,0.62,143.71,182.41,3340734.75,0.73,18.02,23.64,457377.09,0.71,32.31,40.2,342509.78,0.75,0
2019-01-01,3:00:00,352.84,361.85,42.83,99.2,3.78,139.62,806228.31,0.03,4.69,5.87,422966.81,0.71,144.15,No Data,No Data,No Data,49.72,49.66,25.6,88.2,88,94,36,-92.56,16.08,16.48,5.12,95.2,131.52,140.79,2663299.5,0.87,46.96,49.64,1165188.5,0.88,0,0,302195.88,1,1.58,18.78,61482.96,0.08,59.25,65.2,1328636.88,0.83,98.31,102.26,2097553.25,0.89,141.98,159.22,3180673,0.83,2.78,4.9,1009538.13,0.53,4.25,5.5,326712.28,0.71,154.33,174.4,3340900.75,0.82,16.62,22.65,457394.88,0.68,41.64,49.14,342543.81,0.79,0
2019-01-01,4:00:00,358.45,351.51,42.83,99.2,3.78,139.62,806228.31,0.03,3.8,4.87,422971.19,0.7,140.9,No Data,No Data,No Data,50.18,58.88,26.11,87.4,92,100,41,-91.22,17.92,19.04,5.28,96.2,121.76,136.06,2663418.25,0.84,47.95,50.39,1165237.88,0.88,0,0,302195.88,1,1.9,17.3,61484.64,0.11,53.29,58.8,1328688.63,0.82,97.89,104.51,2097651,0.87,142.35,159.57,3180817,0.84,2.69,5.23,1009540.69,0.48,2.91,4.22,326715.28,0.64,174.22,205.5,3341066.25,0.79,20.44,25.52,457412.56,0.74,32.41,43.24,342578.56,0.7,0
2019-01-01,5:00:00,359.48,357.42,39.88,99.4,3.78,139.62,806228.31,0.03,2.2,3.74,422975.84,0.53,141.49,No Data,No Data,No Data,50.28,57.86,22.53,90.4,97,104,41,-92.16,15.12,15.2,5.44,92.8,121.5,134.69,2663539,0.85,55.51,58.48,1165288.13,0.89,0,0,302195.88,1,1.95,17.25,61486.64,0.11,46.29,52.65,1328737.5,0.8,91.71,96.28,2097746.25,0.89,148.3,165.25,3180960.75,0.84,2.47,4.59,1009543.25,0.5,2.88,4.04,326718.22,0.66,159.19,193.56,3341227.25,0.77,18.14,23.09,457430.34,0.73,29.52,40.52,342613.44,0.68,0
2019-01-01,6:00:00,430.08,451.94,63.51,99,3.78,139.62,806228.31,0.03,20.63,27.58,422987.72,0.65,157.29,No Data,No Data,No Data,56.12,66.56,31.23,88.8,87,92,33,-93.34,17.82,20.64,5.44,96.8,121.34,131.93,2663664.5,0.85,62.36,63.31,1165345.63,0.91,0,0,302196.75,1,0.45,17.94,61488.71,0.02,88.88,90.74,1328805.75,0.89,94.43,103.33,2097846,0.84,149.17,166.07,3181104,0.83,2.66,4.87,1009545.81,0.51,4.06,5.35,326721.69,0.7,169.13,204.01,3341391,0.76,16.2,22.34,457449.28,0.67,36.95,46.88,342649.47,0.73,0
2019-01-01,7:00:00,454.74,447.51,63.51,99,3.78,139.62,806228.31,0.03,22.08,28.17,423007.56,0.71,169.99,No Data,No Data,No Data,57.96,75.78,35.84,88.2,123,129,41,-94.8,19.2,17.92,6.56,94.2,119.01,129.88,2663795,0.85,60.27,61.27,1165402.38,0.91,2.84,3.44,302197.56,0.77,0.12,19.84,61489.04,0.01,90.65,91.58,1328897.88,0.9,110.86,118.4,2097948,0.87,141.17,159.61,3181247.5,0.82,2.84,5.15,1009548.5,0.51,4.67,6.2,326726.59,0.7,183.49,205.01,3341579,0.83,22.24,30.07,457472.78,0.68,36.85,43.65,342684.75,0.78,0
2019-01-01,8:00:00,439.98,429.78,59.08,99,3.78,139.62,806228.31,0.03,16.49,24.36,423028.19,0.63,171.32,No Data,No Data,No Data,53.81,58.88,26.11,88.2,150,156,44,-95.92,14.48,13.12,6.72,88.2,120.58,132.12,2663922.75,0.85,60.47,61.02,1165460.88,0.92,0,0,302198.44,1,0.43,17.25,61489.44,0.02,81.72,85.48,1328985,0.87,147.75,167.79,2098061.25,0.82,137.43,156.79,3181389.5,0.82,2.66,4.9,1009551.19,0.51,4.91,6.24,326731.44,0.73,192.91,216.17,3341774,0.83,21.94,29.93,457495.91,0.68,39.7,48.31,342720.16,0.76,0
2019-01-01,9:00:00,447.36,435.69,62.03,99,3.78,139.62,806228.31,0.03,18.76,26.22,423046.72,0.67,167.78,No Data,No Data,No Data,53.04,63.49,27.65,90.8,139,145,45,-95.09,16.98,15.52,6.72,90.8,132.25,142.25,2664051,0.87,57.3,59.8,1165522,0.89,0,0,302198.78,1,0.71,18.24,61490.02,0.04,76.42,80.57,1329067.25,0.86,104.31,116.23,2098171.75,0.83,149.81,167.2,3181531.5,0.84,2.72,4.63,1009553.88,0.55,4.67,7.23,326736.31,0.6,210.12,245.45,3341972,0.8,21.77,29.78,457518.81,0.68,35.51,43.02,342755.22,0.77,0
2019-01-01,10:00:00,434.81,429.78,62.03,99,3.78,139.62,806228.31,0.03,18.14,25.56,423065.72,0.66,168.37,No Data,No Data,No Data,53.76,50.18,23.55,90.2,127,131,37,-96.02,16.85,13.6,6.72,88.2,126.53,138.87,2664177.25,0.85,59.17,60.04,1165581.88,0.92,0.88,1.15,302198.78,0.72,0.86,17.32,61490.65,0.05,82.07,86.48,1329148.38,0.87,97.98,110.38,2098277.5,0.83,144.57,162.89,3181673.25,0.83,2.61,4.57,1009556.56,0.53,4.61,7.15,326741,0.6,191.96,215.45,3342171.5,0.83,25.64,32.51,457541.44,0.73,22.75,35.2,342791.16,0.6,0
2019-01-01,11:00:00,419.74,415.02,57.6,99,3.78,139.62,806228.31,0.03,23.36,29.24,423085.72,0.74,165.71,No Data,No Data,No Data,56.06,58.88,28.16,88.8,155,161,47,-95.71,15.62,15.04,5.44,90.8,139,148.85,2664308.5,0.87,61.85,63.02,1165642.75,0.91,0,0,302198.81,1,0.7,19.94,61492.57,0.03,73.47,77.55,1329227,0.86,105.45,116.86,2098384,0.84,146.7,163.53,3181814.5,0.84,2.63,4.99,1009559.13,0.49,4.6,7.17,326745.5,0.59,205.24,241.22,3342371.25,0.79,27.42,33.83,457564.25,0.75,31.05,41.7,342821.13,0.69,0
2019-01-01,12:00:00,430.67,429.78,59.08,99,3.78,139.62,806228.31,0.03,21.47,28,423105.75,0.71,168.66,No Data,No Data,No Data,60.57,63.49,28.16,88.2,159,168,56,-94.33,16.88,16.16,6.88,89.6,115.33,126.7,2664437.75,0.85,63.93,64.5,1165702.75,0.92,0,0,302198.81,1,0.72,17.92,61493.06,0.04,81.28,85.5,1329308.38,0.86,130.55,143.87,2098502,0.84,143.8,161.27,3181958,0.83,3.18,5.73,1009561.81,0.52,5.08,6.29,326750.25,0.75,192.17,228.68,3342568.75,0.78,24.34,32.28,457586.75,0.7,30.65,39.98,342850.94,0.71,0
2019-01-01,13:00:00,453.27,454.89,63.51,99,3.78,139.62,806228.31,0.03,16.16,24.29,423125.22,0.62,168.07,No Data,No Data,No Data,55.6,59.9,24.58,89.8,144,152,52,-94.01,15.73,17.6,6.08,92.8,120.81,133.9,2664563,0.84,64.89,65.71,1165761.88,0.92,0,0,302198.84,1,0.61,17.61,61493.5,0.03,79.7,84.16,1329384.25,0.86,114.13,123.68,2098611.25,0.86,161.47,182.88,3182102,0.83,2.55,4.74,1009564.56,0.5,4.88,6.21,326755.34,0.73,201.59,239.22,3342761.25,0.78,24.11,31.48,457609.34,0.71,23.93,34.48,342880,0.65,0
2019-01-01,14:00:00,442.34,440.12,60.55,99,3.78,139.62,806228.31,0.03,19.34,26.57,423145.22,0.68,166.45,No Data,No Data,No Data,52.84,53.76,24.58,91.4,138,145,49,-94.24,14.72,18.24,6.08,94,127.6,137.21,2664688.75,0.87,63.46,64.65,1165822.38,0.91,0,0,302198.84,1,1.39,19.24,61494.33,0.07,80.77,84.47,1329463,0.87,114.66,123.79,2098722,0.86,138.3,156.7,3182245,0.83,2.49,4.57,1009567.25,0.51,4.88,6.31,326760.34,0.72,201.18,233.04,3342957,0.8,21.81,29.58,457631.22,0.69,26.16,37.54,342908.31,0.65,0
2019-01-01,15:00:00,442.93,450.46,57.6,99.2,3.78,139.62,806228.31,0.03,23.64,29.53,423166.47,0.75,171.77,No Data,No Data,No Data,57.29,58.37,25.6,89.4,142,151,52,-94,15.3,16,6.24,93.4,139.67,149.43,2664819.25,0.87,56.47,58.07,1165884.88,0.9,0,0,302198.88,1,0.69,17.88,61495.9,0.04,79.62,83.63,1329540.75,0.87,114.75,126.78,2098842.25,0.84,142.04,159.61,3182387,0.83,2.66,4.95,1009569.88,0.5,4.87,6.35,326765.16,0.71,200.37,218.22,3343153.25,0.85,23.9,31.28,457652.47,0.71,34.42,44.23,342936.97,0.73,0
2019-01-01,16:00:00,441.45,437.17,57.6,99.2,3.78,139.62,806228.31,0.03,22.37,28.63,423188.56,0.73,172.21,No Data,No Data,No Data,54.22,59.39,25.09,91,159,167,54,-94.74,18.45,16.48,6.4,90.2,130.13,139.88,2664951,0.87,56.81,58.56,1165946.5,0.9,0,0,302199,1,1.11,21.16,61496.61,0.05,85.22,88.88,1329618.38,0.87,118.61,128.26,2098954.25,0.86,141.18,159.24,3182531.25,0.83,2.85,5.24,1009572.56,0.51,4.81,6.45,326770.19,0.69,203.75,235.98,3343347,0.8,20.15,28.47,457674.06,0.66,27.34,38.82,342966.72,0.66,0
2019-01-01,17:00:00,453.42,457.85,60.55,99.2,3.78,139.62,806228.31,0.03,21.98,27.55,423211.5,0.73,174.13,No Data,No Data,No Data,55.24,58.88,25.09,91.4,148,154,49,-94.84,17.79,20.64,5.28,97.4,131.25,142.39,2665086,0.87,57.26,59.16,1166008.5,0.91,0,0,302199,1,2.52,18.62,61498.48,0.13,84.66,87.03,1329699.63,0.9,117.82,125.98,2099066.25,0.88,150.11,166.99,3182676,0.85,2.47,4.92,1009575.13,0.48,6.98,10.47,326774.97,0.63,202.5,233.7,3343541.5,0.82,22.66,29.61,457697.19,0.72,35.36,43.96,342997.59,0.76,0
2019-01-01,18:00:00,450.31,457.85,57.6,99.2,3.78,139.62,806228.31,0.03,24.2,29.34,423234.38,0.75,170.14,No Data,No Data,No Data,55.24,65.54,25.6,90.6,148,154,48,-94.98,17.15,15.04,5.76,92.2,127.51,137.78,2665221.5,0.87,63.88,64.63,1166070,0.93,0,0,302199.66,1,1.72,19.19,61500.74,0.09,83.32,86.4,1329782.38,0.88,119.41,129.39,2099188.75,0.86,145.29,162.98,3182823.5,0.84,2.51,4.82,1009577.63,0.49,4.32,6.09,326779.34,0.66,191.67,223.52,3343729.25,0.8,23.19,30.31,457720.88,0.72,34.43,41.34,343031.13,0.78,0
2019-01-01,19:00:00,446.03,448.98,57.6,99.2,3.78,139.62,806228.31,0.03,23.4,28.99,423257.66,0.73,170.58,No Data,No Data,No Data,55.14,62.98,26.11,90.8,166,175,57,-94.58,17.63,21.44,5.76,96.8,159.75,164.85,2665358.25,0.91,59.54,61.21,1166131,0.91,0,0,302199.66,1,2.04,19.98,61502.5,0.1,87.06,90.13,1329866.38,0.88,120.17,128.31,2099301.5,0.88,146.92,163.21,3182972,0.85,2.37,4.49,1009580.19,0.49,4.48,6.29,326783.94,0.67,187.59,218.84,3343907.75,0.8,24.65,31.55,457745.5,0.73,33.31,43.04,343066.5,0.72,0
2019-01-01,20:00:00,448.39,446.03,60.55,99,3.78,139.62,806228.31,0.03,23.63,29,423280.94,0.74,169.7,No Data,No Data,No Data,51.81,58.37,26.11,88,136,141,38,-96.2,20.48,16.16,5.92,93,141.07,151.03,2665491.25,0.87,61.25,62.71,1166193,0.91,0,0,302199.66,1,1.25,17.84,61503.63,0.07,82.34,84.69,1329949.38,0.88,111.22,122.71,2099416.75,0.84,149.09,164.62,3183120.5,0.85,2.63,4.97,1009582.81,0.49,4.46,6.46,326788.47,0.64,185.86,217.69,3344087.5,0.79,24.84,31.98,457769.59,0.72,34.68,43.82,343102.34,0.74,0
2019-01-01,21:00:00,451.2,448.98,60.55,99,3.78,139.62,806228.31,0.03,23.54,29.12,423304,0.73,171.77,No Data,No Data,No Data,54.43,67.07,33.28,89.6,155,161,47,-95.74,19.17,19.52,5.92,96.2,139.86,148.57,2665623.5,0.88,63.76,64.85,1166254.63,0.92,0,0,302199.66,1,1.88,19.27,61505.46,0.09,84.17,87.34,1330032.13,0.88,143.17,163.81,2099527.5,0.82,151.59,166.92,3183268.5,0.85,2.59,4.82,1009585.31,0.5,4.39,6.12,326792.97,0.67,190.2,221.63,3344264.75,0.8,24.81,31.92,457794.13,0.72,30.92,40.64,343135.5,0.71,0
2019-01-01,22:00:00,442.93,446.03,60.55,99,3.78,139.62,806228.31,0.03,24.26,29.5,423327.53,0.73,172.65,No Data,No Data,No Data,52.94,53.76,25.09,89,138,143,41,-95.81,19.89,20.48,7.04,92.6,134.11,143.2,2665747.5,0.87,50.78,52.1,1166314,0.9,0,0,302199.66,1,0.94,20.05,61506.78,0.04,83.68,86.5,1330114.25,0.88,107.81,119.93,2099647.25,0.83,142.14,159.36,3183417,0.83,2.54,4.98,1009587.88,0.48,4.61,6.3,326797.53,0.68,188.58,217.82,3344440,0.8,25.22,32.12,457818.81,0.73,32.2,41.24,343167.25,0.73,0
2019-01-01,23:00:00,393.75,401.72,57.6,99,3.78,139.62,806228.31,0.03,5.99,7.06,423341.66,0.76,149.46,No Data,No Data,No Data,49.1,58.37,24.06,91.6,150,156,47,-95.4,21.23,20,7.04,95.2,123.03,136.11,2665872.5,0.84,51.42,53.24,1166366,0.9,0,0,302199.66,1,1.43,21.43,61508.33,0.06,66.46,70.75,1330181.38,0.85,102.26,110.32,2099753.25,0.86,149.27,165.18,3183568.25,0.84,2.61,4.97,1009590.44,0.49,2.49,4.2,326800.56,0.55,152.24,188.87,3344609.5,0.75,18.37,23.99,457837.47,0.71,29.29,39.92,343198.72,0.68,0
2019-01-02,0:00:00,365.69,363.32,36.92,99.4,3.78,139.62,806228.31,0.03,7.79,8.26,423347.47,0.89,148.73,No Data,No Data,No Data,54.89,56.83,27.65,88.6,91,99,40,-91.32,19.63,21.28,5.76,96.2,117.33,129.49,2665998.75,0.85,53.35,54.93,1166418.38,0.91,0,0,302199.66,1,2.42,19.58,61509.99,0.12,65.2,70.2,1330246.88,0.85,105.48,112.19,2099855,0.88,164.65,180.96,3183719,0.86,2.55,4.83,1009593.06,0.5,2.97,4.11,326803.25,0.68,149.04,186.08,3344774.25,0.75,20.03,25.28,457856.47,0.74,34.59,43.15,343230.53,0.75,0
2019-01-02,1:00:00,373.37,413.54,60.55,99,3.78,139.62,806228.31,0.03,10.29,10.42,423355.91,0.89,144.3,No Data,No Data,No Data,54.73,62.46,27.14,89.8,101,110,46,-90.64,20.46,19.84,7.04,94.2,116.94,128.66,2666124.75,0.85,52.15,53.35,1166471,0.9,0,0,302199.66,1,1.27,21.34,61511.38,0.06,68.2,72.61,1330314.75,0.85,108.95,114.43,2099960.5,0.88,155.68,170.53,3183870.25,0.85,2.65,4.95,1009595.63,0.5,3.42,5.23,326806.5,0.6,171.47,204.05,3344938,0.78,22.56,27.57,457875.81,0.76,28.4,39.29,343262.31,0.67,0
2019-01-02,2:00:00,374.1,385.48,38.4,99.6,3.78,139.62,806228.31,0.03,7.04,7.54,423364.03,0.88,142.38,No Data,No Data,No Data,53.66,65.54,32.26,88.4,97,106,45,-90.43,18.64,22.24,5.76,96.2,126.06,140.22,2666249.25,0.84,51.76,53.08,1166523.75,0.9,0,0,302199.66,1,0.8,17.96,61512.47,0.04,64.79,69.57,1330382.5,0.84,97.25,103.6,2100078.25,0.87,146.63,162.77,3184020.5,0.84,2.62,4.89,1009598.31,0.5,3.07,4.36,326810.06,0.65,174.92,206.87,3345104.25,0.78,18.85,24.59,457895.5,0.71,31.89,41.82,343293.34,0.7,0
2019-01-02,3:00:00,379.27,403.2,38.4,99.6,3.78,139.62,806228.31,0.03,5.36,6.27,423372.25,0.84,140.75,No Data,No Data,No Data,55.6,61.44,27.65,88.2,90,96,35,-93,20.93,19.84,5.92,96.4,132.08,141.73,2666377,0.87,51.45,53.41,1166575.88,0.9,0,0,302199.69,1,1.57,17.36,61513.97,0.09,65.27,70.1,1330447.75,0.85,97.58,104.03,2100179.5,0.87,150.5,165.82,3184167.75,0.85,2.63,4.95,1009600.88,0.5,3.28,4.79,326813.31,0.64,172.54,204.15,3345269.5,0.79,17.95,23.79,457915.56,0.7,35.65,44.67,343327.97,0.74,0
2019-01-02,4:00:00,382.23,384,41.35,99.4,3.78,139.62,806228.31,0.03,8.06,8.48,423380.75,0.89,143.7,No Data,No Data,No Data,50.43,58.88,23.55,90.4,91,95,31,-94.45,21.28,25.28,5.6,97.2,122.89,134.48,2666502.25,0.86,49.36,50.78,1166628.13,0.91,0,0,302199.69,1,2.7,20.15,61515.83,0.13,66.57,71.27,1330513.63,0.86,96.91,104.07,2100281,0.87,144.85,161.74,3184314.5,0.84,2.56,4.79,1009603.38,0.5,2.82,4.42,326816.88,0.6,154.02,190.76,3345435,0.76,26.94,31.07,457935.25,0.81,36.18,44.64,343364.91,0.76,0
2019-01-02,5:00:00,390.06,397.29,41.35,99.4,3.78,139.62,806228.31,0.03,9.25,9.57,423389.09,0.9,145.77,No Data,No Data,No Data,53.2,60.42,24.58,90.8,97,103,36,-93.76,18.83,19.2,7.04,93.2,128.43,140.42,2666636,0.87,59.54,60.84,1166682.88,0.92,0,0,302199.69,1,3.36,18.91,61517.88,0.17,82.43,85.45,1330591.88,0.89,109.2,113.99,2100381.25,0.9,141.43,158.68,3184460.25,0.85,2.5,4.84,1009605.94,0.49,3.63,5.71,326820.22,0.6,172.48,203.13,3345598.75,0.8,21.68,25.37,457955.91,0.8,37.57,45.58,343401.97,0.78,0
2019-01-02,6:00:00,462.57,468.18,66.46,99,3.78,139.62,806228.31,0.03,26.58,30.62,423406.5,0.78,159.66,No Data,No Data,No Data,75.98,90.62,26.11,95.2,99,108,44,-91.32,20.53,22.56,5.76,96.8,142.1,149.37,2666780,0.89,65.16,66.74,1166744.5,0.91,0,0,302200.66,1,1.99,19.1,61519.89,0.1,81.68,85.77,1330672.75,0.87,113.64,119.08,2100484.5,0.89,144.17,161.65,3184605,0.84,2.52,4.96,1009608.44,0.48,3.37,4.76,326824.19,0.66,170.86,201.07,3345762,0.79,16.04,21.95,457977.25,0.68,36.13,44.56,343439.31,0.76,0
2019-01-02,7:00:00,488.42,491.82,69.42,99,3.78,139.62,806228.31,0.03,27.74,31.57,423432.38,0.79,177.53,No Data,No Data,No Data,92.62,90.11,26.62,96.2,163,170,48,-95.84,19.39,18.4,5.92,95.2,156.02,163.38,2666927.25,0.9,64.59,65.14,1166807,0.93,11.26,11.9,302202.75,0.9,1.87,17.73,61521.05,0.1,104,105.39,1330769.25,0.91,127.47,130.19,2100603,0.92,143.41,160.75,3184749.75,0.84,2.61,4.92,1009611,0.5,4.44,6.78,326828.75,0.61,192.72,222.17,3345946.5,0.81,34,38.46,458005.63,0.83,36.6,45.34,343477.13,0.76,0
2019-01-02,8:00:00,518.7,502.15,69.42,99,3.78,139.62,806228.31,0.03,28.59,32.44,423460.22,0.83,184.32,No Data,No Data,No Data,94.92,98.3,29.18,95.4,186,192,50,-96.5,23.68,22.88,7.2,93.8,169.46,174.37,2667087,0.92,70.35,70.24,1166875.75,0.94,7.58,8.44,302210.59,0.85,1.27,20.09,61523.21,0.06,85.28,88.3,1330861.5,0.88,135.01,138.23,2100733.75,0.91,164.41,185.04,3184894,0.84,2.4,4.6,1009613.56,0.49,4.39,7.64,326833.06,0.54,185.26,202.25,3346138,0.86,31.54,37.09,458037.81,0.79,34.56,43.85,343514.97,0.74,0
2019-01-02,9:00:00,526.82,525.78,73.85,99,3.78,139.62,806228.31,0.03,29.21,33.15,423488.78,0.83,190.52,No Data,No Data,No Data,99.69,106.5,31.23,94.8,183,188,44,-97.19,21.68,24.64,7.2,95.8,165.65,168.54,2667260.25,0.92,73.58,72.44,1166947.38,0.95,8.33,9.06,302218.34,0.86,0.96,17.72,61524.47,0.05,84.69,87.57,1330946.38,0.88,143.02,144.41,2100874,0.92,140.19,157.33,3185039.25,0.83,2.69,5.14,1009616.25,0.49,4.57,7.6,326837.66,0.56,193.91,225.67,3346332,0.8,26.35,32.83,458065.97,0.75,40.19,47.94,343552.38,0.78,0
2019-01-02,10:00:00,524.01,573.05,98.95,98.6,3.78,139.62,806228.31,0.03,26.98,31.09,423517.19,0.82,202.49,No Data,No Data,No Data,107.37,110.59,38.91,93.8,197,204,56,-96.17,20.88,16.8,7.04,92.8,171.56,176.85,2667442.25,0.92,85.59,84.87,1167027.38,0.95,12.48,13.11,302228.22,0.9,2.65,20.77,61525.25,0.12,86.84,90.68,1331031.38,0.88,163.17,175.45,2101050.5,0.88,143.47,160.39,3185187.25,0.85,2.58,5.06,1009619.06,0.48,4.42,7.65,326842.38,0.54,211.52,238.92,3346532.5,0.83,24.7,31.1,458093.06,0.75,30.25,38.58,343588.91,0.74,0
2019-01-02,11:00:00,548.68,553.85,82.71,98.8,3.78,139.62,806228.31,0.03,26.86,31.18,423545.31,0.81,192.59,No Data,No Data,No Data,110.8,110.59,37.38,93.4,186,190,43,-97.31,21.44,23.68,7.04,95.4,188.8,189.61,2667618,0.93,85.23,84.54,1167113,0.94,7.28,8.01,302238.81,0.85,1.3,23.49,61527.07,0.05,84.43,87.57,1331114.88,0.88,166.06,179.21,2101221.25,0.86,149.86,165.76,3185337,0.85,2.82,5.09,1009621.75,0.52,4.48,7.66,326846.88,0.54,191.88,208.03,3346732.75,0.86,29.74,35.23,458121.47,0.78,36.93,45.38,343625.34,0.76,0
2019-01-02,12:00:00,540.41,571.57,87.14,98.8,3.78,139.62,806228.31,0.03,30.44,33.91,423573.75,0.85,198.79,No Data,No Data,No Data,104.65,109.57,29.18,96,178,184,50,-96.22,17.3,19.2,7.04,93.2,178.25,184.72,2667793.75,0.91,74.21,73.33,1167193.5,0.95,5.02,5.57,302247.59,0.85,1.85,23.06,61528.77,0.08,87.42,90.17,1331201.13,0.89,161.22,172.98,2101389.25,0.87,147.1,164.03,3185487.5,0.84,2.88,6,1009624.5,0.45,4.41,7.66,326851.41,0.54,209.82,237.11,3346934.75,0.83,26.68,33.12,458148.66,0.75,53.93,57.11,343668.72,0.89,0
2019-01-02,13:00:00,530.95,540.55,93.05,98.4,3.78,139.62,806228.31,0.03,61.11,61.08,423617.81,0.96,197.46,No Data,No Data,No Data,108.54,97.79,29.18,95.6,195,198,43,-97.52,19.01,20.96,7.04,94.4,150.91,157.91,2667957,0.91,72.84,72.48,1167267.75,0.95,11.68,12.64,302257.03,0.88,3.92,19.21,61530.59,0.2,81.91,86.17,1331284.63,0.88,127.34,129.6,2101525.5,0.93,152.77,169.53,3185637.25,0.86,2.56,5.61,1009627.25,0.43,4.26,7.26,326855.97,0.56,211.97,239.91,3347140,0.84,24.88,30.77,458174.34,0.77,41.76,46.51,343719.88,0.85,0
2019-01-02,14:00:00,534.94,524.31,88.62,98.6,3.78,139.62,806228.31,0.03,27.59,31.82,423649.44,0.81,194.81,No Data,No Data,No Data,97.59,80.9,27.14,95.2,166,171,42,-96.87,19.52,16.96,7.04,91.8,172.06,175.3,2668118.75,0.92,76.43,75.25,1167342.38,0.94,4.22,5.3,302267.53,0.75,0.74,19.14,61531.29,0.04,93.9,97.6,1331377.25,0.88,132.73,133.24,2101655,0.92,155.01,169.77,3185788.75,0.85,2.7,5.01,1009630.13,0.5,4.64,7.65,326860.66,0.56,197.52,212.83,3347345.5,0.86,21,28.8,458198,0.68,50.26,55.12,343769.34,0.85,0
2019-01-02,15:00:00,520.32,522.83,85.66,98.6,3.78,139.62,806228.31,0.03,25.62,30.02,423676.59,0.8,205.59,No Data,No Data,No Data,88.52,84.48,31.23,93.8,173,178,45,-96.75,21.22,19.36,7.2,95,169.79,175.65,2668286,0.91,75.14,74.1,1167417.25,0.94,4.6,5.49,302272.63,0.79,1.1,20.69,61532.16,0.05,91.57,95.19,1331472.13,0.88,141.7,141.55,2101786.5,0.93,156.62,171.24,3185939.75,0.86,2.62,4.92,1009632.94,0.5,4.5,7.29,326865.34,0.57,210.79,237.04,3347549.75,0.83,26.36,32.91,458222,0.75,30.79,39.54,343809.44,0.73,0
