DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (PF),BLD C (KW)
2019-01-26,23:00:00,434.95,422.4,66.46,98.8,3.78,139.62,806228.31,0.03,7.93,8.27,437231.69,0.89,154.63,No Data,No Data,No Data,53.81,55.81,26.11,90.8,190,196,54,-96.23,21.18,19.2,4.96,96.2,117.74,131.17,2762194.5,0.84,68.41,68.47,1212186,0.93,0,0,304911.19,1,1.98,20.34,62756.04,0.09,76.36,79.37,1385759.38,0.88,97.89,101.91,2175047.25,0.89,208.58,213.18,3296551,0.92,2.88,6.47,1011270.81,0.42,3.51,5.24,329175.47,0.62,177.79,205.77,3476993,0.8,24.73,29.26,474600.84,0.78,24.06,35.05,366129.78,0.64,0
2019-01-27,0:00:00,430.97,432.74,66.46,98.8,3.78,139.62,806228.31,0.03,6.27,7.07,437240.78,0.81,154.63,No Data,No Data,No Data,54.89,57.86,25.6,87.8,118,124,39,-94.67,20.02,15.52,5.6,93.8,118.94,132.18,2762314.75,0.84,67.64,67.61,1212255.25,0.93,0,0,304911.19,1,2.06,17.82,62758.08,0.11,78.61,81.83,1385834.63,0.88,99.81,103.59,2175145,0.9,201.59,207.34,3296754.75,0.91,2.59,5.51,1011273.5,0.44,3.46,5.01,329178.88,0.64,170.27,196.74,3477154,0.8,30.01,34.36,474629.03,0.81,24.38,34.48,366153.09,0.66,0
2019-01-27,1:00:00,444.85,432.74,70.89,98.6,3.78,139.62,806228.31,0.03,9.65,9.77,437250.19,0.85,151.53,No Data,No Data,No Data,50.79,58.88,25.6,90.6,96,100,31,-94.96,20.06,17.28,5.6,94,120.28,130.98,2762433.75,0.86,67.39,67.83,1212322.63,0.92,0,0,304911.19,1,2.72,20,62759.93,0.13,72.34,75.1,1385908.88,0.88,95.35,98.94,2175242.75,0.9,190.22,197.38,3296953.5,0.9,3,6.27,1011276.19,0.45,2.94,4.52,329182.44,0.61,151.23,168.19,3477312.5,0.84,29.46,34.07,474654.91,0.8,20.45,32.56,366176.06,0.59,0
2019-01-27,2:00:00,438.79,432.74,66.46,98.8,3.78,139.62,806228.31,0.03,11.62,11.63,437259.13,0.93,150.35,No Data,No Data,No Data,51.71,49.15,20.48,89.4,85,90,32,-93.53,21.97,19.36,5.6,95,119.09,131.64,2762552.5,0.84,66.68,67.79,1212390.38,0.91,0,0,304911.19,1,1.42,19.85,62762.33,0.07,71.44,74.96,1385980.88,0.86,100.77,103.97,2175341.75,0.9,193.29,199.27,3297145.25,0.9,2.56,5.54,1011278.81,0.43,3.49,5.07,329185.84,0.64,136.16,172.71,3477476,0.73,28.16,32.53,474682.75,0.8,19.16,31.54,366198.84,0.56,0
2019-01-27,3:00:00,430.52,438.65,73.85,98.6,3.78,139.62,806228.31,0.03,8.61,8.82,437268.5,0.9,144.44,No Data,No Data,No Data,49.72,56.83,25.09,90.8,88,93,34,-92.8,18.22,21.12,5.92,95.8,149.36,156.73,2762672.25,0.9,73.46,75.76,1212455.88,0.91,0,0,304911.19,1,2.47,17.95,62764.51,0.13,71.21,74.7,1386052.13,0.87,99.09,102.56,2175439,0.9,180.83,189.54,3297333,0.9,2.7,5.57,1011281.44,0.45,2.97,4.29,329189.22,0.65,176.87,204.13,3477639,0.81,27.16,31.61,474712.34,0.8,30.33,39.94,366224.03,0.71,0
2019-01-27,4:00:00,432.74,447.51,70.89,98.8,3.78,139.62,806228.31,0.03,6.3,7.02,437277.81,0.87,147.4,No Data,No Data,No Data,50.59,59.39,25.09,90.6,80,85,30,-93.39,21.5,22.72,5.92,96.8,112.98,124.76,2762791,0.85,65.37,66.51,1212522.38,0.92,0,0,304911.19,1,2.7,19.67,62766.61,0.13,68.72,72.28,1386123,0.87,91.59,96.04,2175536,0.89,175.22,185.25,3297513.25,0.89,2.64,5.43,1011284.06,0.46,3.29,4.86,329192.66,0.63,165.41,193.31,3477800.25,0.8,27.25,30.87,474742.75,0.82,28.4,38.14,366251.75,0.7,0
2019-01-27,5:00:00,427.13,420.92,72.37,98.6,3.78,139.62,806228.31,0.03,11.59,11.58,437287.28,0.91,147.1,No Data,No Data,No Data,49.92,60.93,24.58,90.2,82,87,32,-93,17.6,20.16,4.64,97,128.43,140.15,2762910.5,0.86,66.39,67.45,1212588.38,0.91,0,0,304911.19,1,1.93,18,62768.58,0.1,68.29,72.77,1386192.13,0.85,100.21,103.06,2175632.5,0.9,176.05,185.35,3297689.75,0.89,2.45,5.16,1011286.69,0.44,3.02,4.37,329196.22,0.64,173.99,205.43,3477962.5,0.79,30.82,34.16,474769.16,0.84,32.52,41.62,366279.06,0.73,0
2019-01-27,6:00:00,484.28,528.74,84.18,98.8,3.78,139.62,806228.31,0.03,24.4,30.01,437303.69,0.75,160.54,No Data,No Data,No Data,57.96,72.19,33.79,88.4,89,94,32,-94.07,23.39,23.2,5.76,97.8,128.63,138.29,2763031,0.87,65.04,66.03,1212654.38,0.92,0,0,304911.19,1,1.85,18.19,62770.83,0.1,69.77,73.86,1386260,0.86,130.74,147.4,2175732.5,0.83,173.4,184.01,3297860.75,0.88,2.52,5.31,1011289.25,0.44,3.38,4.89,329199.88,0.64,142.29,177.91,3478124,0.74,23.78,28.09,474796.19,0.79,29.73,39.35,366306.25,0.7,0
2019-01-27,7:00:00,497.28,524.31,78.28,98.8,3.78,139.62,806228.31,0.03,23.29,28.8,437325.97,0.74,178.71,No Data,No Data,No Data,55.19,60.93,25.6,90.6,144,151,46,-95.35,16.99,22.24,5.6,97,135.49,144.86,2763153.75,0.87,65.56,66.78,1212719.13,0.91,0,0,304911.19,1,0.91,20.32,62772.91,0.04,101.29,103.31,1386352.38,0.89,98.51,105.08,2175842.5,0.87,168.21,180.5,3298027.5,0.87,2.63,5.08,1011291.81,0.48,3.17,4.74,329203.16,0.62,190.22,221.59,3478302.25,0.79,39.98,43.15,474830.25,0.86,23.43,35.09,366333.22,0.62,0
2019-01-27,8:00:00,488.42,482.95,73.85,98.8,3.78,139.62,806228.31,0.03,23.41,29.21,437350.03,0.75,185.5,No Data,No Data,No Data,59.29,59.39,26.11,88.8,192,197,51,-96.53,20,21.76,7.2,95.4,124.96,136.93,2763278.75,0.85,66.02,66.62,1212783.75,0.92,0,0,304911.19,1,1.26,20.77,62774.29,0.06,98.88,101.99,1386442.13,0.88,113.07,118.27,2175945.25,0.89,163.5,176.14,3298193.5,0.87,2.61,4.83,1011294.44,0.5,7.69,10.31,329207.09,0.69,188.25,219.87,3478483,0.79,39.36,43.58,474866.47,0.84,28.93,38.66,366360.41,0.7,0
2019-01-27,9:00:00,493.59,484.43,82.71,98.6,3.78,139.62,806228.31,0.03,20.94,27.47,437372.03,0.72,181.51,No Data,No Data,No Data,66.51,65.02,22.02,94.2,184,188,45,-97.16,18.13,21.92,5.92,96,115.7,125.87,2763399,0.87,64.85,66.09,1212849.88,0.93,0,0,304911.19,1,2.93,18.2,62775.61,0.16,94.77,97.56,1386530.75,0.9,107.09,112.46,2176047.75,0.9,159.41,172.55,3298359.75,0.88,2.85,6.38,1011297.31,0.42,3.61,4.46,329211.31,0.76,192.09,222.02,3478666.75,0.82,31.69,36.79,474903,0.81,27.24,37.04,366388.25,0.7,0
2019-01-27,10:00:00,492.11,487.38,78.28,98.8,3.78,139.62,806228.31,0.03,25.36,30.75,437392.31,0.77,182.99,No Data,No Data,No Data,73.63,65.54,24.06,92.4,178,183,43,-97.4,17.36,25.6,7.2,93.8,127.55,137.74,2763522,0.87,66.35,66.84,1212915.75,0.92,0,0,304911.19,1,0.99,19.16,62776.69,0.05,91.54,94.87,1386620.13,0.88,98.72,105.62,2176162.5,0.87,165.67,178.3,3298531.75,0.87,2.66,6.48,1011300.19,0.38,4.25,5.46,329215.59,0.72,182.64,216.44,3478850.5,0.78,32.29,37.54,474942,0.8,52.89,56.98,366426.34,0.87,0
2019-01-27,11:00:00,506.73,528.74,78.28,98.8,3.78,139.62,806228.31,0.03,26.29,30.8,437417.56,0.8,180.18,No Data,No Data,No Data,56.37,59.9,23.55,91.4,198,204,51,-96.76,19.62,20.96,5.76,96.8,137.95,144.8,2763650.5,0.89,62.77,63.4,1212981.25,0.92,0,0,304911.25,1,1.18,17.4,62778.09,0.07,88.37,90.99,1386708.88,0.89,104.62,110.07,2176271.5,0.89,172.11,184.35,3298705,0.88,3.12,7.61,1011303.13,0.38,3.82,4.79,329219.63,0.74,165.32,365.55,3479033.75,0.42,37,41.33,474976.63,0.83,46.89,52.32,366472.94,0.84,0
2019-01-27,12:00:00,495.51,530.22,88.62,98.6,3.78,139.62,806228.31,0.03,32.37,35.6,437446.41,0.85,184.76,No Data,No Data,No Data,58.37,67.07,27.65,90.4,189,196,54,-96.29,16.64,21.44,6.4,95.8,112.67,123.56,2763785.75,0.85,68.36,68.22,1213047.88,0.93,0,0,304911.25,1,1.53,21.25,62779.53,0.07,89.63,92.3,1386800.75,0.88,95.56,102.71,2176379,0.86,185.21,194.94,3298885.75,0.89,3.09,7.28,1011306.13,0.4,3.94,4.66,329223.56,0.79,161.88,366.42,3479198,0.41,36.73,41.58,475011.78,0.82,48.62,53.74,366519.63,0.84,0
2019-01-27,13:00:00,496.69,505.11,85.66,98.6,3.78,139.62,806228.31,0.03,27.15,31.67,437474.13,0.8,185.94,No Data,No Data,No Data,57.4,64.51,29.18,90,207,214,59,-96.07,19.09,18.08,6.4,93.6,110.08,121,2763909.5,0.85,66.16,66.91,1213115.63,0.92,0,0,304911.25,1,1.48,19.13,62780.9,0.07,90.73,93.89,1386892.25,0.88,110.09,115.34,2176484,0.89,190.77,199.99,3299078.25,0.89,2.8,6.57,1011309.25,0.4,4.33,5.35,329227.69,0.75,167.72,372.6,3479363.5,0.42,32.26,37.48,475051.44,0.8,27.65,39.57,366555.84,0.65,0
2019-01-27,14:00:00,503.19,502.15,81.23,98.6,3.78,139.62,806228.31,0.03,32.5,36.43,437501.03,0.83,185.06,No Data,No Data,No Data,65.95,68.1,29.18,91.2,164,169,43,-96.66,15.04,12.96,5.76,89.2,139.55,148.72,2764038.25,0.88,73.19,72.85,1213183.5,0.93,0,0,304911.25,1,1.34,18.11,62782.75,0.07,91.4,93.81,1386987.63,0.89,109.04,113.82,2176589.5,0.89,206.76,213.03,3299278.5,0.91,2.95,7.81,1011312.31,0.35,3.54,5.88,329231.5,0.56,164.02,370.54,3479526.75,0.41,36.71,41.87,475083.28,0.81,30.06,40.21,366588.41,0.7,0
2019-01-27,15:00:00,495.36,491.82,81.23,98.6,3.78,139.62,806228.31,0.03,40.55,42.45,437537.41,0.89,186.83,No Data,No Data,No Data,52.38,60.42,21.5,91.6,160,164,42,-96.75,18.43,22.4,7.52,94.8,149.31,155.41,2764164.25,0.9,68.15,68.22,1213251.5,0.93,0,0,304911.25,1,0.82,19.9,62784.41,0.04,99.91,101.91,1387081.38,0.89,116.15,120.02,2176703.75,0.9,203.54,209.76,3299482.25,0.91,2.87,6.6,1011315.38,0.41,3.52,5.81,329235.16,0.56,165.95,370.73,3479688.25,0.42,31.59,37.1,475117,0.79,28.09,39.68,366614.56,0.66,0
2019-01-27,16:00:00,500.53,485.91,84.18,98.4,3.78,139.62,806228.31,0.03,28.55,32.21,437565.13,0.83,187.72,No Data,No Data,No Data,53.61,54.27,25.6,89.2,137,140,35,-96.95,16.54,19.2,6.08,95,143.63,151.46,2764294.5,0.89,69.43,69.55,1213321.88,0.93,0,0,304911.25,1,2.03,20.26,62786.21,0.1,103.6,106.6,1387174.38,0.89,105.79,110.93,2176811.5,0.89,198.37,206.89,3299686,0.9,2.9,6.85,1011318.5,0.4,6.41,8.82,329239.06,0.68,158.39,363.25,3479850.5,0.41,33.57,38.4,475151.88,0.82,24.34,36.41,366641.22,0.63,0
2019-01-27,17:00:00,500.97,491.82,87.14,98.4,3.78,139.62,806228.31,0.03,24.63,29.65,437593.19,0.78,190.23,No Data,No Data,No Data,51.71,62.98,25.6,90.4,147,151,39,-96.64,16.93,20.32,6.24,96.2,148.75,154.17,2764427.5,0.91,72.01,72.01,1213392.38,0.94,0,0,304911.25,1,2.44,20.32,62788.18,0.12,89.57,92.51,1387269.38,0.89,104.96,110.91,2176920.25,0.89,203.16,211.03,3299893.5,0.91,2.84,7.42,1011321.5,0.36,4.12,5.08,329242.94,0.76,161.7,365.19,3480010,0.41,37.64,42.22,475187.22,0.84,23.65,35.6,366667.88,0.62,0
2019-01-27,18:00:00,501.27,503.63,88.62,98.4,3.78,139.62,806228.31,0.03,22.93,28.43,437623.06,0.72,191.7,No Data,No Data,No Data,55.86,63.49,26.11,90.2,153,157,40,-96.72,21.06,22.56,5.12,96.6,118.76,130.03,2764556,0.86,73.02,72.76,1213463.5,0.94,0,0,304911.25,1,1.9,18.46,62790.47,0.1,80.55,83.29,1387352.88,0.89,107.42,112.26,2177032.5,0.89,244.01,250.21,3300114.5,0.92,3.35,8.54,1011324.44,0.37,3.42,4.8,329246.88,0.66,155.85,359.31,3480169,0.4,30.21,35.94,475222.66,0.79,24.97,36.54,366695.78,0.64,0
2019-01-27,19:00:00,505.55,497.72,78.28,98.8,3.78,139.62,806228.31,0.03,24.71,29.99,437645.97,0.77,199.38,No Data,No Data,No Data,52.28,55.81,26.11,91.4,154,161,48,-95.5,16.43,22.4,5.28,96.6,111.7,123.46,2764674.5,0.85,71.85,71.38,1213534.88,0.94,0,0,304911.25,1,1.44,21.81,62792.05,0.06,75.02,78.43,1387431.5,0.87,113.19,118.06,2177150,0.89,223.18,226.83,3300340.25,0.92,2.75,7.43,1011327.5,0.35,3.37,5.12,329250.06,0.61,154.08,358.58,3480322.5,0.4,39.51,44.39,475256.41,0.83,30.15,39.86,366725.09,0.71,0
2019-01-27,20:00:00,502.3,537.6,76.8,99,3.78,139.62,806228.31,0.03,24.27,29.6,437669.84,0.74,193.03,No Data,No Data,No Data,54.43,59.9,26.62,89.8,151,155,41,-96.49,19.44,23.52,5.28,97.4,123.52,136.68,2764792.75,0.85,72.34,72.16,1213606.5,0.94,0,0,304911.25,1,1.9,17.53,62793.19,0.1,80.94,83.25,1387512.38,0.89,109.8,114.5,2177258.75,0.9,219.17,224.45,3300567.75,0.92,2.76,7.14,1011330.5,0.36,3.32,5.03,329253.56,0.62,150.66,354.62,3480474,0.4,33.43,38.88,475290.31,0.8,25.33,36.44,366754.16,0.65,0
2019-01-27,21:00:00,466.41,487.38,75.32,98.8,3.78,139.62,806228.31,0.03,8.64,8.91,437686.59,0.83,195.54,No Data,No Data,No Data,57.34,56.83,26.11,90.4,153,158,45,-95.79,18.06,18.72,5.6,97,116.06,129.48,2764907.25,0.84,74,73.52,1213678,0.93,0,0,304911.25,1,1.11,18.4,62794.69,0.06,79.59,82.93,1387590.38,0.87,102.39,107.58,2177365,0.88,215.79,219.78,3300792.5,0.92,2.69,7.1,1011333.5,0.35,5.72,8.25,329256.81,0.64,148.79,351.64,3480625.5,0.39,20.58,25.62,475317.78,0.74,22.76,34.74,366781.22,0.61,0
2019-01-27,22:00:00,455.19,456.37,78.28,98.6,3.78,139.62,806228.31,0.03,9.54,9.65,437696.38,0.9,189.05,No Data,No Data,No Data,55.19,64,26.62,90.2,152,158,46,-95.75,19.25,16.16,6.72,93.6,119.12,132.58,2765026.25,0.85,68.95,68.62,1213748.38,0.94,0,0,304911.25,1,1.72,17.73,62795.85,0.09,72.81,77.11,1387666,0.87,109.33,113.69,2177470.5,0.9,215.2,219.53,3301014.5,0.92,3.33,7.57,1011336.38,0.41,3.23,4.77,329260.19,0.63,148.76,351.66,3480778.25,0.4,22.03,26.9,475342.81,0.77,23.7,34.74,366807.25,0.64,0
2019-01-27,23:00:00,426.24,423.88,70.89,98.6,3.78,139.62,806228.31,0.03,10.19,10.22,437706.19,0.9,160.39,No Data,No Data,No Data,65.28,64.51,26.11,92.2,141,148,48,-94.96,20.9,23.68,5.6,97.6,146.1,153.17,2765145.25,0.89,68.42,68.64,1213817.63,0.93,0,0,304911.25,1,2.01,18.44,62798.17,0.11,75.17,79.15,1387740.88,0.87,103.3,106.25,2177584.75,0.9,211.54,215.47,3301232.25,0.92,2.93,6.78,1011339.25,0.4,3.06,4.67,329263.44,0.61,143.28,347.6,3480924,0.38,31.13,34.31,475371.75,0.84,22.44,34.93,366832.5,0.6,0
2019-01-28,0:00:00,446.18,448.98,72.37,98.6,3.78,139.62,806228.31,0.03,11.97,11.7,437716.72,0.92,158.62,No Data,No Data,No Data,62.72,66.56,22.53,93,90,99,43,-90.01,20.03,23.04,5.76,96,115.86,127.15,2765268.5,0.85,74.14,73.28,1213891.13,0.94,0,0,304911.25,1,2,19.98,62800.07,0.1,72.11,75.94,1387814.5,0.86,114.24,115.21,2177685,0.92,205.68,208.97,3301444,0.92,2.67,6.01,1011342,0.41,3.6,5.32,329266.78,0.63,154.69,357.47,3481070.5,0.4,20.2,25.43,475402.16,0.73,25.71,36.36,366856.72,0.66,0
2019-01-28,1:00:00,452.68,459.32,69.42,98.8,3.78,139.62,806228.31,0.03,10.4,10.06,437728.59,0.95,155.52,No Data,No Data,No Data,61.34,64.51,23.04,92.2,90,96,36,-92.44,22.13,20.16,5.76,95.4,124.03,132.62,2765391.25,0.87,73.91,73.5,1213965.5,0.93,0,0,304911.25,1,1.15,20.19,62801.61,0.06,77.65,80.48,1387888.25,0.87,105.32,106.68,2177794.75,0.91,195.86,202.49,3301646.75,0.9,2.63,5.56,1011344.75,0.44,3.39,5.16,329270.5,0.61,147.95,352.72,3481220.25,0.39,20.48,26,475429.59,0.73,23.04,34.37,366880.69,0.62,0
2019-01-28,2:00:00,453.56,438.65,73.85,98.6,3.78,139.62,806228.31,0.03,13.2,12.95,437739.5,0.92,159.95,No Data,No Data,No Data,60.67,57.86,26.62,90.8,86,91,34,-92.93,18.64,22.56,5.76,96.4,135.2,145.05,2765514.25,0.87,69.23,69.14,1214035.13,0.93,0,0,304911.25,1,0.8,20.89,62803.18,0.04,77.48,80.82,1387964.25,0.87,102.31,104.51,2177900.5,0.9,190.97,197.52,3301839,0.9,2.63,5.39,1011347.38,0.45,3.99,5.93,329273.91,0.62,152,357.42,3481369,0.39,31.77,35.82,475458.59,0.82,41.06,46.29,366905.31,0.82,0
2019-01-28,3:00:00,452.82,472.62,75.32,98.8,3.78,139.62,806228.31,0.03,12.98,12.67,437751.03,0.93,149.17,No Data,No Data,No Data,58.37,69.63,26.62,92.6,90,96,37,-91.92,21.65,16.8,5.76,93.4,126.9,136,2765641.5,0.87,66.55,67.23,1214102.13,0.92,0,0,304911.25,1,1.79,17.98,62804.86,0.1,72.79,76.66,1388037.13,0.86,114.43,115.65,2178004.75,0.92,200.82,210.92,3302023.25,0.89,2.67,5.31,1011350,0.47,3.05,6.12,329277.25,0.46,146.12,350.52,3481516.25,0.39,29.79,32.99,475488.13,0.84,30.32,40.33,366934.06,0.7,0
2019-01-28,4:00:00,453.42,471.14,85.66,98.4,3.78,139.62,806228.31,0.03,12.33,11.8,437763,0.97,156.41,No Data,No Data,No Data,57.7,68.61,29.18,91.2,97,102,35,-94.02,19.97,22.24,5.76,96.8,130.61,141.48,2765774,0.86,76.69,78.09,1214167.88,0.91,0,0,304911.25,1,2.41,20.11,62807.13,0.12,69.19,73.72,1388108.63,0.85,130.81,144.63,2178112.5,0.84,177.86,186.31,3302201,0.89,2.55,5.15,1011352.63,0.46,2.65,5.86,329280.41,0.42,147.72,351.69,3481661.25,0.39,28.56,32.51,475515.19,0.82,25.28,36.59,366963.28,0.64,0
2019-01-28,5:00:00,459.77,478.52,76.8,98.6,3.78,139.62,806228.31,0.03,11.39,11.15,437776.31,0.89,154.49,No Data,No Data,No Data,61.75,76.29,34.3,90.4,87,93,35,-92.82,23.74,25.6,5.76,97.6,130.45,140.78,2765905.25,0.86,68.05,68.44,1214236.5,0.92,0,0,304911.25,1,1.38,19.96,62809.71,0.07,89.08,90.45,1388196.5,0.89,102.98,106.59,2178224,0.89,174.23,182.83,3302374.75,0.89,3.12,6.22,1011355.19,0.47,3.51,5.51,329283.69,0.59,149.27,354.45,3481806.75,0.39,32.78,36.94,475542.06,0.82,30.68,41.13,366992.91,0.69,0
2019-01-28,6:00:00,512.64,536.12,82.71,98.8,3.78,139.62,806228.31,0.03,27.84,32.17,437796.63,0.76,181.96,No Data,No Data,No Data,86.12,105.98,31.23,95.8,96,101,36,-93.47,21.65,23.36,5.6,96.6,136.09,142.96,2766046.5,0.89,73.24,73.58,1214305.5,0.93,0,0,304911.56,1,2.46,18.72,62811.66,0.13,99.95,102.41,1388287.75,0.89,107.05,110.14,2178329.5,0.91,174.02,183.21,3302546.5,0.89,2.58,5.19,1011357.75,0.47,3.93,6.05,329287.5,0.61,148.29,350.32,3481955.25,0.39,31.15,35.06,475572.47,0.83,24.38,36.65,367021.78,0.62,0
2019-01-28,7:00:00,569.35,546.46,90.09,98.6,3.78,139.62,806228.31,0.03,32.07,35.63,437836.81,0.79,206.92,No Data,No Data,No Data,102.96,108.54,32.77,94.6,160,165,47,-95.92,22.43,26.88,5.6,97.6,152.69,157.47,2766193.5,0.91,75.18,74.46,1214377.25,0.94,10.5,11.77,304912.53,0.84,1.86,18.25,62813.63,0.1,111.1,111.72,1388393,0.91,120.82,123.25,2178445.75,0.91,174.35,184.11,3302719.75,0.89,2.66,6.23,1011360.38,0.4,4.1,7.79,329292.03,0.49,166.32,367.15,3482118.75,0.42,36.41,40.52,475610.22,0.84,22.73,35.05,367049.09,0.61,0
2019-01-28,8:00:00,579.4,598.15,115.2,98.2,3.78,139.62,806228.31,0.03,34.06,36.87,437874.5,0.87,231.29,No Data,No Data,No Data,118.43,121.34,37.38,95.8,213,221,64,-95.65,26.82,25.12,6.88,96.8,242.34,249.96,2766407.75,0.92,105.16,103.46,1214467.63,0.95,5.34,6.02,304917.44,0.84,2.81,22,62816.05,0.12,117.46,120.18,1388508.13,0.9,148.33,147.4,2178574,0.94,179.04,188.34,3302897.75,0.9,2.72,6.31,1011363.13,0.41,4.58,8.36,329296.34,0.51,203.74,405.09,3482297.5,0.47,41.33,44.64,475650.72,0.87,24.31,36.12,367077.22,0.63,0
2019-01-28,9:00:00,592.54,608.49,109.29,98.4,3.78,139.62,806228.31,0.03,30.62,34.45,437905.94,0.83,257.58,No Data,No Data,No Data,127.03,131.58,33.28,96.8,199,204,50,-96.94,24.48,23.04,7.04,96,240.91,240.21,2766653,0.94,102.6,99.33,1214570.38,0.96,7,8.14,304924.28,0.8,0.6,21.04,62818.29,0.03,123.38,124.89,1388627.63,0.9,174.38,182.24,2178723.5,0.89,180.18,189.06,3303069.75,0.89,2.89,6.81,1011366,0.39,9.87,17.1,329302.28,0.54,223.5,416.95,3482505.75,0.5,39.89,43.66,475692.22,0.85,27.66,39.39,367105.84,0.65,0
2019-01-28,10:00:00,590.03,596.68,110.77,98.2,3.78,139.62,806228.31,0.03,30.81,34.67,437936,0.84,267.91,No Data,No Data,No Data,128.36,123.39,32.77,96.2,189,193,44,-97.28,20.38,21.12,7.2,95,270.85,271.34,2766889.75,0.95,106.91,104.56,1214677.13,0.96,6.94,7.74,304932.47,0.85,3.42,22.72,62821.8,0.15,121.01,123.26,1388749.38,0.91,184.79,191.9,2178906.75,0.91,202.58,215.55,3303249,0.89,2.87,7.02,1011368.81,0.39,4.61,8.68,329309.16,0.5,227.57,422.43,3482732.75,0.51,36.01,40.55,475732.5,0.84,29.47,40,367134,0.69,0
2019-01-28,11:00:00,631.53,617.35,119.63,98,3.78,139.62,806228.31,0.03,30.58,34.38,437971.41,0.83,285.49,No Data,No Data,No Data,120.99,118.78,34.3,95.8,196,201,46,-97.26,19.82,22.88,7.2,95.6,236.51,239.92,2767133.5,0.93,112.47,109.47,1214788.25,0.96,16.27,16.39,304944.63,0.93,1.93,21.34,62825.06,0.09,122.46,122.8,1388871.5,0.91,186.43,192.96,2179083.25,0.9,179.2,188.59,3303430.5,0.89,2.8,6.35,1011371.63,0.41,8.06,14.84,329315.34,0.51,238.77,433.85,3482965.25,0.51,37.78,42.11,475767.19,0.84,31.45,40.96,367164.72,0.72,0
2019-01-28,12:00:00,650.73,660.18,131.45,98,3.78,139.62,806228.31,0.03,33.95,37.37,438004.94,0.86,278.25,No Data,No Data,No Data,128.87,125.44,34.82,96.2,227,233,56,-96.89,20.86,27.84,7.36,96.2,258.76,261.02,2767378.75,0.94,135.16,132.44,1214902,0.96,12.46,13.59,304954.25,0.87,2.96,21.4,62828.74,0.13,126.19,126,1388991.38,0.92,171,179.46,2179258.75,0.9,194.67,203.15,3303619.5,0.9,3.24,7.14,1011374.44,0.43,4.48,8.37,329323.25,0.5,233.09,426.74,3483196.5,0.51,36.82,40.97,475808.03,0.84,47.23,52.13,367202.69,0.85,0
2019-01-28,13:00:00,653.69,652.8,140.31,97.6,3.78,139.62,806228.31,0.03,37.95,40.34,438048.41,0.89,292.43,No Data,No Data,No Data,121.6,137.73,34.82,96.6,205,210,48,-97.31,22,24.64,6.24,96.8,255.4,257.4,2767613.5,0.94,116.06,112.65,1215016.75,0.97,12.79,14.18,304964.66,0.86,3.45,23.09,62831.52,0.14,124.19,124.5,1389118.25,0.92,189.54,195.61,2179437.5,0.91,187.56,196.94,3303815,0.9,2.94,6.93,1011377.31,0.4,8.55,15.62,329329.75,0.51,240.31,433.61,3483436.5,0.52,35.87,40.01,475846.41,0.84,30.84,40.24,367242.22,0.72,0
2019-01-28,14:00:00,671.85,667.57,128.49,98.2,3.78,139.62,806228.31,0.03,32.52,35.52,438082.06,0.86,284.01,No Data,No Data,No Data,120.93,128.51,37.89,95.8,185,189,45,-97.09,21.73,24.48,7.52,95.6,212.69,217.83,2767844,0.91,109.22,105.56,1215132,0.96,12.58,13.99,304976.94,0.84,1.36,21.95,62834.43,0.06,134.99,134.35,1389249.38,0.92,184.68,190.43,2179618.75,0.9,186.89,195.64,3304010,0.89,3.06,6.86,1011380.25,0.42,5.54,12.26,329335.41,0.42,241.68,434.88,3483676.75,0.52,36.86,41.04,475886.66,0.83,56.14,60.41,367286.94,0.87,0
