DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (Apparent PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (Apparent PF),Plant Chillers (Displacement PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (Apparent PF),BLD A FITNESS (Displacement PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (Apparent PF),BLD H (DISPLACEMENT PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (Apparent PF),BLD J (Displacement PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (Apparent PF),BLD K (Displacement PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (Apparent PF),BLD M (Displacement PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (Apparent PF),BLD N (Displacement PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (Apparent PF),BLD P (Displacement PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (Apparent PF),RES PH 1 & 2 (Displacement PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (Apparent PF),RES PH 3 (Displacement PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (Apparent PF),BLD S (Displacement PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (Apparent PF),BLD T (Displacement PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (Apparent PF),BLD V (Displacement PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (Apparent PF),BLD Z (Displacement PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (kW),BLD C Avg Current,BLD C (kWh),BLD C (Apparent PF),BLD C (Displacement PF) 
2019-03-01,10:00:00,604.21,595.2,100.43,0.986,3.78,139.62,806228.31,0.03,,21.21,30.35,455822.97,0.58,,286.82,304.25,94.52,95,121.14,135.17,39.94,0.952,203,207,45,-97.47,19.98,22.72,6.4,95,226.98,233.84,2897518.25,0.92,,111.36,108.12,1278525.5,0.97,,11.52,11.96,307993.72,0.91,,2.89,24.08,64527.42,0.12,,128.07,128.12,1458893.75,0.92,,178.04,185.98,2273591.5,0.9,,184.94,195.33,3443817.5,0.89,,2.67,6.16,1013544.38,0.41,,4.3,8.07,332592.16,0.5,,325.78,338.5,3632973.25,0.9,,55.33,56,509053.53,0.93,,43.76,51.48,402395.91,0.8,,1349,567,No Data,1352,574,No Data,0,,,,
2019-03-01,11:00:00,617.21,642.46,109.29,0.988,3.78,139.62,806228.31,0.03,,22.58,31.98,455849.41,0.6,,280.91,304.25,100.43,94.2,120.52,135.17,38.91,0.96,190,194,47,-97.15,18.83,20.96,6.56,96.2,239.56,242.44,2897742.5,0.93,,107.92,104.73,1278640.75,0.96,,10.6,11.08,308004.06,0.9,,2.15,23.7,64529.7,0.09,,131.23,130.7,1459022.5,0.92,,172.71,181.41,2273768,0.89,,179.96,190.53,3444002.75,0.88,,2.95,6.4,1013547.31,0.43,,4.58,8.79,332596.66,0.49,,331.83,342.62,3633305.5,0.9,,53.5,54.33,509102.19,0.92,,37.68,46.91,402437.78,0.75,,1345,579,No Data,1351,582,No Data,0,,,,
2019-03-01,12:00:00,596.82,602.58,110.77,0.982,3.78,139.62,806228.31,0.03,,33.37,43.37,455878.91,0.64,,274.71,285.05,94.52,94.2,127.59,123.9,39.42,0.946,206,212,53,-96.88,16.75,16.64,5.12,93.6,242.13,246.19,2897975.5,0.93,,108.89,106.15,1278755.13,0.96,,4.31,5.12,308013.03,0.8,,2.94,21.5,64531.52,0.13,,136.74,136.51,1459160.88,0.92,,147.79,146.9,2273918,0.95,,191.41,200.66,3444197,0.9,,2.81,6.01,1013550.44,0.44,,8.56,17.14,332602.63,0.47,,318.36,322.2,3633633,0.93,,51.68,53,509153,0.92,,34.73,45.19,402477.16,0.72,,1352,576,No Data,1351,574,No Data,0,,,,
2019-03-01,13:00:00,583.98,593.72,104.86,0.984,3.78,139.62,806228.31,0.03,,31.86,41.66,455905.56,0.64,,277.51,289.48,97.48,94.2,117.66,124.93,40.45,0.942,187,191,45,-97.24,15.98,17.6,6.72,94.4,266.75,267.65,2898192,0.94,,115.22,111.99,1278873.63,0.96,,11.95,12.87,308022.38,0.88,,2.11,20.9,64533.17,0.1,,147.04,150.75,1459298.75,0.9,,137.61,137.72,2274059,0.93,,201.47,210.34,3444392,0.9,,3.07,6.39,1013553.56,0.45,,5.35,9.23,332610.75,0.54,,312.03,315.46,3633961.5,0.93,,66.23,65.76,509208.88,0.94,,39.39,48.12,402514.31,0.77,,1353,576,No Data,1357,574,No Data,0,,,,
2019-03-01,14:00:00,601.7,595.2,96,0.986,3.78,139.62,806228.31,0.03,,20.87,29.66,455930.06,0.57,,283.57,311.63,107.82,93.8,112.69,111.62,32.26,0.96,187,192,49,-96.67,16.19,16.8,5.44,94.8,269.87,270.61,2898441,0.94,,124.78,120.51,1278989.63,0.96,,6.59,7.97,308033.66,0.78,,1.82,20.98,64535.13,0.08,,124.48,124.64,1459432.25,0.91,,134.64,134.49,2274222.75,0.93,,199.57,208.04,3444587.75,0.9,,2.98,6.63,1013556.63,0.42,,6.79,12.27,332615.91,0.52,,320.56,335.49,3634282.5,0.89,,76.82,74.9,509261.69,0.96,,37.61,46.99,402551.03,0.75,,1355,567,No Data,1352,579,No Data,0,,,,
2019-03-01,15:00:00,614.55,596.68,91.57,0.988,3.78,139.62,806228.31,0.03,,31.22,41.11,455956.78,0.63,,282.98,302.77,107.82,93.2,105.57,115.71,37.89,0.946,193,198,48,-97,19.28,18.24,6.72,92.8,233.37,237.23,2898675.25,0.93,,114.73,110.88,1279106.5,0.96,,5.92,7.31,308039.16,0.76,,2.2,27.1,64536.6,0.08,,100.05,100.43,1459545.5,0.91,,136.86,136.71,2274361.25,0.93,,211.46,232.56,3444786,0.85,,3,7.05,1013559.75,0.4,,6.64,13.34,332623.06,0.46,,334.91,350.93,3634599.25,0.89,,53.8,54.47,509310.94,0.92,,36.7,46.13,402587.16,0.74,,841,492,No Data,660,384,No Data,0,,,,
2019-03-01,16:00:00,591.66,604.06,104.86,0.986,3.78,139.62,806228.31,0.03,,28.37,38.12,455985.75,0.61,,257.43,277.66,104.86,92.8,80.08,86.02,36.35,0.914,213,221,62,-95.92,19.79,25.28,6.24,95.6,233.1,240.72,2898906.75,0.91,,114.92,111.33,1279223.88,0.96,,6.5,7.87,308049.13,0.77,,1.15,20.36,64538.21,0.05,,97.06,97.43,1459645.63,0.91,,136.16,136.84,2274497.75,0.93,,202.27,210.51,3444985,0.9,,3.08,7.2,1013562.94,0.4,,4.98,7.23,332630.03,0.64,,307.37,324.65,3634903.75,0.88,,78.31,76.08,509361.16,0.96,,35.47,45.84,402622.97,0.72,,1502,609,No Data,0,0,No Data,0,,,,
2019-03-01,17:00:00,552.52,540.55,84.18,0.988,3.78,139.62,806228.31,0.03,,22.33,31.22,456012.72,0.59,,237.34,256.98,98.95,92.2,66.51,69.63,32.26,0.902,203,211,61,-95.39,17.86,20.64,6.4,95.4,216.9,220.61,2899121,0.92,,100.49,97.36,1279338,0.96,,6.34,7.55,308053.25,0.79,,1.38,17.94,64540.92,0.07,,97.89,97.98,1459747,0.91,,121.54,123.75,2274626.75,0.92,,202.35,210.11,3445184.75,0.9,,2.96,7.23,1013566,0.38,,4.88,6.81,332635.28,0.67,,290.15,311.53,3635190.75,0.87,,53.15,53.86,509412.81,0.92,,51.9,57.44,402666.47,0.84,,1499,634,No Data,0,0,No Data,0,,,,
2019-03-01,18:00:00,542.18,527.26,85.66,0.988,3.78,139.62,806228.31,0.03,,24.1,33.65,456036.25,0.6,,208.25,225.97,87.14,92.2,61.44,69.63,27.65,0.916,166,171,46,-96.27,14.85,17.6,6.56,93.2,174.81,179.89,2899324,0.92,,116.93,115.3,1279432.5,0.95,,8.64,8.98,308059.97,0.91,,2.05,19.43,64541.78,0.1,,93.68,95.07,1459843.75,0.9,,111.08,114.49,2274746.25,0.91,,200.93,208.8,3445390.5,0.91,,3.26,7.65,1013569.13,0.4,,4.71,6.65,332640.47,0.66,,253.7,280.99,3635469.25,0.85,,47.12,49.21,509466.63,0.9,,52.96,58.06,402720.28,0.86,,1504,650,No Data,0,0,No Data,0,,,,
2019-03-01,19:00:00,516.92,528.74,78.28,0.99,3.78,139.62,806228.31,0.03,,26.03,36.37,456063.41,0.59,,195.4,209.72,82.71,91.8,56.32,65.54,23.04,0.926,166,172,47,-96.34,15.14,17.76,6.56,92.2,172.49,178.52,2899502.25,0.91,,86.42,85.17,1279519.13,0.95,,8.76,8.9,308068.25,0.93,,2.12,18.47,64544.5,0.11,,101.01,100.61,1459947.13,0.92,,110.88,115.56,2274861.25,0.9,,208.96,215.16,3445602.25,0.92,,3.16,7.46,1013572.06,0.4,,4.32,6.62,332645.03,0.61,,232.95,259.97,3635731.25,0.84,,47.65,49.57,509513.44,0.9,,56.59,61.22,402775.34,0.87,,1501,636,No Data,0,0,No Data,0,,,,
2019-03-01,20:00:00,524.6,536.12,79.75,0.988,3.78,139.62,806228.31,0.03,,35.96,38.39,456092.13,0.81,,192.15,211.2,84.18,91.4,56.73,72.19,27.65,0.912,167,172,47,-96.14,15.31,15.36,5.28,94.8,164.81,169.98,2899669.75,0.91,,85.08,83.01,1279603.25,0.96,,8.2,8.26,308076.84,0.93,,1.89,19.9,64547.12,0.09,,99.85,100.91,1460047.75,0.91,,115.42,118.96,2274974.75,0.91,,208.15,214.24,3445815.5,0.91,,2.81,6.79,1013575,0.39,,3.8,6.08,332649.19,0.58,,252.86,273.77,3635980.75,0.86,,45.89,48.46,509562.66,0.89,,56.11,60.99,402831.28,0.86,,1503,615,No Data,0,0,No Data,0,,,,
2019-03-01,21:00:00,485.91,491.82,66.46,0.99,3.78,139.62,806228.31,0.03,,27.46,31.41,456117.06,0.76,,193.92,208.25,85.66,91.4,60.67,65.54,30.72,0.892,145,151,46,-95.37,15.22,17.76,5.28,95.8,147.86,156.45,2899816,0.89,,81.31,79.25,1279685.63,0.95,,8.93,9.07,308085.09,0.92,,0.84,17.59,64548.55,0.05,,96.43,96.62,1460146.63,0.91,,115.3,119.05,2275087,0.9,,211.77,216.27,3446025.5,0.92,,2.86,6.5,1013578,0.41,,3.81,5.71,332653.28,0.62,,255.55,279.45,3636226,0.85,,54.36,55.09,509610.41,0.92,,54.43,58.79,402886.19,0.86,,1499,639,No Data,0,0,No Data,0,,,,
2019-03-01,22:00:00,476.6,477.05,62.03,0.99,3.78,139.62,806228.31,0.03,,26.68,30.59,456144.81,0.76,,186.83,200.86,84.18,91.2,57.09,57.34,21.5,0.912,156,166,58,-93.53,17.79,20.8,5.28,96.4,119.66,130.4,2899953.25,0.86,,67.71,67.8,1279761,0.93,,8.07,8.31,308093.53,0.91,,1.53,18.79,64549.82,0.08,,91.2,91.81,1460239.63,0.91,,118.97,121.8,2275197.75,0.91,,208.99,213.97,3446232.75,0.92,,2.84,6.73,1013580.94,0.4,,3.78,5.82,332657.47,0.6,,223.41,247.17,3636452.25,0.84,,70.76,69.78,509658.63,0.95,,55.83,60.38,402941.03,0.87,,1504,645,No Data,0,0,No Data,0,,,,
2019-03-01,23:00:00,409.4,406.15,51.69,0.992,3.78,139.62,806228.31,0.03,,8.26,8.89,456159.47,0.79,,168.22,186.09,78.28,90.8,57.5,55.3,24.58,0.922,146,155,57,-93.02,14.56,17.28,6.08,91.8,138.94,148.63,2900082.75,0.88,,72.93,72.08,1279835.25,0.94,,7.75,7.88,308101.41,0.92,,2.2,19.85,64551.73,0.11,,78.22,80.08,1460313.25,0.89,,97.22,101.97,2275302.5,0.89,,202.68,208.22,3446437.5,0.91,,2.9,6.42,1013583.88,0.42,,3.9,5.67,332661.59,0.64,,192.4,218.3,3636639.5,0.82,,32.75,34.92,509691.38,0.87,,35.81,44.75,402986.69,0.75,,1509,623,No Data,0,0,No Data,0,,,,
2019-03-02,0:00:00,410.58,409.11,48.74,0.992,3.78,139.62,806228.31,0.03,,7.16,7.29,456165.78,0.85,,167.19,177.23,75.32,90.6,58.06,62.98,28.67,0.906,101,110,46,-90.62,19.23,21.6,6.4,96,143.73,154.2,2900218.5,0.88,,73.92,73.56,1279911.5,0.94,,0,0,308106.38,1,,2.74,19.18,64554.31,0.14,,77.91,79.91,1460389.25,0.89,,102.65,105.16,2275407,0.91,,193.26,199.41,3446635.5,0.91,,2.62,5.57,1013586.56,0.44,,3.81,5.97,332665.56,0.6,,175.08,203.31,3636813,0.81,,20.41,24.99,509724.72,0.76,,42.98,49.8,403023.66,0.81,,1490,637,No Data,0,0,No Data,0,,,,
2019-03-02,1:00:00,409.55,422.4,53.17,0.992,3.78,139.62,806228.31,0.03,,12.77,12.14,456174.13,0.92,,159.21,178.71,78.28,90.2,61.54,66.05,28.16,0.904,107,122,59,-87.27,16.38,14.56,5.12,92.8,130.33,139.44,2900351.25,0.87,,71.75,72.69,1279989.75,0.91,,0,0,308106.47,1,,1.9,18.76,64556.87,0.1,,77.54,79.18,1460464.88,0.89,,109.45,111.16,2275511.75,0.91,,185.9,193.87,3446827.5,0.89,,3.16,6.43,1013589.25,0.46,,4.88,8.7,332669.41,0.52,,180.07,203.52,3636986.5,0.82,,47.98,47.7,509758.09,0.93,,42.88,50.28,403063.16,0.79,,1513,636,No Data,0,0,No Data,0,,,,
2019-03-02,2:00:00,412.95,426.83,47.26,0.992,3.78,139.62,806228.31,0.03,,7.87,8.32,456181.69,0.82,,159.8,181.66,79.75,89.8,56.99,73.73,30.72,0.914,89,95,35,-92.83,16.24,19.84,6.56,95.2,137.34,144.4,2900484.75,0.89,,62.9,63.79,1280058.25,0.92,,0,0,308106.47,1,,3.01,23.07,64558.77,0.13,,71.03,72.93,1460539.38,0.89,,106.5,108.1,2275615.5,0.92,,180.23,190.7,3447014.25,0.89,,2.78,5.68,1013592,0.46,,3.49,7.29,332673.13,0.45,,185.27,211.48,3637159,0.82,,40.36,41.8,509792.59,0.9,,43.16,50.42,403101.69,0.8,,1497,611,No Data,0,0,No Data,0,,,,
2019-03-02,3:00:00,400.84,404.68,48.74,0.992,3.78,139.62,806228.31,0.03,,8.98,9.08,456189.75,0.95,,158.77,174.28,78.28,89.2,59.8,64.51,24.06,0.924,85,93,39,-90.86,18.78,20.16,5.28,97.6,141.96,149.36,2900619.25,0.9,,62.24,63.55,1280126.38,0.92,,0,0,308106.47,1,,2.6,19.91,64561.33,0.13,,71.08,73.32,1460610.88,0.89,,108.06,109.87,2275733,0.92,,174.16,184.17,3447197.25,0.89,,2.57,5.53,1013594.69,0.44,,3.43,6.85,332676.78,0.47,,177.24,200.92,3637329.5,0.82,,24.55,28.3,509825.88,0.81,,39.35,47.41,403143.66,0.78,,1495,634,No Data,0,0,No Data,0,,,,
