DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (KW)
2019-02-01,0:00:00,456.37,485.91,63.51,99.2,3.78,139.62,806228.31,0.03,9.57,9.62,440274.19,0.92,166.89,197.91,87.14,89.8,64,72.7,31.23,90.2,101,107,39,-93.2,19.49,19.84,5.44,96,134.01,143.59,2783567.75,0.87,77.47,76.27,1222956,0.94,4.16,4.74,305519.53,0.82,1.73,22.93,63016.26,0.07,82.93,85.61,1397870.25,0.88,116.64,121.7,2190859,0.89,205.87,210.74,3320253.25,0.91,2.82,6.48,1011611.5,0.4,3.28,6.71,329692.56,0.45,152.36,358.48,3500054.5,0.39,25.77,30.11,479199.53,0.79,43.99,50.69,371251.97,0.8,0,,,0,,,0
2019-02-01,1:00:00,465.53,490.34,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,10.97,10.93,440286.19,0.93,158.62,169.85,78.28,88.8,61.75,72.19,28.67,91.8,90,96,34,-93.21,21.63,25.28,5.44,97.6,142.62,146.81,2783710.25,0.9,78.02,77.17,1223036.5,0.93,0,0,305520.72,1,0.94,18.67,63018.36,0.05,74.66,77.42,1397946.5,0.87,111.1,112.66,2190966.75,0.91,197.44,203.51,3320454.75,0.9,2.6,5.71,1011614.19,0.42,3.31,6.45,329695.84,0.47,153.54,359.5,3500208.25,0.39,39.02,40.52,479231.38,0.89,43.22,50.4,371292.91,0.79,0,,,0,,,0
2019-02-01,2:00:00,464.49,460.8,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,13.13,12.83,440297.97,0.96,159.06,184.62,82.71,89.6,56.99,61.95,24.58,92.6,83,88,31,-93.47,23.38,24.32,5.44,97.2,135.28,145.18,2783855,0.87,68.72,69.16,1223106.25,0.93,6.3,7.94,305520.91,0.75,2.83,22.57,63020.73,0.12,77.17,79.36,1398022.38,0.89,114.34,115.45,2191074,0.92,176.02,185.62,3320643.25,0.89,2.64,5.7,1011616.81,0.43,3.18,6.47,329699.09,0.46,149.32,355.07,3500360.5,0.39,29.27,34.22,479264.72,0.8,42.97,49.69,371334.41,0.81,0,,,0,,,0
2019-02-01,3:00:00,453.86,475.57,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,12.54,12.17,440310.28,0.95,152.42,180.18,82.71,88.8,62.36,66.05,26.62,91.2,101,110,46,-90.86,21.58,20,5.6,96,159.05,162.3,2784000.5,0.91,69.92,69.4,1223175.38,0.93,0,0,305521.09,1,1.73,20.14,63023.05,0.08,66.36,69.51,1398094.13,0.86,106.8,108.61,2191182.25,0.91,180.46,188.22,3320824.25,0.89,2.61,5.4,1011619.38,0.45,3.43,6.52,329702.34,0.48,157,362.67,3500512.75,0.4,45.13,44.99,479298.63,0.93,43.62,51.46,371377.03,0.78,0,,,0,,,0
2019-02-01,4:00:00,467.89,465.23,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,11.71,11.67,440322.5,0.94,156.85,175.75,85.66,87.6,59.65,65.54,23.55,93.6,87,92,30,-94.43,21.74,23.52,5.76,97,152.52,159.47,2784144.75,0.9,70.97,70.8,1223246.13,0.93,0,0,305521.38,1,2.62,23.9,63025.61,0.11,66.59,69.91,1398160.25,0.87,99.31,103.36,2191284.5,0.89,168.14,178.6,3320997.75,0.88,2.56,5.38,1011621.94,0.44,3.31,6.4,329705.63,0.48,150.11,355.43,3500663.5,0.39,53.51,53.75,479334.72,0.93,43.57,51.06,371419.34,0.8,0,,,0,,,0
2019-02-01,5:00:00,475.86,484.43,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,13.5,13.13,440335.94,0.97,157.59,172.8,76.8,89.8,59.39,58.37,24.06,91.2,88,92,31,-94.32,22.1,21.12,5.76,96.6,135.66,145.14,2784290,0.88,91.06,92.85,1223316.25,0.92,0,0,305521.63,1,2.46,17.25,63027.73,0.14,65.11,67.85,1398225,0.88,107.21,109.38,2191390.25,0.92,164.98,177.15,3321169.25,0.88,2.38,5.02,1011624.5,0.45,3.08,6.05,329708.97,0.48,156.38,359.47,3500817,0.41,45.27,45.86,479370.16,0.92,44.32,51.66,371462.94,0.8,0,,,0,,,0
2019-02-01,6:00:00,511.46,546.46,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,28.78,32.85,440357.44,0.82,193.48,214.15,84.18,92,89.6,114.18,32.77,96,89,92,29,-94.82,21.36,23.36,5.76,96.2,163.69,169.2,2784440.75,0.91,71,70.51,1223388.13,0.94,0,0,305522.09,1,2.21,21.85,63030.55,0.1,84.01,88.36,1398291.38,0.87,116.61,118.06,2191516.25,0.92,172.85,182.22,3321337.75,0.89,2.55,5.62,1011627,0.42,4.08,6.02,329712.47,0.63,156.49,360.52,3500969.25,0.4,50.79,50.45,479402.97,0.94,44.89,52.13,371508.66,0.8,0,,,0,,,0
2019-02-01,7:00:00,563.3,555.32,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,47.76,48.75,440394.44,0.92,205.74,223.02,94.52,90.6,104.5,103.42,27.65,96.4,162,167,46,-96.1,23.81,21.28,6.08,96.2,185.83,190.84,2784632.25,0.91,82.08,81.29,1223466.88,0.94,0.88,1.16,305522.28,0.71,1.48,20.35,63032.81,0.07,103.27,104.65,1398393.88,0.9,113.66,116.08,2191628.5,0.91,174.8,183.7,3321508.75,0.89,2.58,6.17,1011629.5,0.39,4.14,6.2,329716.66,0.62,186.65,388.59,3501141.5,0.45,33.29,37.89,479450.03,0.82,48.66,54.81,371554.09,0.83,0,,,0,,,0
2019-02-01,8:00:00,588.11,601.11,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,26.54,30.9,440424.91,0.8,243.4,271.75,98.95,93.4,117.4,118.27,32.26,96.2,197,203,55,-96.28,26.96,23.52,6.08,96.4,218.35,222.82,2784841,0.92,106.53,104.26,1223559.25,0.95,4.58,5.69,305527.19,0.75,0.91,23.13,63034.72,0.04,104.22,105.22,1398493.5,0.9,166.06,176.79,2191790.75,0.87,176.16,186.61,3321684.25,0.88,2.79,6.06,1011632.38,0.43,4.27,7.57,329720.94,0.52,208.02,415.66,3501330.75,0.47,31.86,36.79,479505.53,0.8,38.94,47.8,371599.41,0.76,0,,,0,,,0
2019-02-01,9:00:00,583.83,573.05,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,30.42,34.2,440460.81,0.83,272.94,305.72,96,94.8,119.3,135.68,40.45,95.8,185,190,48,-96.92,20.7,22.72,7.36,93.8,228.04,230.43,2785071,0.93,112.82,109.52,1223673.63,0.96,12.17,13.19,305533.66,0.87,1.14,20.87,63035.88,0.05,98.5,98.97,1398592.25,0.91,144.76,143.08,2191945,0.94,188.25,196.46,3321862.5,0.9,2.77,6.02,1011635.31,0.43,10.14,18.83,329729.19,0.5,228.89,424.76,3501551.75,0.5,33.08,37.67,479561.31,0.81,49.08,55.9,371644.13,0.82,0,,,0,,,0
2019-02-01,10:00:00,583.83,Data Loss,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,48.46,48.96,440495.97,0.92,283.27,321.97,109.29,94.4,116.99,115.71,34.3,95.8,203,209,55,-96.5,23.44,24,7.36,95.6,247.72,250.41,2785326.25,0.92,117.76,113.79,1223788.63,0.96,13.37,14.09,305542.75,0.89,1.24,23.58,63037.46,0.05,112.27,111.84,1398700.38,0.91,152.03,149.03,2192091.5,0.94,172.48,183.52,3322044.25,0.87,2.86,6.39,1011638.25,0.42,9.56,16.69,329736.13,0.53,239.28,432.66,3501788,0.51,44.23,47.36,479614.41,0.86,44.98,52.24,371688.09,0.8,0,,,0,,,0
2019-02-01,11:00:00,583.83,Data Loss,Data Loss,Data Loss,3.78,139.62,806228.31,0.03,39.65,41.5,440534.41,0.9,288.15,310.15,100.43,94.8,127.85,121.34,39.94,95,183,187,44,-97.17,23.38,24.96,7.36,95.8,252.27,255.51,2785582.5,0.93,110.12,107.38,1223905.5,0.96,9.84,10.44,305551.44,0.88,1.59,21.35,63039.81,0.07,106.64,106.95,1398810.88,0.91,185.45,191.6,2192260.25,0.9,192.45,200.76,3322227.75,0.9,3.26,7.7,1011641.13,0.4,4.72,8.74,329742.34,0.5,242.42,435.52,3502033,0.52,48.77,50.12,479664,0.91,40.57,49.65,371731.66,0.76,0,,,0,,,0
2019-02-01,12:00:00,625.92,640.98,101.91,98.8,3.78,139.62,806228.31,0.03,52.75,52.97,440572.69,0.93,289.48,308.68,107.82,93.6,134.09,151.55,37.38,96.4,197,201,47,-97.21,22.83,23.04,7.36,95.4,241.25,244.8,2785844,0.92,106.24,102.31,1224019.5,0.96,4.55,5.55,305561.16,0.76,0.35,22.32,63041.59,0.02,126.4,124.73,1398924.88,0.92,177.43,184.43,2192443,0.89,198.12,205.08,3322421.25,0.9,2.9,6.58,1011644.19,0.41,11.27,20.26,329749.5,0.51,254.73,448.25,3502279.25,0.52,54.84,55.5,479713.75,0.91,44.88,52.28,371776.16,0.79,0,,,0,,,0
2019-02-01,13:00:00,589.29,590.77,112.25,98.2,3.78,139.62,806228.31,0.03,20.33,19.43,440604.34,0.98,286.97,301.29,100.43,94.2,128.51,123.39,33.79,96.8,184,187,40,-97.63,19.17,19.04,6.08,94.6,228.33,233.37,2786079.25,0.92,131.1,128.63,1224129.88,0.95,12.74,13.93,305571.59,0.86,1.39,25.42,63044.26,0.05,123.23,122.77,1399047.38,0.92,181.01,187.07,2192617.5,0.9,191.88,200.17,3322614,0.9,3.58,7.53,1011647.13,0.44,4.89,8.94,329757.97,0.51,243.4,437.73,3502527.25,0.52,37.07,40.46,479769.69,0.85,43.16,50.94,371818.34,0.79,0,,,0,,,0
2019-02-01,14:00:00,638.03,612.92,106.34,98.4,3.78,139.62,806228.31,0.03,43,44.47,440637.88,0.91,275.89,295.38,103.38,93.8,120.78,130.05,37.89,95.4,186,192,54,-96.04,20.61,19.84,6.24,94.8,260.2,260.48,2786324.75,0.94,111.5,107.74,1224243.13,0.96,7.68,8.88,305580.56,0.81,2.06,23.47,63045.51,0.08,118.81,119.16,1399166.5,0.91,134.42,134.08,2192775,0.93,208.08,217.23,3322811.25,0.9,2.92,6.43,1011650.25,0.42,4.53,8.33,329762.81,0.51,248.22,439.99,3502776,0.53,27.4,33.17,479821.72,0.77,40.91,49.17,371859.16,0.78,0,,,0,,,0
2019-02-01,15:00:00,615.88,608.49,106.34,98.4,3.78,139.62,806228.31,0.03,30.13,33.54,440679.44,0.85,258.9,277.66,101.91,93,100.56,98.3,32.77,94.4,183,187,44,-97.19,22.16,17.76,6.56,93,283.78,282.83,2786577.5,0.95,114.32,112.16,1224356.63,0.95,12.15,13.46,305586.72,0.85,2.51,22.21,63047.31,0.11,115.42,117.35,1399283.63,0.9,136.52,136.4,2192913,0.94,190.26,200.27,3323008.75,0.9,3,7.12,1011653.31,0.4,7.9,15.06,329770.5,0.49,236.35,430.6,3503017,0.51,40.25,43.22,479877.59,0.87,41.74,50.58,371899.56,0.77,0,,,0,,,0
2019-02-01,16:00:00,598.01,584.86,101.91,98.4,3.78,139.62,806228.31,0.03,29.99,33.65,440711.31,0.85,261.12,267.32,93.05,93.8,81.87,83.46,29.7,93,184,189,44,-97.2,20.64,19.2,6.4,94.6,236.51,242.13,2786830,0.93,133.85,131.44,1224475.5,0.95,6.78,8.04,305595.59,0.8,1.78,17.96,63049.2,0.1,118.08,119.7,1399401.88,0.91,145.57,146.82,2193054.25,0.94,209.5,218.28,3323208.5,0.9,3.41,7.42,1011656.44,0.43,4.35,7.87,329777.5,0.52,217.68,413.99,3503249.75,0.5,37.31,41.04,479929.25,0.85,38.54,47.91,371939.59,0.76,0,,,0,,,0
2019-02-01,17:00:00,562.86,592.25,78.28,99.2,3.78,139.62,806228.31,0.03,31.62,34.74,440745.34,0.86,230.84,248.12,94.52,92.4,70.71,78.34,27.65,92.6,171,175,41,-97.28,22.13,25.44,6.4,97,193.89,198.88,2787066,0.92,100.38,98.17,1224587.13,0.96,6.18,7.7,305601.28,0.76,2.64,19.84,63051.4,0.13,112.47,114.49,1399518.5,0.9,127.99,129.44,2193182.75,0.93,198.63,205.83,3323408.75,0.91,2.85,7.35,1011659.5,0.37,4.31,7.37,329782.09,0.55,211.01,409.92,3503467.25,0.48,41.44,44.21,479981.72,0.88,55.58,59.94,371989.59,0.87,0,,,0,,,0
2019-02-01,18:00:00,546.61,573.05,82.71,99,3.78,139.62,806228.31,0.03,39.3,41.34,440777.69,0.9,217.26,233.35,88.62,92.8,59.75,71.17,27.14,92.2,158,163,42,-96.56,18.72,18.4,5.12,94.8,216.27,220.15,2787272.5,0.93,88.46,87.81,1224681.38,0.95,8.91,9.47,305608.41,0.89,3.03,21.05,63053.93,0.14,109.8,112.63,1399630.5,0.9,129.04,131.39,2193304.25,0.92,208.09,215.17,3323616.75,0.92,2.79,7.22,1011662.56,0.37,3.94,7.73,329786.56,0.48,208.4,405.8,3503675.5,0.48,36.24,40.14,480035.59,0.85,55.12,59.43,372047.72,0.88,0,,,0,,,0
2019-02-01,19:00:00,523.13,531.69,81.23,98.8,3.78,139.62,806228.31,0.03,34.73,37.44,440816.34,0.87,202.78,223.02,91.57,91.4,58.93,62.98,24.06,92.6,153,157,40,-96.61,19.63,20.48,5.12,97.8,200.83,203,2787465,0.93,86.5,85.82,1224768.88,0.94,8.25,8.69,305617.06,0.89,1.59,19.39,63055.66,0.08,109.36,113.42,1399740.75,0.88,115,118.5,2193419.5,0.9,206.55,212.98,3323828,0.91,3.08,7.72,1011665.56,0.37,4.13,7.72,329790.84,0.5,206.32,406.5,3503879.75,0.47,32.17,37.09,480086.94,0.81,63.11,66.18,372107.69,0.89,0,,,0,,,0
2019-02-01,20:00:00,522.39,518.4,78.28,98.8,3.78,139.62,806228.31,0.03,37.09,39.58,440852.28,0.88,196.73,215.63,90.09,90.6,61.54,64,23.55,92.4,152,157,42,-96.47,20.46,24.64,5.28,97.4,178.23,185.01,2787637.75,0.9,84.38,83.25,1224854.38,0.94,8.88,9.33,305625.69,0.89,0.82,20.61,63057.15,0.04,106.65,111.49,1399850,0.87,112.16,116.5,2193530.75,0.89,196.24,203.05,3324037.25,0.9,2.59,6.69,1011668.63,0.36,3.68,6.85,329794.56,0.5,197.2,396.78,3504080.75,0.46,26.77,33.29,480133.28,0.75,64.72,67.86,372168.47,0.89,0,,,0,,,0
2019-02-01,21:00:00,518.4,547.94,75.32,99,3.78,139.62,806228.31,0.03,35.47,37.96,440885.66,0.87,192,211.2,88.62,90.8,57.14,70.66,27.65,91,164,171,50,-95.47,16.86,20.32,6.88,95.8,134.35,144.07,2787784.25,0.87,83.8,83.09,1224938.38,0.94,8.63,8.96,305634.16,0.9,1.35,18.07,63059.43,0.07,103.81,108.61,1399955.38,0.87,105.43,110.85,2193640,0.88,207.43,211.91,3324244.25,0.91,3.34,7.85,1011671.56,0.4,3.61,7.06,329798.19,0.47,193.52,394.76,3504277.25,0.45,26.82,33.37,480183.06,0.75,55.83,59.39,372228,0.87,0,,,0,,,0
2019-02-01,22:00:00,503.93,509.54,72.37,99,3.78,139.62,806228.31,0.03,32.29,35.43,440918.59,0.86,190.67,205.29,84.18,91.4,57.29,61.95,22.53,92.8,149,154,41,-96.33,20.27,21.44,5.6,97,117.69,129.28,2787917.5,0.86,77.38,77.9,1225017.38,0.93,7.71,8.08,305642.66,0.9,2.73,21.39,63061.31,0.12,99,103.16,1400059,0.88,116.89,120.81,2193748.75,0.91,203.29,209.46,3324450.25,0.92,2.51,6.46,1011674.38,0.37,3.37,6.67,329801.78,0.47,182.8,383.29,3504465.25,0.45,65,65.2,480231.66,0.94,59.82,63.32,372284.19,0.89,0,,,0,,,0
2019-02-01,23:00:00,425.21,423.88,63.51,98.8,3.78,139.62,806228.31,0.03,8.19,9.12,440936.09,0.84,161.87,178.71,76.8,90.4,61.7,72.7,26.62,93,150,157,48,-95.09,21.89,20.8,5.6,97.4,126.36,138.4,2788042.75,0.86,79.72,79.33,1225097.5,0.94,7.79,8.21,305649.72,0.89,2.53,18.09,63064.15,0.14,87.86,92.72,1400149.88,0.87,110.25,112.6,2193852.5,0.91,201.39,208.16,3324659,0.91,2.63,6.38,1011677.19,0.39,4.18,7.52,329805.31,0.52,154.23,358.21,3504624,0.4,22.82,27.59,480268.34,0.77,38.32,46.34,372330.59,0.77,0,,,0,,,0
2019-02-02,0:00:00,439.09,429.78,66.46,98.8,3.78,139.62,806228.31,0.03,5.75,6.1,440942.25,0.88,166.01,180.18,79.75,89.8,60.77,60.93,23.55,91.2,91,97,34,-93.72,19.42,22.4,5.6,96.2,131.52,140.88,2788178,0.87,75.77,74.67,1225177.63,0.94,2.14,2.47,305656.16,0.82,2.42,22.26,63066.43,0.11,89.28,93.34,1400240.63,0.87,101.27,103.4,2193956.5,0.91,200.34,205,3324860.75,0.91,2.58,5.82,1011679.94,0.41,3.69,7.14,329809,0.48,150.49,355.32,3504779.75,0.39,33.48,36.09,480304.38,0.86,36.36,45.17,372369.44,0.75,0,,,0,,,0
2019-02-02,1:00:00,441.45,447.51,64.98,99,3.78,139.62,806228.31,0.03,12.17,11.76,440952.69,0.97,158.33,177.23,76.8,90.2,57.7,66.05,26.62,91.8,111,119,46,-92.37,22.5,25.76,6.24,97.2,124.65,135.89,2788307,0.86,80.46,80.21,1225257,0.93,0,0,305657.78,1,2.2,19.09,63069.06,0.11,94.3,98.14,1400330,0.88,112.94,114.64,2194061.25,0.91,189.78,196.63,3325053.75,0.9,2.64,5.76,1011682.69,0.43,3.94,5.62,329812.66,0.65,154.8,358.9,3504932.75,0.4,46.32,46.36,480339.59,0.93,38.63,46.6,372408.44,0.77,0,,,0,,,0
2019-02-02,2:00:00,440.42,456.37,63.51,99,3.78,139.62,806228.31,0.03,11.99,11.82,440963.72,0.94,162.9,184.62,87.14,88.2,58.11,62.46,25.6,93.2,90,96,36,-92.54,21.63,22.72,5.12,97,124.92,133.91,2788437.75,0.87,75.15,75.49,1225333.38,0.92,0,0,305657.78,1,1.9,22.22,63071.56,0.08,90.66,94.38,1400419.88,0.87,101.06,103.74,2194166.25,0.9,177.49,186.34,3325239.25,0.89,2.71,5.69,1011685.31,0.44,4.1,5.8,329816.59,0.65,152.75,357.86,3505084,0.39,35.61,37.42,480373.06,0.88,38.24,46.16,372448.72,0.77,0,,,0,,,0
2019-02-02,3:00:00,425.5,437.17,67.94,98.8,3.78,139.62,806228.31,0.03,14.24,13.77,440975.03,0.97,153.16,166.89,76.8,88.6,60.16,63.49,25.6,90.6,91,95,32,-94.28,20.27,21.6,5.12,95.6,141.94,148.84,2788565.75,0.89,74.96,76.23,1225407.63,0.91,0,0,305657.78,1,2.51,18.21,63073.94,0.13,87.87,93.18,1400507.88,0.86,109.37,110.73,2194272,0.92,181.74,190.75,3325420.25,0.89,2.68,5.83,1011687.88,0.43,3.67,7,329820.19,0.49,156.79,362.23,3505237,0.4,46.93,46.95,480408.63,0.93,45.77,52.33,372490.81,0.82,0,,,0,,,0
2019-02-02,4:00:00,444.55,453.42,63.51,99,3.78,139.62,806228.31,0.03,11.13,10.88,440986.38,0.95,154.04,180.18,82.71,88.8,57.29,63.49,25.6,93.6,89,95,36,-92.62,22.83,24.48,5.44,97.2,126.9,138.2,2788695,0.86,75.96,76.59,1225482.5,0.92,0,0,305657.78,1,2.48,22.37,63076.22,0.11,89.54,94.2,1400594.75,0.86,104.02,106.17,2194374.75,0.91,174.41,185.16,3325598.25,0.88,2.61,5.36,1011690.5,0.45,3.63,6.84,329823.81,0.49,164.34,371.7,3505388.5,0.41,31.18,34.2,480444.56,0.84,42.27,49.91,372535.09,0.79,0,,,0,,,0
2019-02-02,5:00:00,446.47,447.51,60.55,99,3.78,139.62,806228.31,0.03,10.92,10.65,440999.28,0.95,155.96,172.8,81.23,88.4,56.52,61.44,23.04,91.6,88,94,35,-92.95,21.12,18.72,6.88,93.6,164.91,168.2,2788821.25,0.91,74.79,75.04,1225559,0.92,0,0,305657.78,1,1.75,19.8,63077.93,0.09,85.27,90.59,1400682.75,0.85,99.37,102.26,2194476.5,0.9,170.12,181.07,3325773.75,0.87,2.74,5.52,1011693.19,0.46,4.23,6.27,329827.66,0.62,153.89,359.76,3505540.75,0.39,34.3,37.4,480482.22,0.85,41.34,49.24,372579.16,0.78,0,,,0,,,0
2019-02-02,6:00:00,476.46,466.71,69.42,98.8,3.78,139.62,806228.31,0.03,26.51,31.31,441019.13,0.79,167.78,190.52,87.14,89.2,60.31,64,28.16,90.2,85,91,32,-93.36,21.7,21.28,5.6,95.8,126.32,137.5,2788948.75,0.86,73.14,73.3,1225635,0.93,0,0,305657.78,1,1.9,20.2,63079.48,0.09,85.12,91.35,1400769.88,0.85,110.14,113.4,2194582.5,0.9,171.11,181.26,3325943.75,0.88,2.64,5.51,1011695.88,0.45,6.59,10.26,329831.94,0.6,152.76,358.39,3505693.25,0.4,51.79,51.83,480520.25,0.93,41.93,50.54,372622.75,0.77,0,,,0,,,0
2019-02-02,7:00:00,508.8,500.68,73.85,98.8,3.78,139.62,806228.31,0.03,22.65,28.61,441043.31,0.74,178.26,202.34,91.57,89,58.47,66.56,24.06,92.8,173,181,56,-94.97,21.9,18.72,5.6,95.6,112.35,124.01,2789064.75,0.85,73.89,74.9,1225709.63,0.92,0,0,305657.78,1,1.91,19.97,63081.11,0.09,83.32,88.94,1400854.63,0.86,103.34,107.14,2194687,0.9,167.63,178.16,3326111.5,0.88,2.62,5.1,1011698.5,0.48,3.93,5.54,329835.94,0.66,156.03,362.77,3505852.25,0.4,29.24,32.7,480559,0.83,43.98,51.18,372664.81,0.8,0,,,0,,,0
2019-02-02,8:00:00,489.75,516.92,70.89,99,3.78,139.62,806228.31,0.03,20.77,27.25,441065.81,0.71,177.08,203.82,96,88.6,52.28,56.83,27.14,87.4,181,186,48,-96.72,18.13,16.32,5.76,92.4,117.33,128.63,2789185.75,0.85,74.96,75.56,1225782.5,0.92,0,0,305657.78,1,0.93,20.93,63082.47,0.04,103.14,106.49,1400948.75,0.88,105.09,110.6,2194794,0.88,166.52,177.83,3326277.5,0.87,2.78,5.25,1011701.19,0.49,4.37,5.91,329840.19,0.69,160.83,368.51,3506010,0.4,56.29,57.21,480607,0.91,49.19,55.62,372706.81,0.82,0,,,0,,,0
2019-02-02,9:00:00,489.45,499.2,76.8,98.8,3.78,139.62,806228.31,0.03,24.49,29.87,441088.5,0.77,175.31,199.38,91.57,88.8,57.8,65.02,27.14,92.4,208,214,54,-96.81,21.22,23.2,5.76,96.6,147.58,154.33,2789319.75,0.9,88.44,88.49,1225863.38,0.94,0,0,305657.78,1,2.18,19.79,63084.85,0.11,103.95,107.98,1401049.13,0.88,108.57,113.44,2194900.75,0.89,173.55,184.97,3326444.75,0.88,2.77,6.1,1011703.94,0.43,4.11,5.65,329844.41,0.68,172.32,373.96,3506180.25,0.43,40.45,43.91,480655.31,0.86,58.01,61.87,372760.56,0.88,0,,,0,,,0
2019-02-02,10:00:00,494.62,485.91,79.75,98.6,3.78,139.62,806228.31,0.03,29.33,33.49,441113.03,0.83,180.04,200.86,88.62,90.2,56.73,61.44,19.46,94.4,209,215,53,-96.52,18.22,19.2,6.24,95.6,136.24,144.46,2789469.75,0.89,91.8,91.99,1225956.75,0.94,0,0,305657.78,1,2.92,18.5,63086.81,0.15,106.42,110.04,1401152,0.89,110.4,115.73,2195020.5,0.9,166.93,179.29,3326612.75,0.88,2.69,6.56,1011706.81,0.39,4,5.3,329848.81,0.71,172.62,374.71,3506354.25,0.43,61.35,61.69,480704.28,0.94,59.91,63.84,372821.16,0.89,0,,,0,,,0
2019-02-02,11:00:00,512.49,513.97,78.28,98.8,3.78,139.62,806228.31,0.03,26.27,30.56,441142.97,0.81,177.38,199.38,90.09,88.8,62.46,66.56,29.18,91.4,221,233,75,-94.12,20.19,22.4,6.4,95.6,141.2,150.36,2789611.75,0.88,89.24,88.38,1226049.88,0.94,0,0,305657.78,1,1.78,19.62,63088.75,0.09,100.12,104.13,1401253.75,0.88,103.53,110.23,2195126.75,0.87,169.01,180.06,3326784.5,0.88,2.87,6.64,1011709.81,0.4,4.27,5.41,329853.06,0.74,177.5,382.49,3506530.75,0.43,40.52,44.43,480755.13,0.85,63.59,66.65,372881.78,0.89,0,,,0,,,0
2019-02-02,12:00:00,521.35,540.55,82.71,98.8,3.78,139.62,806228.31,0.03,31.58,34.9,441172.22,0.85,175.02,200.86,91.57,89,56.37,59.39,25.09,88.4,220,230,72,-95.02,21.25,20,6.08,95,140.3,149.42,2789755.75,0.88,87.59,86.05,1226143.88,0.95,0,0,305657.78,1,1.13,19.11,63089.92,0.06,98.88,102.82,1401354.5,0.88,106.31,111.96,2195235.75,0.88,186.89,195.3,3326963.25,0.9,2.87,6.67,1011712.88,0.4,4.3,5.82,329857.44,0.69,178.97,381.83,3506709.5,0.44,29.68,35.69,480805.22,0.77,63.59,66.85,372942.19,0.89,0,,,0,,,0
2019-02-02,13:00:00,511.02,496.25,81.23,98.6,3.78,139.62,806228.31,0.03,31.51,34.6,441201.63,0.86,174.13,192,87.14,89.4,55.14,65.54,29.18,90.8,193,199,53,-96.46,17.12,16.96,7.2,90.6,142.01,150.46,2789893.5,0.89,94.83,94.05,1226234.88,0.94,0,0,305657.78,1,1.54,18.57,63090.85,0.08,98.32,102.73,1401454.25,0.88,103.55,109.69,2195343,0.88,189.95,197.53,3327152.5,0.9,3.05,7.57,1011716,0.38,4.12,5.29,329861.91,0.73,178.03,380.41,3506888.25,0.44,53.63,54.7,480857.97,0.92,63.92,67.14,373001.03,0.89,0,,,0,,,0
2019-02-02,14:00:00,523.27,512.49,84.18,98.6,3.78,139.62,806228.31,0.03,43.95,45.09,441234.84,0.91,177.97,197.91,90.09,89.2,57.65,60.42,29.18,87,208,215,60,-96.09,18.4,19.84,6.4,94.4,148.87,155.11,2790031.5,0.9,91.62,89.99,1226328.38,0.95,0,0,305657.78,1,1.33,17.37,63092.54,0.07,100.65,104.5,1401554.75,0.88,100.41,107.41,2195449.5,0.87,195.41,202.85,3327347.75,0.9,3.07,7.24,1011719.06,0.4,4.3,5.8,329866.25,0.69,175.77,379.13,3507063.5,0.43,24.84,31.78,480904.44,0.73,56.19,60.94,373060.75,0.86,0,,,0,,,0
