DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (KW)
2019-02-06,22:00:00,476.6,472.62,69.42,99,3.78,139.62,806228.31,0.03,28.91,32.94,443705.97,0.83,196.58,218.58,85.66,92,56.01,62.46,25.6,91,190,197,54,-96.3,20.56,21.28,4.16,97.6,131.64,142.55,2807440,0.87,76.1,76.12,1235459.75,0.94,7.24,7.55,306059.44,0.91,3.17,19.01,63313.32,0.16,94.61,96.73,1412162.63,0.9,110.15,114.52,2208176.75,0.9,212.17,217.98,3347347.5,0.92,2.56,7.07,1012014.69,0.34,3.98,7.72,330330.22,0.48,193.92,392.38,3526781.75,0.46,47.91,50.17,485565.09,0.9,51.78,56.07,377898,0.87,0,,,0,,,0
2019-02-06,23:00:00,413.39,413.54,63.51,98.8,3.78,139.62,806228.31,0.03,6.49,7.09,443722.75,0.85,164.53,177.23,72.37,91.4,58.83,62.46,25.09,90.2,187,193,51,-96.37,15.78,20.64,5.6,96.6,123.06,133.9,2807565.25,0.86,74.59,74.87,1235533.38,0.93,7.16,7.59,306065.06,0.88,1.58,18.12,63316.33,0.08,70.99,75.08,1412236.75,0.86,97.89,101.43,2208283.75,0.9,205,210.5,3347562.5,0.91,2.69,6.34,1012017.38,0.4,3.03,6.53,330333.34,0.43,158.53,361.19,3526943.75,0.41,47.01,46.83,485599.94,0.93,52.16,56.25,377952.72,0.86,0,,,0,,,0
2019-02-07,0:00:00,413.1,397.29,59.08,98.8,3.78,139.62,806228.31,0.03,7.14,7.56,443729.13,0.89,166.15,178.71,76.8,90.4,58.52,64.51,27.14,91.2,102,106,31,-95.69,20.06,20.32,4.8,97.4,121.71,131.44,2807697,0.87,71.6,71.37,1235606.25,0.94,0,0,306068.81,1,2.9,21.73,63319.25,0.13,67.31,72.22,1412307.63,0.85,126.13,127.16,2208389.25,0.93,215.99,226.75,3347769.75,0.9,2.78,6.28,1012020.06,0.42,2.45,6.32,330336.28,0.36,152.02,355.78,3527097.25,0.4,28.06,31.74,485636.13,0.83,34.49,43.53,377994.69,0.74,0,,,0,,,0
2019-02-07,1:00:00,405.42,403.2,62.03,98.8,3.78,139.62,806228.31,0.03,6.74,6.86,443737.19,0.93,160.39,171.32,72.37,90.6,57.19,65.02,27.14,91.8,103,107,30,-95.88,16.26,16,4.8,92.6,134.44,141.9,2807825.75,0.89,74.02,75.06,1235680,0.92,0,0,306068.81,1,2.6,18.29,63322.19,0.14,69.84,74.43,1412376.38,0.86,112.06,112.98,2208497.5,0.93,192.66,199.08,3347964.25,0.91,2.93,6.59,1012022.63,0.42,3.07,7.03,330339.19,0.41,164.75,367.72,3527249.25,0.42,53.88,53.33,485673.5,0.95,37.6,45.53,378031.81,0.77,0,,,0,,,0
2019-02-07,2:00:00,418.12,417.97,63.51,98.8,3.78,139.62,806228.31,0.03,12.57,12.4,443746.41,0.95,156.55,174.28,81.23,88.6,58.78,53.76,19.46,91.6,102,107,35,-94.48,18.83,20.8,5.28,97,127.13,139.21,2807957,0.86,70.26,71.2,1235750.13,0.92,0,0,306068.81,1,2.18,19.99,63324.91,0.11,75.03,79.04,1412446.88,0.87,113.58,114.44,2208603.25,0.92,182.86,191.12,3348150,0.9,2.62,5.67,1012025.19,0.43,2.95,6.48,330342.13,0.42,151.71,355.25,3527401.25,0.4,23.08,26.97,485705.44,0.8,38.29,46.34,378070.38,0.77,0,,,0,,,0
2019-02-07,3:00:00,407.04,401.72,62.03,98.8,3.78,139.62,806228.31,0.03,11.31,11.19,443756.88,0.95,151.68,171.32,75.32,89.4,56.42,63.49,23.55,91.6,87,90,29,-94.76,17.38,20.64,5.6,95.6,130.66,138.84,2808089.25,0.89,67.71,68.65,1235818.5,0.92,0,0,306068.81,1,2.62,17.95,63327.96,0.14,71.61,76.33,1412518.13,0.86,109.77,110.96,2208706,0.92,173.03,183.35,3348327.75,0.89,2.7,5.64,1012027.75,0.45,3.23,5.52,330345.25,0.55,151.41,355.38,3527554.25,0.4,41.85,42.28,485740.41,0.93,40.49,48.25,378109.84,0.79,0,,,0,,,0
2019-02-07,4:00:00,421.96,434.22,59.08,99,3.78,139.62,806228.31,0.03,13.4,12.96,443768.31,0.97,149.32,168.37,76.8,89.2,58.06,66.05,23.55,91.6,83,87,29,-94.14,16.46,18.88,5.76,96,135.3,145.07,2808217.75,0.88,73.21,73.79,1235887.63,0.93,0,0,306068.81,1,2.91,22.26,63330.88,0.13,67.68,72.55,1412587.63,0.85,107.95,109.81,2208807.75,0.92,165.17,176.4,3348497.5,0.88,2.68,5.55,1012030.25,0.45,3.06,6.84,330348.44,0.42,148.84,353.5,3527704,0.39,26.68,30.63,485775.28,0.81,42.82,50.6,378151.56,0.79,0,,,0,,,0
2019-02-07,5:00:00,439.09,453.42,67.94,98.8,3.78,139.62,806228.31,0.03,10.42,10.47,443780.69,0.94,152.71,163.94,72.37,89.8,55.35,63.49,27.14,90.8,88,93,30,-94.62,20.26,17.76,5.92,95.2,133.49,144.63,2808349.5,0.87,70.91,71.94,1235958,0.92,0,0,306068.81,1,2.79,17.08,63333.5,0.16,70.65,74.37,1412657.88,0.87,110.06,112.95,2208910.25,0.91,160.24,173.38,3348664,0.87,2.74,5.84,1012032.81,0.44,2.96,6.76,330351.38,0.41,146.38,349.96,3527854,0.39,26.86,30.36,485809.44,0.83,43.37,50.51,378192.84,0.81,0,,,0,,,0
2019-02-07,6:00:00,482.66,505.11,72.37,99,3.78,139.62,806228.31,0.03,28.99,33.07,443801.5,0.83,186.39,214.15,81.23,92.8,83.56,92.67,27.65,95.6,83,86,28,-94.77,15.55,15.84,4.64,93.4,132.04,139.74,2808484.75,0.89,69.28,70.8,1236028.75,0.92,0,0,306068.91,1,2.75,19.94,63336.73,0.13,97.2,100.32,1412730.75,0.89,108.25,111.48,2209016.5,0.91,165.78,177.72,3348827.75,0.88,2.46,5.3,1012035.31,0.44,3.69,6.01,330354.94,0.58,153.3,357.36,3528003.75,0.4,26.99,30.16,485844.72,0.84,38.3,46.85,378234.41,0.77,0,,,0,,,0
2019-02-07,7:00:00,502.6,493.29,76.8,98.8,3.78,139.62,806228.31,0.03,29.83,33.6,443829.44,0.84,186.09,200.86,81.23,91.6,96.92,101.89,36.35,94.2,139,143,40,-96.11,19.25,21.76,5.92,96.8,170.16,181.42,2808658.5,0.89,70.61,71.84,1236099.38,0.92,0,0,306068.94,1,2.81,17.23,63339.44,0.16,93.57,95.98,1412826.5,0.9,116.26,117.83,2209129.75,0.93,165.42,177.24,3348990,0.88,2.8,6.39,1012037.94,0.42,4.33,6.88,330359.31,0.59,188.21,388.86,3528181.5,0.46,51.92,53.35,485897.94,0.92,34.49,42.2,378273.28,0.77,0,,,0,,,0
2019-02-07,8:00:00,542.03,564.18,97.48,98.4,3.78,139.62,806228.31,0.03,25.29,29.99,443856.13,0.79,225.97,252.55,93.05,92.8,120.78,112.13,33.79,94.8,180,185,46,-96.86,19.68,22.72,7.36,96.4,207.27,217.66,2808845.5,0.9,88.82,88.2,1236178.75,0.94,7.22,7.98,306075.53,0.85,2.55,20.43,63342.58,0.12,110.75,113.12,1412922.38,0.9,137.7,138.04,2209257.5,0.93,162.82,175.17,3349159.75,0.88,2.75,6.46,1012040.75,0.4,5.08,8.75,330363.84,0.54,223.91,423.18,3528375.25,0.5,47.47,50.16,485954.13,0.89,41.32,49.53,378313.03,0.78,0,,,0,,,0
2019-02-07,9:00:00,602.58,614.4,93.05,98.8,3.78,139.62,806228.31,0.03,25.15,30.01,443885.59,0.78,256.54,270.28,94.52,93.8,116.58,115.2,34.3,95.4,190,195,48,-97.06,18.69,25.6,6.24,96.6,227.8,230.69,2809054.75,0.92,98.41,95.53,1236273.88,0.95,5.62,6.48,306082.28,0.81,1.44,21.16,63344.95,0.07,122.9,123.02,1413038,0.91,141.8,140.6,2209400.75,0.93,172.06,182.96,3349328.5,0.88,3.17,7.05,1012043.63,0.42,4.58,8.35,330368.47,0.51,234.1,430.18,3528595.5,0.5,46.63,48.71,486008.44,0.89,33.33,41.71,378352.25,0.74,0,,,0,,,0
2019-02-07,10:00:00,577.33,602.58,100.43,98.6,3.78,139.62,806228.31,0.03,25.7,29.81,443911.19,0.82,265.4,289.48,90.09,95,124.47,121.86,32.26,95.8,186,190,43,-97.5,21.95,23.52,6.24,95.2,226.5,234.09,2809288.75,0.93,97.79,96.55,1236373.38,0.96,14.56,14.87,306091.84,0.94,4.91,21.01,63347.46,0.23,123.44,125.37,1413158.38,0.92,176.03,183.9,2209566.25,0.91,175.06,185.85,3349504.25,0.9,2.89,6.69,1012046.5,0.41,4.19,8.03,330373.19,0.49,241.8,438.21,3528835.25,0.52,52.27,54.01,486061.34,0.92,40.34,48.4,378391.63,0.79,0,,,0,,,0
2019-02-07,11:00:00,598.45,598.15,103.38,98.6,3.78,139.62,806228.31,0.03,26.31,30.65,443940.78,0.81,276.78,289.48,97.48,94.2,123.6,134.66,37.38,96.4,204,211,58,-96.28,18.21,20.8,7.04,94.2,247.02,252.56,2809521.5,0.92,115.93,112.28,1236477.88,0.96,6.95,7.82,306100.56,0.84,1.88,22.99,63350.52,0.08,118.3,119.22,1413277.25,0.91,166.16,166.71,2209747.75,0.93,172.83,183.17,3349681.25,0.89,3.42,7.35,1012049.44,0.44,4.44,8.65,330377.97,0.48,240.5,435.73,3529082.5,0.52,53.14,54.51,486117.28,0.91,39.81,48.7,378431.03,0.77,0,,,0,,,0
2019-02-07,12:00:00,599.19,599.63,109.29,98.4,3.78,139.62,806228.31,0.03,36.39,38.81,443970.03,0.89,282.83,293.91,94.52,94.6,117.5,127.49,36.86,95.8,216,221,51,-97.26,22.54,24.8,7.04,96,221.49,227.52,2809761.75,0.92,103.19,100.31,1236588.88,0.97,8.2,8.93,306110.75,0.87,3.01,20.59,63353.59,0.14,123.21,124.67,1413399.5,0.91,180.92,187.66,2209914,0.91,185.98,195.35,3349863,0.9,2.94,7.28,1012052.38,0.38,4.42,9.28,330382.75,0.45,255.29,451.6,3529332.5,0.53,58.46,58.91,486166,0.93,35.78,43.36,378469.69,0.78,0,,,0,,,0
2019-02-07,13:00:00,614.4,670.52,119.63,98.4,3.78,139.62,806228.31,0.03,49.55,50.38,444004.59,0.93,294.94,321.97,100.43,95.2,116.89,134.66,39.42,95.8,198,205,57,-96.09,19.66,22.88,7.36,94.8,241.18,243.85,2809995.75,0.94,129.39,126.86,1236698.75,0.96,11.68,12.83,306121.03,0.86,2.71,20.4,63356.57,0.13,122.85,123.5,1413521.13,0.91,145.11,144.35,2210062.75,0.94,197.88,205.91,3350055.25,0.91,3.14,7.09,1012055.44,0.42,4.77,8.73,330387.78,0.51,249.4,444.59,3529583.75,0.53,49,51.06,486214.03,0.9,38.22,47.68,378508.59,0.75,0,,,0,,,0
2019-02-07,14:00:00,602.88,608.49,107.82,98.4,3.78,139.62,806228.31,0.03,34.52,37.89,444033.91,0.86,291.4,317.54,103.38,94.8,113.05,116.22,34.82,95.4,220,226,56,-96.81,20.35,23.84,6.08,96.4,208.46,215.54,2810235.75,0.91,114.54,111.08,1236812.75,0.97,12.62,13.9,306131.09,0.86,2.58,21.69,63359.28,0.11,123.03,124.43,1413646,0.91,146.96,145.24,2210207.5,0.95,194.62,201.59,3350250.5,0.91,3.67,7.93,1012058.5,0.44,9.22,16.64,330394.94,0.52,256.35,455.21,3529834,0.53,37.06,40.94,486261.38,0.85,38.66,47.34,378547.56,0.77,0,,,0,,,0
2019-02-07,15:00:00,573.64,595.2,97.48,98.6,3.78,139.62,806228.31,0.03,27.02,31.45,444065.78,0.81,280.17,293.91,98.95,94.2,108.19,115.71,35.84,94.8,201,205,46,-97.37,20.48,23.04,7.68,95,264.72,266.51,2810452.75,0.94,102.12,99.75,1236929.25,0.96,4.21,5.02,306139.03,0.79,2.7,21.73,63362.04,0.12,105.83,106.61,1413764.13,0.91,125.65,126.66,2210349,0.93,189.82,198.03,3350446.75,0.9,2.82,6.62,1012061.5,0.4,5.64,10.98,330401.06,0.48,244.1,439.68,3530081.75,0.52,50.31,51.66,486308.84,0.91,37.14,45.94,378586.28,0.76,0,,,0,,,0
2019-02-07,16:00:00,578.22,586.34,107.82,98.2,3.78,139.62,806228.31,0.03,45.18,46.39,444101.34,0.92,276.92,299.82,98.95,94.4,105.57,115.2,33.28,95.6,190,194,43,-97.54,18.11,27.84,5.44,98,206.23,213.25,2810692.25,0.92,108.73,106.33,1237042,0.96,5.53,6.17,306146.66,0.85,3.85,21.65,63364.94,0.17,103.72,103.52,1413871,0.92,139.94,143.48,2210480.5,0.92,196.76,205.86,3350646.5,0.91,3.22,7.34,1012064.5,0.42,4.42,8.14,330406.31,0.51,237.64,434.29,3530329.75,0.52,55.44,57.14,486355.31,0.91,55.86,60.77,378627.97,0.87,0,,,0,,,0
2019-02-07,17:00:00,595.35,568.62,97.48,98.6,3.78,139.62,806228.31,0.03,31.95,35.1,444138.97,0.86,261.71,276.18,93.05,94,108.9,117.76,34.82,95.6,174,177,41,-97.25,20.58,17.92,5.6,94.6,185.04,189.13,2810914,0.93,102.05,99.77,1237147.75,0.96,3.76,4.75,306151.22,0.75,3.54,21.84,63368.14,0.16,111.28,112.32,1413981.38,0.91,138.19,142.56,2210608.75,0.91,198.34,206.02,3350850.25,0.91,2.92,7.17,1012067.56,0.39,4.33,7.9,330410.94,0.52,239.56,435.87,3530571.25,0.52,40.23,44.14,486403.41,0.86,56.2,60.51,378683.63,0.88,0,,,0,,,0
2019-02-07,18:00:00,572.16,561.23,85.66,98.8,3.78,139.62,806228.31,0.03,30.16,33.91,444169.81,0.84,270.57,277.66,88.62,94.6,92.21,106.5,31.74,94.4,177,181,42,-97.34,16.72,13.76,5.6,92.2,261.26,264.07,2811137.75,0.94,103.22,100.47,1237252.63,0.96,8.67,9.14,306157.94,0.89,2.24,19.27,63370.59,0.11,101.02,100.68,1414086.5,0.92,118.62,120.93,2210732.5,0.92,220.3,225.61,3351062.5,0.92,2.91,7.69,1012070.69,0.36,4.29,7.93,330415.31,0.51,232.83,432.13,3530808.5,0.5,32.55,37.09,486452.72,0.82,57.5,61.78,378739.75,0.87,0,,,0,,,0
2019-02-07,19:00:00,579.4,612.92,101.91,98.6,3.78,139.62,806228.31,0.03,37.83,40.21,444204.72,0.88,265.4,271.75,93.05,94,82.18,87.55,31.74,92.8,157,160,37,-97.27,20,21.44,6.08,97,223.41,227.74,2811362.25,0.92,96.64,94.41,1237350.88,0.95,8.67,8.89,306164.63,0.92,2.19,21.93,63372.7,0.1,99.26,99.48,1414187.5,0.91,115.11,117.95,2210853.25,0.91,219.01,224.42,3351277,0.92,3.55,8.2,1012073.81,0.41,4.22,7.84,330419.63,0.5,219.93,416.59,3531034.75,0.49,56.85,57.51,486498,0.92,58.22,61.98,378796.69,0.88,0,,,0,,,0
2019-02-07,20:00:00,530.22,559.75,76.8,99,3.78,139.62,806228.31,0.03,36.31,39.05,444237.22,0.88,238.67,248.12,90.09,93.2,61.24,71.68,28.16,91.2,166,171,44,-96.62,17.94,19.36,4.32,97.2,157.76,164.32,2811564.25,0.9,94.22,92.38,1237447.13,0.95,11.23,11.1,306173.59,0.95,1.95,19.17,63374.75,0.1,100.75,100.37,1414288.25,0.92,120.37,122.65,2210973,0.92,251.16,263.92,3351495.75,0.9,2.86,7.51,1012076.81,0.36,4.07,8.21,330423.94,0.46,214.12,414.29,3531248.25,0.48,33.59,38.74,486542.22,0.81,62.26,65.93,378854.63,0.89,0,,,0,,,0
2019-02-07,21:00:00,509.39,525.78,70.89,99,3.78,139.62,806228.31,0.03,22.77,28.1,444267.75,0.77,221.69,225.97,82.71,93,58.27,69.12,28.16,92,153,157,37,-97.12,16.05,20.96,5.6,96.6,139.17,148.84,2811712.75,0.88,87.44,86.12,1237539.38,0.95,13.32,13.97,306183.25,0.91,2.43,19.09,63377.06,0.12,97.6,99.01,1414387.25,0.91,106.48,110.85,2211084.75,0.9,234.46,243.27,3351716.25,0.91,2.62,6.85,1012079.75,0.36,3.97,7.48,330428.25,0.5,195.82,395.66,3531456.25,0.47,52.04,53.21,486582.53,0.92,57.02,60.82,378909.59,0.88,0,,,0,,,0
2019-02-07,22:00:00,487.98,512.49,64.98,99.2,3.78,139.62,806228.31,0.03,23.23,28.32,444293.34,0.77,197.91,211.2,87.14,91.4,57.04,66.56,23.55,93.2,160,166,50,-95.47,17.76,12.32,4.48,91.8,120.32,130.05,2811852.75,0.87,71.86,71.61,1237620.13,0.94,7.15,7.49,306190.81,0.9,2.42,19.38,63378.63,0.12,88.38,90.04,1414482,0.9,116.29,119.67,2211194,0.91,223.8,228.05,3351938.5,0.93,3.01,7.33,1012082.69,0.39,4.09,7.93,330432.5,0.48,189.28,389.43,3531652.75,0.46,27.66,33.62,486622.78,0.77,51.48,56.28,378962.84,0.86,0,,,0,,,0
2019-02-07,23:00:00,425.35,407.63,57.6,99,3.78,139.62,806228.31,0.03,4.6,5.42,444308.34,0.8,169.4,181.66,81.23,89.6,60.31,65.54,23.04,93.2,142,146,37,-96.65,16.22,20,6.08,96,132.18,144.97,2811985,0.86,78.26,78.28,1237695.38,0.94,7.2,7.56,306196.84,0.9,3.3,20.8,63380.89,0.15,72.7,76.81,1414555,0.87,101.09,104.78,2211297.75,0.91,217.33,222.09,3352154.25,0.93,2.62,6.14,1012085.56,0.4,2.9,6.55,330436,0.42,152.45,354.23,3531815.25,0.4,27.13,31.13,486654.88,0.82,52.95,57.23,379015.84,0.87,0,,,0,,,0
2019-02-08,0:00:00,425.94,419.45,60.55,99,3.78,139.62,806228.31,0.03,4.94,5.48,444314.25,0.84,161.28,180.18,82.71,88.8,57.7,68.1,23.04,92.8,89,94,32,-93.77,19.23,17.44,5.28,95.6,147.99,154.3,2812128.5,0.9,68.66,68.66,1237767.63,0.93,4.02,4.61,306201.66,0.82,2.11,20.02,63383.66,0.1,69.41,74.27,1414627,0.85,89.39,93.02,2211397.5,0.89,202.17,208.51,3352365.25,0.91,2.58,5.73,1012088.25,0.42,3.04,6.59,330439.03,0.43,149.54,354.48,3531966.5,0.39,33.73,36.07,486691.03,0.87,34.14,43.32,379057.72,0.73,0,,,0,,,0
2019-02-08,1:00:00,417.08,406.15,60.55,99,3.78,139.62,806228.31,0.03,10.51,10.6,444322.41,0.92,155.37,175.75,78.28,89.6,59.7,60.42,22.02,92.4,92,96,31,-94.55,16.7,21.44,7.04,96,148.89,155.07,2812266.25,0.9,73.21,73.55,1237842.88,0.93,0,0,306201.81,1,2.42,20.63,63385.89,0.11,68.16,72.68,1414697.13,0.85,98.15,100.75,2211498.75,0.9,192.05,199.3,3352563.75,0.9,2.64,5.6,1012091,0.44,3.2,6.61,330442.19,0.45,151.62,356.1,3532120.25,0.4,24.18,27.79,486726.69,0.81,38.24,46.55,379092.72,0.76,0,,,0,,,0
2019-02-08,2:00:00,411.18,406.15,60.55,99,3.78,139.62,806228.31,0.03,5.72,6.06,444329.44,0.88,150.94,171.32,81.23,88,55.65,64,21.5,93.8,94,101,41,-91.38,18.75,16.8,4.48,96.2,138.19,147.81,2812405.25,0.87,68.43,69.54,1237913.38,0.91,0,0,306201.81,1,1.87,19.5,63387.83,0.09,73.14,77.24,1414768.63,0.86,109.83,110.48,2211600.5,0.92,178.22,187.37,3352749.75,0.89,2.59,5.21,1012093.75,0.46,3.23,7.06,330445.5,0.42,149.72,355.25,3532270.75,0.39,47.12,47.22,486757.5,0.92,34.66,43.33,379130.13,0.74,0,,,0,,,0
2019-02-08,3:00:00,406.89,457.85,57.6,99.2,3.78,139.62,806228.31,0.03,7.28,7.53,444337.75,0.9,150.79,174.28,78.28,89.6,56.52,65.02,23.04,92.8,82,87,31,-93.37,16.67,13.6,5.76,91.6,166.3,170.63,2812544,0.91,72.49,72.04,1237983,0.93,0,0,306201.81,1,1.54,17.52,63389.93,0.09,68.2,72.77,1414838.88,0.85,101.68,106.11,2211702,0.89,171.25,182.07,3352926,0.88,2.81,5.7,1012096.44,0.46,3.19,6.47,330449.09,0.46,151.31,357.14,3532422,0.39,24.68,29.14,486789.97,0.78,35.57,45.37,379168.81,0.73,0,,,0,,,0
2019-02-08,4:00:00,431.85,443.08,60.55,99,3.78,139.62,806228.31,0.03,9.77,9.39,444346.63,0.97,149.46,166.89,79.75,88,56.42,58.88,27.14,90.4,88,92,32,-93.69,18.1,24.8,4.8,97.4,132.93,142.86,2812682.25,0.87,72.77,73.02,1238052.88,0.93,0,0,306201.81,1,2.12,20.53,63392.36,0.1,72.79,76.56,1414909,0.87,100.67,103.1,2211798.25,0.91,165.93,177.27,3353096,0.88,2.54,5.3,1012099,0.45,3.19,6.97,330452.56,0.43,151.77,356.94,3532572.75,0.4,47.92,47.68,486822.41,0.94,37.12,45.89,379206.78,0.75,0,,,0,,,0
2019-02-08,5:00:00,432.3,450.46,67.94,98.8,3.78,139.62,806228.31,0.03,12.12,11.88,444356.34,0.96,150.5,166.89,76.8,89,56.73,58.88,23.04,91.4,99,107,41,-92.09,17.18,17.6,5.12,95,125.46,137.33,2812816.25,0.86,70.1,70.94,1238123.38,0.92,0,0,306201.81,1,2.34,19.04,63394.83,0.12,72.67,76.23,1414981.25,0.87,95.98,99.07,2211896.75,0.9,161.41,174.1,3353263,0.87,2.7,5.22,1012101.69,0.48,3.36,5.44,330455.94,0.58,159.74,365.77,3532730,0.41,30.9,33.74,486854.47,0.85,41.86,49.7,379245.56,0.79,0,,,0,,,0
2019-02-08,6:00:00,469.07,468.18,69.42,98.8,3.78,139.62,806228.31,0.03,26.85,31.6,444373.66,0.79,177.38,200.86,81.23,91.2,96.87,108.03,36.86,95.2,94,98,32,-94.42,16.64,17.92,6.4,94.4,177.81,181.86,2812956,0.92,69.04,69.34,1238192,0.93,0,0,306202,1,1.34,18.17,63396.76,0.07,85.75,88.41,1415054.38,0.88,105.5,108.33,2211998.75,0.91,173.02,183.92,3353427.25,0.88,2.58,5.03,1012104.38,0.48,4.12,6.17,330460.38,0.62,158.08,367.88,3532890.5,0.4,27.13,30.72,486881.81,0.82,30.5,41.43,379283.91,0.69,0,,,0,,,0
2019-02-08,7:00:00,506.29,533.17,73.85,99,3.78,139.62,806228.31,0.03,27.31,31.35,444405.34,0.81,196.28,221.54,85.66,92.2,101.27,102.91,25.6,96.2,132,136,37,-96.25,17.76,16.64,5.28,94.6,163.29,176.52,2813122.75,0.87,77.04,76.34,1238267.5,0.94,7.31,8.62,306202.09,0.8,0.73,18.51,63398.26,0.04,89.2,91.28,1415149.25,0.89,121.08,124.37,2212107.75,0.9,162.66,174.47,3353592,0.87,2.83,6.42,1012107.06,0.41,4.42,8.07,330465.16,0.51,189.23,394.01,3533073.5,0.45,36.05,40.53,486915.09,0.83,37.13,46.11,379321.16,0.75,0,,,0,,,0
2019-02-08,8:00:00,554.88,562.71,78.28,99,3.78,139.62,806228.31,0.03,39.07,41.44,444435.38,0.88,225.97,249.6,91.57,93,120.58,128.51,33.79,97,158,162,40,-96.87,19.46,16,6.56,93.4,207.36,212.81,2813311.5,0.91,92.16,89.95,1238355.13,0.95,2.16,2.57,306204.94,0.8,1.05,17.77,63399.42,0.06,99.62,100.17,1415242.38,0.91,158.35,168.99,2212266.5,0.87,165.83,177.91,3353760,0.87,3.21,6.75,1012110,0.44,4.68,8.21,330469.78,0.53,212.05,415.23,3533269.75,0.48,30.07,35.23,486965.38,0.79,17.96,19.79,379357.28,0.84,0,,,0,,,0
2019-02-08,9:00:00,564.78,574.52,79.75,99,3.78,139.62,806228.31,0.03,28.2,32.4,444462.88,0.82,251.22,267.32,90.09,94.2,117.45,120.32,33.79,95.6,175,181,51,-95.92,19.17,18.88,7.68,92.4,210.54,217.7,2813536,0.91,112.17,109.57,1238457.75,0.96,4.57,5.19,306208.69,0.84,2.89,23.11,63401.69,0.12,121.19,122.08,1415356.5,0.91,172.35,180.46,2212437,0.9,172.45,183.16,3353928.5,0.89,2.81,6.07,1012112.94,0.44,7.97,16.28,330476.84,0.46,230.21,428.47,3533487.75,0.5,48.23,50.83,487013.88,0.89,34.47,44.37,379383.91,0.73,0,,,0,,,0
2019-02-08,10:00:00,562.26,595.2,81.23,99,3.78,139.62,806228.31,0.03,32.59,35.78,444492.69,0.85,265.85,282.09,93.05,94.8,116.22,133.12,37.38,95.6,174,178,41,-97.24,19.97,26.24,6.08,97,242.39,246.48,2813781.25,0.93,117.57,113.99,1238569.25,0.96,15.86,15.77,306216.03,0.95,1.3,19.54,63404.16,0.06,132.66,136.6,1415478.63,0.89,184.88,192.89,2212609.5,0.9,171.82,182.16,3354103.5,0.88,2.77,5.97,1012115.94,0.43,7.17,15.06,330483.88,0.44,243.86,439.65,3533724.25,0.52,26.91,32.81,487058.81,0.76,39.43,48.58,379420.59,0.76,0,,,0,,,0
2019-02-08,11:00:00,580.14,615.88,93.05,98.8,3.78,139.62,806228.31,0.03,27.83,32.12,444524.44,0.82,277.66,283.57,90.09,94.8,125.64,146.94,41.98,95.6,182,186,44,-97.12,19.98,21.12,7.2,95.4,253.56,257.1,2814028,0.93,111.39,108.4,1238682.5,0.96,5,5.53,306226.03,0.86,2.23,24.55,63406.21,0.09,120.22,121.15,1415597.75,0.91,180.06,190.82,2212790.5,0.88,170.56,181.47,3354282.75,0.88,2.87,6.82,1012118.94,0.39,4.78,8.94,330490.75,0.5,244.47,440,3533970.25,0.52,59.91,60.34,487105.56,0.93,37.86,46.54,379459.28,0.76,0,,,0,,,0
2019-02-08,12:00:00,585.16,607.02,101.91,98.6,3.78,139.62,806228.31,0.03,28.27,32.46,444553.94,0.82,286.82,313.11,97.48,95.2,125.34,128,34.82,95.8,209,215,54,-96.79,19.89,17.92,6.24,94.2,253.27,257.77,2814288.5,0.93,107.07,103.99,1238791.25,0.97,4.94,5.41,306234.88,0.87,3.2,20.73,63409.18,0.15,115.52,116.02,1415718.88,0.92,187.02,196.65,2212968,0.9,183.55,193.18,3354468,0.9,3.77,8.18,1012122,0.44,10.37,19.16,330498.16,0.51,244.17,439.25,3534218.5,0.52,31.02,35.88,487154.06,0.81,39.38,47.72,379497.91,0.78,0,,,0,,,0
